city,osm_id,building_type,name,lat,lon,levels,material,roof_material,scraped_at
Nabeul,929371963,yes,,36.4620986,10.7447149,,,,2026-02-15T13:33:55.698529
Nabeul,929371964,yes,,36.4621178,10.7448869,,,,2026-02-15T13:33:55.698529
Nabeul,929372886,yes,,36.4618289,10.744423,,,,2026-02-15T13:33:55.698529
Nabeul,929372889,yes,,36.4613935,10.7447919,,,,2026-02-15T13:33:55.698529
Nabeul,929372890,yes,,36.4615381,10.7446891,,,,2026-02-15T13:33:55.698529
Nabeul,929372891,yes,,36.461613,10.7445933,,,,2026-02-15T13:33:55.698529
Nabeul,929372892,yes,,36.4614017,10.7449661,,,,2026-02-15T13:33:55.698529
Nabeul,929372893,yes,,36.4615156,10.744884,,,,2026-02-15T13:33:55.698529
Nabeul,929372894,yes,,36.4616668,10.7447757,,,,2026-02-15T13:33:55.698529
Nabeul,929372895,yes,,36.4617316,10.7444861,,,,2026-02-15T13:33:55.698529
Nabeul,929372896,yes,,36.4618587,10.744636,,,,2026-02-15T13:33:55.698529
Nabeul,929372897,yes,,36.4620102,10.7445221,,,,2026-02-15T13:33:55.698529
Nabeul,929372898,yes,,36.4619298,10.7444135,,,,2026-02-15T13:33:55.698529
Nabeul,929372899,yes,,36.4618747,10.7443027,,,,2026-02-15T13:33:55.698529
Nabeul,929572278,yes,,36.4614369,10.7444029,,,,2026-02-15T13:33:55.698529
Nabeul,929572279,yes,,36.4615265,10.7443137,,,,2026-02-15T13:33:55.698529
Nabeul,929572280,yes,,36.4616117,10.7442741,,,,2026-02-15T13:33:55.698529
Nabeul,929572281,yes,,36.4616856,10.7441957,,,,2026-02-15T13:33:55.698529
Nabeul,929572282,yes,,36.4618239,10.7440965,,,,2026-02-15T13:33:55.698529
Nabeul,929572703,yes,,36.4612007,10.7445019,,,,2026-02-15T13:33:55.698529
Nabeul,929572704,yes,,36.461311,10.7444243,,,,2026-02-15T13:33:55.698529
Nabeul,929572705,yes,,36.4612481,10.7446058,,,,2026-02-15T13:33:55.698529
Nabeul,929572706,yes,,36.4613583,10.7445282,,,,2026-02-15T13:33:55.698529
Nabeul,929573767,yes,,36.4610962,10.7443286,,,,2026-02-15T13:33:55.698529
Nabeul,929573768,yes,,36.4612577,10.7442909,,,,2026-02-15T13:33:55.698529
Nabeul,929573769,yes,,36.4613634,10.744217,,,,2026-02-15T13:33:55.698529
Nabeul,929573770,yes,,36.4614713,10.7441424,,,,2026-02-15T13:33:55.698529
Nabeul,929573771,yes,,36.4615484,10.7440857,,,,2026-02-15T13:33:55.698529
Nabeul,929573772,yes,,36.4615783,10.7439805,,,,2026-02-15T13:33:55.698529
Nabeul,929573773,yes,,36.4616229,10.7440584,,,,2026-02-15T13:33:55.698529
Nabeul,929573774,yes,,36.4616977,10.7438908,,,,2026-02-15T13:33:55.698529
Nabeul,929573775,yes,,36.4617301,10.7439798,,,,2026-02-15T13:33:55.698529
Nabeul,929575982,yes,,36.4614301,10.7437819,,,,2026-02-15T13:33:55.698529
Nabeul,929575983,yes,,36.4614654,10.7439464,,,,2026-02-15T13:33:55.698529
Nabeul,929575984,yes,,36.4616225,10.743615,,,,2026-02-15T13:33:55.698529
Nabeul,929575985,yes,,36.4615536,10.7436654,,,,2026-02-15T13:33:55.698529
Nabeul,929575986,yes,,36.4616484,10.7437871,,,,2026-02-15T13:33:55.698529
Nabeul,929577204,yes,,36.4606449,10.744324,,,,2026-02-15T13:33:55.698529
Nabeul,929577205,yes,,36.4607427,10.7442562,,,,2026-02-15T13:33:55.698529
Nabeul,929577206,yes,,36.4608624,10.7442494,,,,2026-02-15T13:33:55.698529
Nabeul,929577207,yes,,36.4608193,10.744148,,,,2026-02-15T13:33:55.698529
Nabeul,929577208,yes,,36.4609672,10.7440997,,,,2026-02-15T13:33:55.698529
Nabeul,929577209,yes,,36.4610878,10.7440388,,,,2026-02-15T13:33:55.698529
Nabeul,929577210,yes,,36.4611913,10.744009,,,,2026-02-15T13:33:55.698529
Nabeul,929577211,yes,,36.4613292,10.7439263,,,,2026-02-15T13:33:55.698529
Nabeul,929580807,yes,,36.4608279,10.744924,,,,2026-02-15T13:33:55.698529
Nabeul,929580808,yes,,36.4607357,10.7450007,,,,2026-02-15T13:33:55.698529
Nabeul,929580809,yes,,36.4607168,10.7449273,,,,2026-02-15T13:33:55.698529
Nabeul,929580810,yes,,36.460676,10.7448358,,,,2026-02-15T13:33:55.698529
Nabeul,929580811,yes,,36.4606357,10.7447448,,,,2026-02-15T13:33:55.698529
Nabeul,929580812,yes,,36.4606153,10.7446537,,,,2026-02-15T13:33:55.698529
Nabeul,929580813,yes,,36.4605476,10.7445921,,,,2026-02-15T13:33:55.698529
Nabeul,929580814,yes,,36.4605387,10.7444859,,,,2026-02-15T13:33:55.698529
Nabeul,929580815,yes,,36.4604919,10.7443779,,,,2026-02-15T13:33:55.698529
Nabeul,929582694,yes,,36.460893,10.7448413,,,,2026-02-15T13:33:55.698529
Nabeul,929582695,yes,,36.4608085,10.7447161,,,,2026-02-15T13:33:55.698529
Nabeul,929582696,yes,,36.4607534,10.7445932,,,,2026-02-15T13:33:55.698529
Nabeul,929582697,yes,,36.4607035,10.7444818,,,,2026-02-15T13:33:55.698529
Nabeul,929586190,yes,,36.4610041,10.7444536,,,,2026-02-15T13:33:55.698529
Nabeul,929586191,yes,,36.4609586,10.7443574,,,,2026-02-15T13:33:55.698529
Nabeul,929586192,yes,,36.4608395,10.7444343,,,,2026-02-15T13:33:55.698529
Nabeul,929586193,yes,,36.4608854,10.7445315,,,,2026-02-15T13:33:55.698529
Nabeul,929586194,yes,,36.4609337,10.7446337,,,,2026-02-15T13:33:55.698529
Nabeul,929586195,yes,,36.460993,10.7447592,,,,2026-02-15T13:33:55.698529
Nabeul,929586626,yes,,36.4611034,10.7446852,,,,2026-02-15T13:33:55.698529
Nabeul,929586627,yes,,36.4610432,10.7445616,,,,2026-02-15T13:33:55.698529
Nabeul,929588100,yes,,36.4612605,10.7451275,,,,2026-02-15T13:33:55.698529
Nabeul,929588101,yes,,36.4613327,10.7452714,,,,2026-02-15T13:33:55.698529
Nabeul,929588102,yes,,36.4612136,10.7450208,,,,2026-02-15T13:33:55.698529
Nabeul,929588103,yes,,36.4611766,10.7449436,,,,2026-02-15T13:33:55.698529
Nabeul,929588104,yes,,36.4614557,10.7451582,,,,2026-02-15T13:33:55.698529
Nabeul,929588105,yes,,36.46151,10.7453163,,,,2026-02-15T13:33:55.698529
Nabeul,929590096,yes,,36.4616734,10.7458902,,,,2026-02-15T13:33:55.698529
Nabeul,929590097,yes,,36.4615988,10.7459965,,,,2026-02-15T13:33:55.698529
Nabeul,929590098,yes,,36.4615117,10.7458704,,,,2026-02-15T13:33:55.698529
Nabeul,929590099,yes,,36.4615606,10.7456782,,,,2026-02-15T13:33:55.698529
Nabeul,929590100,yes,,36.4614533,10.7457164,,,,2026-02-15T13:33:55.698529
Nabeul,929590101,yes,,36.4614292,10.7455516,,,,2026-02-15T13:33:55.698529
Nabeul,929590102,yes,,36.4614158,10.7453927,,,,2026-02-15T13:33:55.698529
Nabeul,929590103,yes,,36.4613474,10.7455159,,,,2026-02-15T13:33:55.698529
Nabeul,930130421,yes,,36.4609394,10.7454861,,,,2026-02-15T13:33:55.698529
Nabeul,930130422,yes,,36.461154,10.7459057,,,,2026-02-15T13:33:55.698529
Nabeul,930130423,yes,,36.4610173,10.7456147,,,,2026-02-15T13:33:55.698529
Nabeul,930130424,yes,,36.4610811,10.7457503,,,,2026-02-15T13:33:55.698529
Nabeul,930130425,yes,,36.4612254,10.7460914,,,,2026-02-15T13:33:55.698529
Nabeul,930130426,yes,,36.4612987,10.7462486,,,,2026-02-15T13:33:55.698529
Nabeul,930130427,yes,,36.4614048,10.746167,,,,2026-02-15T13:33:55.698529
Nabeul,930134739,yes,,36.4611128,10.74554,,,,2026-02-15T13:33:55.698529
Nabeul,930134740,yes,,36.4611871,10.7454316,,,,2026-02-15T13:33:55.698529
Nabeul,930134741,yes,,36.461126,10.745322,,,,2026-02-15T13:33:55.698529
Nabeul,930134742,yes,,36.4610724,10.7452052,,,,2026-02-15T13:33:55.698529
Nabeul,930134743,yes,,36.4610018,10.7450738,,,,2026-02-15T13:33:55.698529
Nabeul,930134744,yes,,36.46091,10.7451218,,,,2026-02-15T13:33:55.698529
Nabeul,930134745,yes,,36.4608216,10.7451849,,,,2026-02-15T13:33:55.698529
Nabeul,930134746,yes,,36.4609637,10.7452821,,,,2026-02-15T13:33:55.698529
Nabeul,930134747,yes,,36.4608716,10.7453382,,,,2026-02-15T13:33:55.698529
Nabeul,930135218,yes,,36.4613384,10.745995,,,,2026-02-15T13:33:55.698529
Nabeul,930135219,yes,,36.4612899,10.7458373,,,,2026-02-15T13:33:55.698529
Nabeul,930135220,yes,,36.4612101,10.7456742,,,,2026-02-15T13:33:55.698529
Nabeul,930137774,yes,,36.4601489,10.7446429,,,,2026-02-15T13:33:55.698529
Nabeul,930137775,yes,,36.4602077,10.7447666,,,,2026-02-15T13:33:55.698529
Nabeul,930137776,yes,,36.4603048,10.7448934,,,,2026-02-15T13:33:55.698529
Nabeul,930137777,yes,,36.46031,10.7445526,,,,2026-02-15T13:33:55.698529
Nabeul,930137778,yes,,36.4603989,10.7447351,,,,2026-02-15T13:33:55.698529
Nabeul,930137779,yes,,36.4605141,10.7449381,,,,2026-02-15T13:33:55.698529
Nabeul,930137780,yes,,36.4604563,10.7451309,,,,2026-02-15T13:33:55.698529
Nabeul,930137781,yes,,36.4603434,10.7451707,,,,2026-02-15T13:33:55.698529
Nabeul,930137782,yes,,36.4606,10.7451305,,,,2026-02-15T13:33:55.698529
Nabeul,930137783,yes,,36.4602311,10.7453403,,,,2026-02-15T13:33:55.698529
Nabeul,930137784,yes,,36.4603124,10.7455865,,,,2026-02-15T13:33:55.698529
Nabeul,930137785,yes,,36.4604799,10.7454472,,,,2026-02-15T13:33:55.698529
Nabeul,930137786,yes,,36.4606158,10.7453929,,,,2026-02-15T13:33:55.698529
Nabeul,930137787,yes,,36.4607031,10.7453306,,,,2026-02-15T13:33:55.698529
Nabeul,930139025,yes,,36.4601118,10.7451255,,,,2026-02-15T13:33:55.698529
Nabeul,930139026,yes,,36.4600839,10.7449328,,,,2026-02-15T13:33:55.698529
Nabeul,930139027,yes,,36.4600005,10.7449916,,,,2026-02-15T13:33:55.698529
Nabeul,930139028,yes,,36.4599567,10.7448074,,,,2026-02-15T13:33:55.698529
Nabeul,930140754,yes,,36.460463,10.7458618,,,,2026-02-15T13:33:55.698529
Nabeul,930140755,yes,,36.4605327,10.7460222,,,,2026-02-15T13:33:55.698529
Nabeul,930140756,yes,,36.4606337,10.7457338,,,,2026-02-15T13:33:55.698529
Nabeul,930140757,yes,,36.4606814,10.7459195,,,,2026-02-15T13:33:55.698529
Nabeul,930140758,yes,,36.4607762,10.7458536,,,,2026-02-15T13:33:55.698529
Nabeul,930140759,yes,,36.4608733,10.7457717,,,,2026-02-15T13:33:55.698529
Nabeul,930140760,yes,,36.4607976,10.7456036,,,,2026-02-15T13:33:55.698529
Nabeul,930141228,yes,,36.4606435,10.7463791,,,,2026-02-15T13:33:55.698529
Nabeul,930141229,yes,,36.460767,10.7466763,,,,2026-02-15T13:33:55.698529
Nabeul,930141230,yes,,36.4607006,10.7465321,,,,2026-02-15T13:33:55.698529
Nabeul,930141231,yes,,36.4606416,10.7462045,,,,2026-02-15T13:33:55.698529
Nabeul,930141232,yes,,36.4607841,10.7461366,,,,2026-02-15T13:33:55.698529
Nabeul,930141233,yes,,36.4608833,10.7460659,,,,2026-02-15T13:33:55.698529
Nabeul,930141234,yes,,36.4609904,10.7459897,,,,2026-02-15T13:33:55.698529
Nabeul,930142427,yes,,36.461038,10.7464708,,,,2026-02-15T13:33:55.698529
Nabeul,930142428,yes,,36.4611741,10.7463615,,,,2026-02-15T13:33:55.698529
Nabeul,930142429,yes,,36.461098,10.7462274,,,,2026-02-15T13:33:55.698529
Nabeul,930142430,yes,,36.4609958,10.7463003,,,,2026-02-15T13:33:55.698529
Nabeul,930142431,yes,,36.4609099,10.7463739,,,,2026-02-15T13:33:55.698529
Nabeul,930142432,yes,,36.4608148,10.7463764,,,,2026-02-15T13:33:55.698529
Nabeul,930142433,yes,,36.4608571,10.7464685,,,,2026-02-15T13:33:55.698529
Nabeul,930142434,yes,,36.460907,10.7465768,,,,2026-02-15T13:33:55.698529
Nabeul,930142435,yes,,36.4608377,10.7466261,,,,2026-02-15T13:33:55.699527
Nabeul,930547726,yes,,36.4596442,10.7455413,,,,2026-02-15T13:33:55.699527
Nabeul,930547727,yes,,36.4597268,10.7454791,,,,2026-02-15T13:33:55.699527
Nabeul,930547728,yes,,36.4598154,10.745413,,,,2026-02-15T13:33:55.699527
Nabeul,930547729,yes,,36.4596083,10.7454372,,,,2026-02-15T13:33:55.699527
Nabeul,930547730,yes,,36.459755,10.7453306,,,,2026-02-15T13:33:55.699527
Nabeul,930547731,yes,,36.4596903,10.7453844,,,,2026-02-15T13:33:55.699527
Nabeul,930547732,yes,,36.4599317,10.7453274,,,,2026-02-15T13:33:55.699527
Nabeul,930547733,yes,,36.459869,10.7452514,,,,2026-02-15T13:33:55.699527
Nabeul,930548071,yes,,36.4595061,10.745143,,,,2026-02-15T13:33:55.699527
Nabeul,930548072,yes,,36.4595732,10.7452719,,,,2026-02-15T13:33:55.699527
Nabeul,930548073,yes,,36.4596476,10.7450416,,,,2026-02-15T13:33:55.699527
Nabeul,930548074,yes,,36.4597379,10.7451658,,,,2026-02-15T13:33:55.699527
Nabeul,930548075,apartments,,36.4598422,10.7450892,,,,2026-02-15T13:33:55.699527
Nabeul,930548076,apartments,,36.4597736,10.7450104,,,,2026-02-15T13:33:55.699527
Nabeul,930548077,apartments,,36.4597304,10.7449195,,,,2026-02-15T13:33:55.699527
Nabeul,930548772,yes,,36.4598859,10.7456928,,,,2026-02-15T13:33:55.699527
Nabeul,930548773,yes,,36.4597227,10.7456844,,,,2026-02-15T13:33:55.699527
Nabeul,930548774,yes,,36.4597914,10.7458095,,,,2026-02-15T13:33:55.699527
Nabeul,930548775,yes,,36.459841,10.7459623,,,,2026-02-15T13:33:55.699527
Nabeul,930548776,yes,,36.4599051,10.7460605,,,,2026-02-15T13:33:55.699527
Nabeul,930548777,yes,,36.460012,10.7459583,,,,2026-02-15T13:33:55.699527
Nabeul,930548778,yes,,36.4601626,10.7458379,,,,2026-02-15T13:33:55.699527
Nabeul,930548779,yes,,36.4599753,10.7454653,,,,2026-02-15T13:33:55.699527
Nabeul,930548780,yes,,36.4600058,10.7455723,,,,2026-02-15T13:33:55.699527
Nabeul,930548781,yes,,36.4600737,10.745716,,,,2026-02-15T13:33:55.699527
Nabeul,930932486,yes,,36.4591128,10.7454101,,,,2026-02-15T13:33:55.699527
Nabeul,930932487,yes,,36.4591722,10.745566,,,,2026-02-15T13:33:55.699527
Nabeul,930932488,yes,,36.4592296,10.7456924,,,,2026-02-15T13:33:55.699527
Nabeul,930932489,yes,,36.4592632,10.7453017,,,,2026-02-15T13:33:55.699527
Nabeul,930932490,yes,,36.4594103,10.7455746,,,,2026-02-15T13:33:55.699527
Nabeul,930932492,yes,,36.4593305,10.745459,,,,2026-02-15T13:33:55.699527
Nabeul,930933640,yes,,36.4593714,10.7458331,,,,2026-02-15T13:33:55.699527
Nabeul,930933641,yes,,36.4593964,10.7459404,,,,2026-02-15T13:33:55.699527
Nabeul,930933642,yes,,36.459513,10.7462753,,,,2026-02-15T13:33:55.699527
Nabeul,930933643,yes,,36.4594289,10.7461308,,,,2026-02-15T13:33:55.699527
Nabeul,930933644,yes,,36.4594962,10.7457377,,,,2026-02-15T13:33:55.699527
Nabeul,930933645,yes,,36.4595584,10.7458447,,,,2026-02-15T13:33:55.699527
Nabeul,930933646,yes,,36.4596785,10.7460284,,,,2026-02-15T13:33:55.699527
Nabeul,930933647,yes,,36.45957,10.7461388,,,,2026-02-15T13:33:55.699527
Nabeul,930933897,yes,,36.4602351,10.7461128,,,,2026-02-15T13:33:55.699527
Nabeul,930934934,yes,,36.4602364,10.7463894,,,,2026-02-15T13:33:55.699527
Nabeul,930934935,yes,,36.4602218,10.7462729,,,,2026-02-15T13:33:55.699527
Nabeul,930934936,yes,,36.4603229,10.746493,,,,2026-02-15T13:33:55.699527
Nabeul,930934937,yes,,36.4604318,10.7464149,,,,2026-02-15T13:33:55.699527
Nabeul,931367558,yes,,36.4601001,10.7462638,,,,2026-02-15T13:33:55.699527
Nabeul,931367559,yes,,36.4600584,10.7461818,,,,2026-02-15T13:33:55.699527
Nabeul,931367561,yes,,36.4600889,10.7463826,,,,2026-02-15T13:33:55.699527
Nabeul,931367562,yes,,36.4599584,10.7464623,,,,2026-02-15T13:33:55.699527
Nabeul,931367563,yes,,36.4598423,10.746534,,,,2026-02-15T13:33:55.699527
Nabeul,931367564,yes,,36.4597423,10.7465959,,,,2026-02-15T13:33:55.699527
Nabeul,931367565,yes,,36.4596221,10.7465959,,,,2026-02-15T13:33:55.699527
Nabeul,931368260,yes,,36.4598333,10.7469006,,,,2026-02-15T13:33:55.699527
Nabeul,931368261,yes,,36.4597504,10.7469089,,,,2026-02-15T13:33:55.699527
Nabeul,931368262,yes,,36.4596881,10.7467776,,,,2026-02-15T13:33:55.699527
Nabeul,931368263,yes,,36.4598268,10.746692,,,,2026-02-15T13:33:55.699527
Nabeul,931368264,yes,,36.4599399,10.7466146,,,,2026-02-15T13:33:55.699527
Nabeul,931368265,yes,,36.4600607,10.7465433,,,,2026-02-15T13:33:55.699527
Nabeul,931369240,yes,,36.4600794,10.7468316,,,,2026-02-15T13:33:55.699527
Nabeul,931369241,yes,,36.4599411,10.7468567,,,,2026-02-15T13:33:55.699527
Nabeul,931370589,yes,,36.4603722,10.746718,,,,2026-02-15T13:33:55.699527
Nabeul,931370590,yes,,36.4604604,10.7469096,,,,2026-02-15T13:33:55.699527
Nabeul,931370591,yes,,36.4605808,10.7469141,,,,2026-02-15T13:33:55.699527
Nabeul,931370592,yes,,36.460617,10.7467766,,,,2026-02-15T13:33:55.699527
Nabeul,931370593,yes,,36.4605256,10.7466482,,,,2026-02-15T13:33:55.699527
Nabeul,931370594,yes,,36.4603176,10.7469117,,,,2026-02-15T13:33:55.699527
Nabeul,931370595,yes,,36.4601466,10.7464785,,,,2026-02-15T13:33:55.699527
Nabeul,931370596,yes,,36.4601896,10.7466831,,,,2026-02-15T13:33:55.699527
Nabeul,931371978,yes,,36.4646604,10.7454986,,,,2026-02-15T13:33:55.699527
Nabeul,931371979,yes,,36.4646082,10.7454004,,,,2026-02-15T13:33:55.699527
Nabeul,931371980,yes,,36.4647312,10.7454441,,,,2026-02-15T13:33:55.699527
Nabeul,931371981,yes,,36.4646757,10.7453394,,,,2026-02-15T13:33:55.699527
Nabeul,931371982,yes,,36.4645404,10.7452707,,,,2026-02-15T13:33:55.699527
Nabeul,931371983,yes,,36.4646092,10.7452089,,,,2026-02-15T13:33:55.699527
Nabeul,931371984,yes,,36.4647028,10.7456096,,,,2026-02-15T13:33:55.699527
Nabeul,931371985,yes,,36.4647664,10.7457451,,,,2026-02-15T13:33:55.699527
Nabeul,931371986,yes,,36.4647814,10.7455703,,,,2026-02-15T13:33:55.699527
Nabeul,931371987,yes,,36.4648434,10.7457063,,,,2026-02-15T13:33:55.699527
Nabeul,931371988,yes,,36.4648743,10.7458341,,,,2026-02-15T13:33:55.699527
Nabeul,931372345,yes,,36.4639958,10.7444666,,,,2026-02-15T13:33:55.699527
Nabeul,931372346,yes,,36.4640652,10.7444128,,,,2026-02-15T13:33:55.699527
Nabeul,931372347,yes,,36.4640957,10.7445566,,,,2026-02-15T13:33:55.699527
Nabeul,931372348,yes,,36.4641867,10.7446432,,,,2026-02-15T13:33:55.699527
Nabeul,931372349,yes,,36.4642533,10.7447458,,,,2026-02-15T13:33:55.699527
Nabeul,931372350,yes,,36.4643215,10.7448612,,,,2026-02-15T13:33:55.699527
Nabeul,931372351,yes,,36.4643819,10.7450238,,,,2026-02-15T13:33:55.699527
Nabeul,931372352,yes,,36.4644742,10.7451475,,,,2026-02-15T13:33:55.699527
Nabeul,931372353,yes,,36.4644494,10.7449091,,,,2026-02-15T13:33:55.699527
Nabeul,931372354,yes,,36.4644924,10.7449885,,,,2026-02-15T13:33:55.699527
Nabeul,931372355,yes,,36.4645461,10.7450871,,,,2026-02-15T13:33:55.699527
Nabeul,931374076,yes,,36.4643353,10.7461668,,,,2026-02-15T13:33:55.699527
Nabeul,931374077,yes,,36.4642661,10.7462107,,,,2026-02-15T13:33:55.699527
Nabeul,931374078,yes,,36.4642121,10.7460788,,,,2026-02-15T13:33:55.699527
Nabeul,931374079,yes,,36.4642815,10.746035,,,,2026-02-15T13:33:55.699527
Nabeul,931374080,yes,,36.4642202,10.7458856,,,,2026-02-15T13:33:55.699527
Nabeul,931374081,yes,,36.464151,10.7459294,,,,2026-02-15T13:33:55.699527
Nabeul,931374082,yes,,36.4641557,10.7457278,,,,2026-02-15T13:33:55.699527
Nabeul,931374083,yes,,36.4640967,10.7457971,,,,2026-02-15T13:33:55.699527
Nabeul,931374084,yes,,36.464051,10.7456853,,,,2026-02-15T13:33:55.699527
Nabeul,931374085,yes,,36.4639982,10.7454819,,,,2026-02-15T13:33:55.699527
Nabeul,931374086,yes,,36.4641949,10.7452363,,,,2026-02-15T13:33:55.699527
Nabeul,931374087,yes,,36.4637612,10.7447258,,,,2026-02-15T13:33:55.699527
Nabeul,931374088,yes,,36.4637912,10.7449761,,,,2026-02-15T13:33:55.699527
Nabeul,931374089,yes,,36.4638858,10.7452073,,,,2026-02-15T13:33:55.699527
Nabeul,931374853,yes,,36.4647058,10.7458942,,,,2026-02-15T13:33:55.699527
Nabeul,931374854,yes,,36.4646531,10.7459733,,,,2026-02-15T13:33:55.699527
Nabeul,931374855,yes,,36.4645996,10.7458628,,,,2026-02-15T13:33:55.699527
Nabeul,931374856,yes,,36.4646274,10.7457319,,,,2026-02-15T13:33:55.699527
Nabeul,931374857,yes,,36.4645506,10.7457614,,,,2026-02-15T13:33:55.699527
Nabeul,931374858,yes,,36.4645284,10.7456144,,,,2026-02-15T13:33:55.699527
Nabeul,931374859,yes,,36.4644671,10.7454877,,,,2026-02-15T13:33:55.699527
Nabeul,931374860,yes,,36.4642173,10.7454668,,,,2026-02-15T13:33:55.699527
Nabeul,931374861,yes,,36.4639993,10.7451932,,,,2026-02-15T13:33:55.699527
Nabeul,931374862,yes,,36.464044,10.7449331,,,,2026-02-15T13:33:55.699527
Nabeul,931375570,yes,,36.4645631,10.7460832,,,,2026-02-15T13:33:55.699527
Nabeul,931375571,yes,,36.4646816,10.7462057,,,,2026-02-15T13:33:55.699527
Nabeul,931375572,yes,,36.4645281,10.7462865,,,,2026-02-15T13:33:55.699527
Nabeul,931375573,yes,,36.4644877,10.7459158,,,,2026-02-15T13:33:55.699527
Nabeul,931375574,yes,,36.4643978,10.7457311,,,,2026-02-15T13:33:55.699527
Nabeul,931375575,yes,,36.4643267,10.7456102,,,,2026-02-15T13:33:55.699527
Nabeul,931375576,yes,,36.4642338,10.7456677,,,,2026-02-15T13:33:55.699527
Nabeul,931375577,yes,,36.4643162,10.7457844,,,,2026-02-15T13:33:55.699527
Nabeul,931375578,yes,,36.4644067,10.745878,,,,2026-02-15T13:33:55.699527
Nabeul,931375579,yes,,36.4643587,10.7459099,,,,2026-02-15T13:33:55.699527
Nabeul,931375580,yes,,36.4644114,10.7460325,,,,2026-02-15T13:33:55.699527
Nabeul,931375581,yes,,36.4644765,10.7461416,,,,2026-02-15T13:33:55.699527
Nabeul,931376347,yes,,36.4649447,10.7459917,,,,2026-02-15T13:33:55.699527
Nabeul,931376348,yes,,36.4649738,10.746105,,,,2026-02-15T13:33:55.699527
Nabeul,931376349,yes,,36.4648687,10.7460976,,,,2026-02-15T13:33:55.699527
Nabeul,931376350,yes,,36.4647566,10.7460962,,,,2026-02-15T13:33:55.699527
Nabeul,931376351,yes,,36.4647893,10.7461972,,,,2026-02-15T13:33:55.699527
Nabeul,931730393,yes,,36.4648438,10.7471718,,,,2026-02-15T13:33:55.699527
Nabeul,931730394,yes,,36.4646974,10.7472516,,,,2026-02-15T13:33:55.699527
Nabeul,931730395,yes,,36.4648427,10.747393,,,,2026-02-15T13:33:55.699527
Nabeul,931730396,yes,,36.464839,10.7476146,,,,2026-02-15T13:33:55.699527
Nabeul,931730397,yes,,36.4649719,10.7475412,,,,2026-02-15T13:33:55.699527
Nabeul,931730398,yes,,36.4651282,10.7471731,,,,2026-02-15T13:33:55.699527
Nabeul,931730399,yes,,36.4651123,10.7474321,,,,2026-02-15T13:33:55.699527
Nabeul,931730400,yes,,36.4652671,10.7473439,,,,2026-02-15T13:33:55.699527
Nabeul,931730401,yes,,36.4649839,10.7470662,,,,2026-02-15T13:33:55.699527
Nabeul,931730402,yes,,36.4649846,10.7468329,,,,2026-02-15T13:33:55.699527
Nabeul,931730403,yes,,36.4648998,10.7466085,,,,2026-02-15T13:33:55.699527
Nabeul,931730404,yes,,36.4648253,10.7463888,,,,2026-02-15T13:33:55.699527
Nabeul,931730405,yes,,36.4650165,10.7463481,,,,2026-02-15T13:33:55.699527
Nabeul,931730406,yes,,36.4649355,10.7463958,,,,2026-02-15T13:33:55.699527
Nabeul,931730407,yes,,36.4650473,10.746593,,,,2026-02-15T13:33:55.699527
Nabeul,931730408,yes,,36.4651055,10.7467805,,,,2026-02-15T13:33:55.699527
Nabeul,931730409,yes,,36.4651314,10.746982,,,,2026-02-15T13:33:55.699527
Nabeul,931730948,yes,,36.4647557,10.7467862,,,,2026-02-15T13:33:55.699527
Nabeul,931730949,yes,,36.4647351,10.7469525,,,,2026-02-15T13:33:55.699527
Nabeul,931730950,yes,,36.4646166,10.7470155,,,,2026-02-15T13:33:55.699527
Nabeul,931730951,yes,,36.4645743,10.7468793,,,,2026-02-15T13:33:55.699527
Nabeul,931730952,yes,,36.4645317,10.7467375,,,,2026-02-15T13:33:55.699527
Nabeul,931730953,yes,,36.4646886,10.7464525,,,,2026-02-15T13:33:55.699527
Nabeul,931730954,yes,,36.4645369,10.7465362,,,,2026-02-15T13:33:55.699527
Nabeul,931730955,yes,,36.4644346,10.746629,,,,2026-02-15T13:33:55.699527
Nabeul,931731393,yes,,36.4643656,10.7464331,,,,2026-02-15T13:33:55.699527
Nabeul,931731394,yes,,36.4643371,10.7463536,,,,2026-02-15T13:33:55.699527
Nabeul,931733170,yes,,36.4639035,10.7473137,,,,2026-02-15T13:33:55.699527
Nabeul,931733171,yes,,36.4640763,10.7473954,,,,2026-02-15T13:33:55.699527
Nabeul,931733172,yes,,36.46422,10.7473984,,,,2026-02-15T13:33:55.699527
Nabeul,931733175,yes,,36.4643437,10.7470406,,,,2026-02-15T13:33:55.699527
Nabeul,931733176,yes,,36.4642531,10.7470957,,,,2026-02-15T13:33:55.699527
Nabeul,931733177,yes,,36.4640854,10.747202,,,,2026-02-15T13:33:55.699527
Nabeul,931733178,yes,,36.4641736,10.7471486,,,,2026-02-15T13:33:55.699527
Nabeul,931733179,yes,,36.4641121,10.7470059,,,,2026-02-15T13:33:55.699527
Nabeul,931733180,yes,,36.4643935,10.7469058,,,,2026-02-15T13:33:55.699527
Nabeul,931733181,yes,,36.4639354,10.7467405,,,,2026-02-15T13:33:55.699527
Nabeul,931733182,yes,,36.4640026,10.746648,,,,2026-02-15T13:33:55.699527
Nabeul,931733183,yes,,36.4635294,10.746738,,,,2026-02-15T13:33:55.699527
Nabeul,931733184,yes,,36.463499,10.7466662,,,,2026-02-15T13:33:55.699527
Nabeul,931733185,yes,,36.4635976,10.7466491,,,,2026-02-15T13:33:55.699527
