city,osm_id,highway_type,name,surface,lanes,maxspeed,lit,oneway,scraped_at
Tunis,10641392,primary,شارع الحبيب بورقيبة,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,10641416,primary,شارع الحبيب بورقيبة,asphalt,2,,,yes,2026-02-15T13:34:58.022478
Tunis,10641456,primary,ساحة 14 جانفي 2011,asphalt,3,,,yes,2026-02-15T13:34:58.022478
Tunis,10641477,primary,شارع الحبيب بورقيبة,asphalt,2,,,yes,2026-02-15T13:34:58.022478
Tunis,11625417,tertiary,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,19744221,motorway,الطريق الوطنية تونس - بنزرت,,,,,yes,2026-02-15T13:34:58.022478
Tunis,19744300,trunk,الطريق الوطنية تونس - المرسى,,2,,,yes,2026-02-15T13:34:58.022478
Tunis,19744314,motorway_link,الطريق الوطنية تونس - المرسى,asphalt,1,,,yes,2026-02-15T13:34:58.022478
Tunis,19744488,motorway_link,الطريق الوطنية تونس - المرسى,paved,4,40,,yes,2026-02-15T13:34:58.022478
Tunis,19744536,motorway_link,الطريق الوطنية تونس - المرسى,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,19744605,motorway_link,الطريق الوطنية تونس - المرسى,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,19744658,motorway_link,الطريق الوطنية تونس - المرسى,,,,,yes,2026-02-15T13:34:58.022478
Tunis,19744695,motorway_link,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,19744822,motorway_link,,asphalt,1,40,,yes,2026-02-15T13:34:58.022478
Tunis,19800017,primary,شارع خير الدين باشا,asphalt,,,,,2026-02-15T13:34:58.022478
Tunis,21759526,tertiary,نهج المعادن,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,21759625,residential,نهج الطاقة الذرية,asphalt,,,yes,yes,2026-02-15T13:34:58.022478
Tunis,21759746,motorway_link,,paved,,50,,yes,2026-02-15T13:34:58.022478
Tunis,21760078,tertiary,,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,21760174,motorway_link,,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,21760552,motorway_link,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,21760617,tertiary,,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,21760706,motorway_link,,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,21760787,tertiary,شارع محمد علي عقيد,asphalt,,,,,2026-02-15T13:34:58.022478
Tunis,21760854,motorway_link,,asphalt,,40,,yes,2026-02-15T13:34:58.022478
Tunis,22650038,trunk_link,شارع الشيخ زايد,,,,,yes,2026-02-15T13:34:58.022478
Tunis,22650088,secondary,نهج حسيب بن عمار,asphalt,,50,,yes,2026-02-15T13:34:58.022478
Tunis,22650090,secondary,نهج حسيب بن عمار,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,22650103,secondary,شارع الحبيب عاشور,,3,,,yes,2026-02-15T13:34:58.022478
Tunis,22650117,trunk_link,نهج حسيب بن عمار,,1,,,yes,2026-02-15T13:34:58.022478
Tunis,22650124,residential,نهج بحيرة توركانا,asphalt,,,,,2026-02-15T13:34:58.022478
Tunis,22650144,residential,نهج بحيرة نيوشاتل,asphalt,,,yes,,2026-02-15T13:34:58.022478
Tunis,22650152,residential,نهج بحيرة ملاران,,,,,,2026-02-15T13:34:58.022478
Tunis,22650154,residential,نهج بحيرة أبيرة,asphalt,,,yes,,2026-02-15T13:34:58.022478
Tunis,22675190,trunk,شارع الزعيم ياسر عرفات,,,,,yes,2026-02-15T13:34:58.022478
Tunis,22675248,service,,,,,,,2026-02-15T13:34:58.022478
Tunis,22675293,tertiary,,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,22675315,tertiary,,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,22675338,service,,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,22675342,service,,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,22675354,tertiary,,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,22741993,secondary,شارع الملك عبد العزيز آل سعود,,,,,yes,2026-02-15T13:34:58.022478
Tunis,22742008,trunk_link,,,2,70,,yes,2026-02-15T13:34:58.022478
Tunis,22742210,tertiary,شارع إفريقيا,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,22742215,residential,نهج رابعة العدوية,asphalt,,,,,2026-02-15T13:34:58.022478
Tunis,22742221,residential,نهج عقبة ابن نافع,asphalt,,,yes,,2026-02-15T13:34:58.022478
Tunis,22742260,tertiary,شارع سليمان بن سليمان,,,,,yes,2026-02-15T13:34:58.022478
Tunis,22742294,trunk_link,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,22742304,trunk_link,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,22742449,residential,شارع بلال,asphalt,,,yes,,2026-02-15T13:34:58.022478
Tunis,22742452,unclassified,نهج علي ابن ابي طالب,asphalt,,,,,2026-02-15T13:34:58.022478
Tunis,22742457,residential,نهج المتنبي,,,,,,2026-02-15T13:34:58.022478
Tunis,22742460,residential,نهج الطاهر ممي,asphalt,,,yes,,2026-02-15T13:34:58.022478
Tunis,22742464,residential,نهج الحكام,asphalt,,,yes,yes,2026-02-15T13:34:58.022478
Tunis,22742468,residential,نهج الشيخ زغواني,asphalt,,,,,2026-02-15T13:34:58.022478
Tunis,22742469,residential,نهج ابن الهيثم,,,,,,2026-02-15T13:34:58.022478
Tunis,22742471,residential,نهج أبو زمعة البلوي,,,,,,2026-02-15T13:34:58.022478
Tunis,22742472,residential,نهج حليمة السعدية,asphalt,,,,,2026-02-15T13:34:58.022478
Tunis,22742474,residential,نهج أبو بكر الصديق,,,,,,2026-02-15T13:34:58.022478
Tunis,22742477,residential,نهج صفية بنت عبد المطلب,,,,,,2026-02-15T13:34:58.022478
Tunis,22742479,residential,نهج امنة ابنة وهب,,,,,,2026-02-15T13:34:58.022478
Tunis,22742480,residential,نهج عبيد الله المهدي,asphalt,,,,,2026-02-15T13:34:58.022478
Tunis,22742481,residential,,,,,,,2026-02-15T13:34:58.022478
Tunis,22742482,residential,نهج عزيزة عثمانة,asphalt,,,,,2026-02-15T13:34:58.022478
Tunis,22742489,residential,نهج الإمام ابو حنيفة,,,,,,2026-02-15T13:34:58.022478
Tunis,22742491,residential,نهج محمد الهادي العامري,,,,,,2026-02-15T13:34:58.022478
Tunis,22742494,residential,نهج الدكتور محمد عمار,,,,,,2026-02-15T13:34:58.022478
Tunis,22742496,residential,نهج ابن سينا,asphalt,,,yes,,2026-02-15T13:34:58.022478
Tunis,22742504,residential,,,,,,,2026-02-15T13:34:58.022478
Tunis,22774912,residential,شارع المنجي سليم,asphalt,,,,,2026-02-15T13:34:58.022478
Tunis,22774920,residential,نهج صفاقس,,,,,,2026-02-15T13:34:58.022478
Tunis,22774933,residential,نهج ابن زيدون,,,,,,2026-02-15T13:34:58.022478
Tunis,22774952,residential,نهج العباسيين,,,,,,2026-02-15T13:34:58.022478
Tunis,22774971,residential,,,,,,,2026-02-15T13:34:58.022478
Tunis,22774980,residential,,,,,,,2026-02-15T13:34:58.022478
Tunis,22774981,tertiary,نهج قرقنة,asphalt,,,,,2026-02-15T13:34:58.022478
Tunis,22774984,residential,نهج علي بن بلقاسم,,,,,,2026-02-15T13:34:58.022478
Tunis,22774985,residential,,,,,,,2026-02-15T13:34:58.022478
Tunis,22820911,unclassified,نهج الطاقة الشمسية,asphalt,,,,,2026-02-15T13:34:58.022478
Tunis,22874165,primary,شارع الطيب المهيري,asphalt,,,,no,2026-02-15T13:34:58.022478
Tunis,22874175,motorway_link,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,22874177,tertiary,شارع إفريقيا,,,,,yes,2026-02-15T13:34:58.022478
Tunis,22874198,motorway_link,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,22874202,motorway_link,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,22874206,motorway_link,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,22874221,motorway_link,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,22874223,motorway_link,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,22874226,primary_link,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,22874235,secondary,شارع عبد الرحمان الخبثاني,,,,,no,2026-02-15T13:34:58.022478
Tunis,22874241,motorway_link,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,22875461,secondary,شارع معاوية إبن أبي سفيان,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,22875464,primary,شارع 10 ديسمبر 1948,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,22875466,primary,شارع علي البلهوان,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,22875468,primary,شارع محمد صالح بلحاج,,,50,,yes,2026-02-15T13:34:58.022478
Tunis,22875539,residential,Rue de la Vénération,,,,,yes,2026-02-15T13:34:58.022478
Tunis,23027515,motorway,الطريق السريعة تونس - سوسة - صفاقس,,2,,,yes,2026-02-15T13:34:58.022478
Tunis,23766581,residential,شارع الأهرام,,,,,,2026-02-15T13:34:58.022478
Tunis,24055318,residential,شارع كينيدي,,,,,,2026-02-15T13:34:58.022478
Tunis,24055319,residential,,,,,,,2026-02-15T13:34:58.022478
Tunis,24055320,residential,نهج كينيدي,,,,,,2026-02-15T13:34:58.022478
Tunis,24055322,residential,نهج محمد العريبي,,,,,,2026-02-15T13:34:58.022478
Tunis,24055324,residential,نهج علي الدوعاجي,,,,,,2026-02-15T13:34:58.022478
Tunis,24055344,residential,شارع بيار دو كوبرتان,,,,,,2026-02-15T13:34:58.022478
Tunis,24055345,tertiary_link,,,,,,,2026-02-15T13:34:58.022478
Tunis,24055347,residential,,,,,,,2026-02-15T13:34:58.022478
Tunis,24055349,residential,نهج بيتهوفن,asphalt,,,,,2026-02-15T13:34:58.022478
Tunis,24055350,residential,نهج يوغرطة,asphalt,,,,,2026-02-15T13:34:58.022478
Tunis,24055351,residential,,,,,,,2026-02-15T13:34:58.022478
Tunis,24055359,residential,نهج سعيد أبو بكر,,,,,,2026-02-15T13:34:58.022478
Tunis,24055360,residential,نهج مصطفى خريّف,,,,,,2026-02-15T13:34:58.022478
Tunis,24055362,residential,نهج عبد الرزاق كرباكة,asphalt,,,yes,,2026-02-15T13:34:58.022478
Tunis,24055366,residential,نهج الديمقراطية,,,,,,2026-02-15T13:34:58.022478
Tunis,24055371,residential,,,,,,,2026-02-15T13:34:58.022478
Tunis,24055373,residential,باشا,,,,,,2026-02-15T13:34:58.022478
Tunis,24055374,residential,,,,,,,2026-02-15T13:34:58.022478
Tunis,24055375,residential,,asphalt,,,yes,,2026-02-15T13:34:58.022478
Tunis,24055376,residential,نهج الشادلي قلالة,asphalt,,,yes,,2026-02-15T13:34:58.022478
Tunis,24055385,residential,نهج الأقحوان,asphalt,,,yes,,2026-02-15T13:34:58.022478
Tunis,24055386,residential,نهج الفاضل بن عاشور,,,,,,2026-02-15T13:34:58.022478
Tunis,24055393,residential,مصطفى بن سلامة,,,,,,2026-02-15T13:34:58.022478
Tunis,24055397,residential,حسن حسني عبد الوهاب,,,,,,2026-02-15T13:34:58.022478
Tunis,24055399,residential,نهج أحمد شوقي,,,,,,2026-02-15T13:34:58.022478
Tunis,24055404,residential,نهج عبد العزيز الثعالبي,,,,,,2026-02-15T13:34:58.022478
Tunis,24055405,residential,نهج محمود بيرم,,,,,,2026-02-15T13:34:58.022478
Tunis,25057360,secondary,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,25994734,residential,نهج يحيى بن عمر,,,,,yes,2026-02-15T13:34:58.022478
Tunis,25995024,residential,,,,,,,2026-02-15T13:34:58.022478
Tunis,25995477,residential,نهج مسجد السكاجين,,,,,,2026-02-15T13:34:58.022478
Tunis,25995555,tertiary,شارع لوي براي,asphalt,,,,no,2026-02-15T13:34:58.022478
Tunis,25995621,tertiary,شارع الطيب سيالة,asphalt,2,,,,2026-02-15T13:34:58.022478
Tunis,25995647,residential,نهج طاقة الرياح,asphalt,,,yes,,2026-02-15T13:34:58.022478
Tunis,25995729,residential,Rue Mohamed El Harrouchi,,,,,,2026-02-15T13:34:58.022478
Tunis,25995978,motorway_link,,,1,,,yes,2026-02-15T13:34:58.022478
Tunis,26009686,residential,,,,,,,2026-02-15T13:34:58.022478
Tunis,26010007,tertiary,شارع محمد علي عقيد,,,,,,2026-02-15T13:34:58.022478
Tunis,26010032,tertiary_link,شارع محمد علي عقيد,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,26012051,unclassified,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,26012116,residential,نهج المقاولين,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,26012253,service,,,,,,,2026-02-15T13:34:58.022478
Tunis,26012389,motorway_link,,,1,,,yes,2026-02-15T13:34:58.022478
Tunis,26012458,motorway_link,,,2,,,yes,2026-02-15T13:34:58.022478
Tunis,26012761,tertiary,نهج الهادي كراي,asphalt,,50,,yes,2026-02-15T13:34:58.022478
Tunis,26012835,tertiary,,asphalt,,,,,2026-02-15T13:34:58.022478
Tunis,26012857,residential,نهج سفيان الشعري,asphalt,,,yes,,2026-02-15T13:34:58.022478
Tunis,26012943,tertiary,,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,26013283,secondary,شارع الحرّيّة,asphalt,3,,,yes,2026-02-15T13:34:58.022478
Tunis,26013298,tertiary,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,26013420,primary,,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,26013493,primary,شارع محمد الخامس,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,26037421,motorway,الطريق السريعة تونس - سوسة - صفاقس,,2,,,yes,2026-02-15T13:34:58.022478
Tunis,26083509,motorway,الطريق السريعة تونس - سوسة - صفاقس,,2,,,yes,2026-02-15T13:34:58.022478
Tunis,26084319,motorway,الطريق السريعة تونس - سوسة - صفاقس,,2,,,yes,2026-02-15T13:34:58.022478
Tunis,26084388,motorway,الطريق السريعة تونس - سوسة - صفاقس,paved,2,70,,yes,2026-02-15T13:34:58.022478
Tunis,26084396,motorway,الطريق السريعة تونس - سوسة - صفاقس,,2,,,yes,2026-02-15T13:34:58.022478
Tunis,26084436,motorway,الطريق السريعة تونس - سوسة - صفاقس,paved,2,70,,yes,2026-02-15T13:34:58.022478
Tunis,26084457,motorway,الطريق السريعة تونس - سوسة - صفاقس,paved,2,30,,yes,2026-02-15T13:34:58.022478
Tunis,26084458,motorway,الطريق السريعة تونس - سوسة - صفاقس,paved,2,30,,yes,2026-02-15T13:34:58.022478
Tunis,26084465,motorway,الطريق السريعة تونس - سوسة - صفاقس,paved,2,70,,yes,2026-02-15T13:34:58.022478
Tunis,26084468,motorway,الطريق السريعة تونس - سوسة - صفاقس,paved,2,70,,yes,2026-02-15T13:34:58.022478
Tunis,26084523,motorway_link,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,26084551,motorway_link,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,26084552,primary,,asphalt,,,,yes,2026-02-15T13:34:58.022478
Tunis,26084553,primary,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,26084752,residential,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,26084788,service,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,26084967,motorway_link,,paved,,40,,yes,2026-02-15T13:34:58.022478
Tunis,26084997,motorway_link,,,,,,yes,2026-02-15T13:34:58.022478
Tunis,26085045,trunk,شارع 14 جانفي 2011,,,,,yes,2026-02-15T13:34:58.022478
Tunis,26085113,construction,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26085136,tertiary,نهج غرة ماي,,2,,,,2026-02-15T13:34:58.023450
Tunis,26085216,trunk,الطريق الوطنية تونس - حزوة,,2,,,yes,2026-02-15T13:34:58.023450
Tunis,26085346,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26085369,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26085432,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26085435,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26085450,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26085474,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26085510,residential,Rue du Fenouil,,,,,,2026-02-15T13:34:58.023450
Tunis,26085540,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26085582,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26085638,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26085778,residential,نهج شجرة الحكمة,,,,,,2026-02-15T13:34:58.023450
Tunis,26085787,residential,نهج 10936,,,,,,2026-02-15T13:34:58.023450
Tunis,26085967,residential,نهج لويس جاك داجير,,,,,,2026-02-15T13:34:58.023450
Tunis,26086171,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26086179,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26086225,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26086249,residential,نهج ماري كوري,,,,,,2026-02-15T13:34:58.023450
Tunis,26086315,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26086570,secondary,شارع الشهداء,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26086695,secondary,شارع الشهداء,paved,2,50,,yes,2026-02-15T13:34:58.023450
Tunis,26086759,trunk_link,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26088013,trunk,,,2,,,yes,2026-02-15T13:34:58.023450
Tunis,26088026,trunk,,,2,70,,yes,2026-02-15T13:34:58.023450
Tunis,26088236,motorway_link,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26088261,construction,,,,,,,2026-02-15T13:34:58.023450
Tunis,26088288,service,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26088294,service,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26088314,service,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26088315,service,,,,,,,2026-02-15T13:34:58.023450
Tunis,26088389,unclassified,,paved,,40,,yes,2026-02-15T13:34:58.023450
Tunis,26088397,unclassified,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26088464,unclassified,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26088468,unclassified,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26088489,service,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26089031,motorway_link,,,2,,,yes,2026-02-15T13:34:58.023450
Tunis,26089264,motorway_link,,,2,,,yes,2026-02-15T13:34:58.023450
Tunis,26104182,unclassified,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26104189,unclassified,,,,,,,2026-02-15T13:34:58.023450
Tunis,26104190,service,,,,,,,2026-02-15T13:34:58.023450
Tunis,26104217,service,,,,,,no,2026-02-15T13:34:58.023450
Tunis,26104252,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26104260,residential,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26104261,residential,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26104269,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26104270,residential,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26104272,residential,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26104282,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26104288,service,,,,,,,2026-02-15T13:34:58.023450
Tunis,26104320,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26104323,service,,,,,,,2026-02-15T13:34:58.023450
Tunis,26104324,service,,,,,,,2026-02-15T13:34:58.023450
Tunis,26104334,service,,,,,,,2026-02-15T13:34:58.023450
Tunis,26104346,service,,,,,,,2026-02-15T13:34:58.023450
Tunis,26104349,unclassified,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26104358,unclassified,,,,,,,2026-02-15T13:34:58.023450
Tunis,26104376,unclassified,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26104386,secondary,,,,,,,2026-02-15T13:34:58.023450
Tunis,26104390,secondary,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26104413,unclassified,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26104425,tertiary,,,,,,,2026-02-15T13:34:58.023450
Tunis,26104429,residential,نهج النسيم,,,,,,2026-02-15T13:34:58.023450
Tunis,26104463,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26104472,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26104473,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26104475,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26104478,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26104483,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26128603,primary,الطريق الوطنية تونس - رأس جدير,,2,,,yes,2026-02-15T13:34:58.023450
Tunis,26132327,secondary,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26132809,secondary,شارع الحبيب بورقيبة,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26135546,residential,شارع الحبيب بورقيبة,,,,,,2026-02-15T13:34:58.023450
Tunis,26140655,residential,Avenue Taïeb Mhiri,,,,,,2026-02-15T13:34:58.023450
Tunis,26149642,tertiary,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26149826,secondary,C37,,,,,,2026-02-15T13:34:58.023450
Tunis,26149949,secondary,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26172548,trunk,الطريق الوطنية تونس - ساقية سيدي يوسف,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26172725,primary,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26172734,primary,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26172735,primary,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26172736,primary,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26172737,primary,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26172763,trunk,Intercommunale Sud,,2,,,yes,2026-02-15T13:34:58.023450
Tunis,26173075,residential,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26183643,primary,شارع 9 أفريل 1938,asphalt,,,,yes,2026-02-15T13:34:58.023450
Tunis,26183650,primary,شارع 9 أفريل 1938,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26183681,primary,شارع 9 أفريل 1938,asphalt,,,,yes,2026-02-15T13:34:58.023450
Tunis,26183683,primary,شارع 9 أفريل 1938,asphalt,,,,yes,2026-02-15T13:34:58.023450
Tunis,26183701,primary,شارع 9 أفريل 1938,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26183703,primary,شارع 9 أفريل 1938,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26183705,primary,شارع 9 أفريل 1938,asphalt,,,,yes,2026-02-15T13:34:58.023450
Tunis,26183707,primary,شارع 9 أفريل 1938,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26183764,secondary,شارع مصطفى خزندار,,,,,,2026-02-15T13:34:58.023450
Tunis,26183790,primary_link,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26183798,primary,شارع 9 أفريل 1938,,2,,,yes,2026-02-15T13:34:58.023450
Tunis,26183817,primary_link,,asphalt,,,,yes,2026-02-15T13:34:58.023450
Tunis,26183826,secondary,,asphalt,,,,yes,2026-02-15T13:34:58.023450
Tunis,26183880,primary_link,,asphalt,,,,yes,2026-02-15T13:34:58.023450
Tunis,26183882,primary_link,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26183945,primary_link,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26183950,tertiary,,asphalt,,,,yes,2026-02-15T13:34:58.023450
Tunis,26184011,tertiary,,asphalt,,,,yes,2026-02-15T13:34:58.023450
Tunis,26184065,primary_link,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26184090,primary_link,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26184092,primary_link,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26184096,primary_link,,asphalt,,,,yes,2026-02-15T13:34:58.023450
Tunis,26184112,primary_link,,asphalt,,,,yes,2026-02-15T13:34:58.023450
Tunis,26184175,primary,شارع الساحل,,,,,,2026-02-15T13:34:58.023450
Tunis,26184633,tertiary,Rue de l'Esthétique,asphalt,,,,no,2026-02-15T13:34:58.023450
Tunis,26184977,trunk,الطريق الوطنية تونس - حزوة,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26185121,service,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26206017,primary,شارع الساحل,,,,,,2026-02-15T13:34:58.023450
Tunis,26206020,primary,شارع الساحل,asphalt,,50,,,2026-02-15T13:34:58.023450
Tunis,26210699,trunk,الطريق الوطنية تونس - ساقية سيدي يوسف,,,,yes,yes,2026-02-15T13:34:58.023450
Tunis,26210704,trunk,الطريق الوطنية تونس - ساقية سيدي يوسف,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26210777,trunk,الطريق الوطنية تونس - ساقية سيدي يوسف,,,70,yes,yes,2026-02-15T13:34:58.023450
Tunis,26222749,secondary_link,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26223822,trunk,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26224204,motorway,الطريق السريعة تونس - سوسة - صفاقس,,3,110,,yes,2026-02-15T13:34:58.023450
Tunis,26228545,secondary,شارع البيئة,,,,,,2026-02-15T13:34:58.023450
Tunis,26228546,primary,شارع 14 جانفي 2011,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26228549,secondary,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26228553,trunk_link,,,1,,,yes,2026-02-15T13:34:58.023450
Tunis,26228555,trunk_link,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26230278,trunk,,,2,70,,yes,2026-02-15T13:34:58.023450
Tunis,26230279,trunk,,,2,,,yes,2026-02-15T13:34:58.023450
Tunis,26230288,trunk,,,2,,,yes,2026-02-15T13:34:58.023450
Tunis,26230289,trunk,,,2,,,yes,2026-02-15T13:34:58.023450
Tunis,26230420,primary,الطريق الوطنية تونس - رأس جدير,asphalt,,,,yes,2026-02-15T13:34:58.023450
Tunis,26231047,tertiary,Rue de l'Esthétique,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26231092,primary,شارع الساحل,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26231101,residential,,asphalt,,,,yes,2026-02-15T13:34:58.023450
Tunis,26231111,secondary,,,,,,,2026-02-15T13:34:58.023450
Tunis,26231392,primary,,asphalt,,70,,yes,2026-02-15T13:34:58.023450
Tunis,26231431,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26231444,residential,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26231459,secondary,,,,,,,2026-02-15T13:34:58.023450
Tunis,26231467,unclassified,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26231468,unclassified,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26231470,residential,شارع المنظر الجميل,,,,,,2026-02-15T13:34:58.023450
Tunis,26231472,residential,,,,,,no,2026-02-15T13:34:58.023450
Tunis,26231474,path,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26231477,residential,,,,,,,2026-02-15T13:34:58.023450
Tunis,26231478,path,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26231487,service,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26231520,secondary,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26231540,unclassified,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26231569,unclassified,,,,,,,2026-02-15T13:34:58.023450
Tunis,26231578,unclassified,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26231652,unclassified,,,,,,yes,2026-02-15T13:34:58.023450
Tunis,26231967,residential,,,,,,,2026-02-15T13:34:58.023450
