city,osm_id,highway_type,name,surface,lanes,maxspeed,lit,oneway,scraped_at
Ben Arous,430837084,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430837085,residential,,earth,,,,,2026-02-15T13:35:50.055898
Ben Arous,430837086,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430837087,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430837088,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430837089,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430837090,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430837091,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430837092,residential,,earth,,,,,2026-02-15T13:35:50.055898
Ben Arous,430837093,residential,,earth,,,,,2026-02-15T13:35:50.055898
Ben Arous,430837094,residential,,earth,,,,,2026-02-15T13:35:50.055898
Ben Arous,430837095,residential,,earth,,,,,2026-02-15T13:35:50.055898
Ben Arous,430837096,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870535,residential,,ground,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870536,residential,,ground,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870537,residential,,ground,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870538,residential,,gravel,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870539,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870540,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870542,residential,,ground,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870543,residential,,ground,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870544,residential,,ground,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870545,residential,,ground,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870546,residential,,ground,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870547,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870549,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870550,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870551,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870552,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870553,residential,,ground,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870584,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870585,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870586,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870587,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870593,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870594,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870614,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870625,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870626,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870627,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870628,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870629,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870630,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870631,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870632,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870633,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870634,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870635,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870636,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870637,path,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430870638,path,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430873218,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430873219,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430873220,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430873221,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430873222,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,430873223,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,431826680,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,431826681,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,431913962,unclassified,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,431913963,unclassified,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,431913964,unclassified,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,431913965,unclassified,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,431913966,unclassified,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,431913967,service,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432066269,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067863,residential,نهج وارسو,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067864,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067865,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067866,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067867,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067868,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067869,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067870,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067871,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067872,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067873,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067874,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067875,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067876,path,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067877,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067878,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067879,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067880,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067881,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067882,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067883,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067884,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067885,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067886,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067887,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067888,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067889,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067890,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067891,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067892,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067893,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067894,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067895,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067896,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067897,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067898,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067899,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067900,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432067901,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432332738,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432332740,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432332741,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432332743,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432332744,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432332745,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432332747,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432332748,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432332749,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432332751,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432332752,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432332753,unclassified,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,432780789,residential,,ground,,,,,2026-02-15T13:35:50.055898
Ben Arous,432780790,residential,,ground,,,,,2026-02-15T13:35:50.055898
Ben Arous,432780791,residential,,ground,,,,,2026-02-15T13:35:50.055898
Ben Arous,432780792,residential,,ground,,,,,2026-02-15T13:35:50.055898
Ben Arous,435137299,footway,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,436925288,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,437344912,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,437344913,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,446861910,residential,,ground,,,,,2026-02-15T13:35:50.055898
Ben Arous,446861911,residential,,ground,,,,,2026-02-15T13:35:50.055898
Ben Arous,446861912,residential,,ground,,,,,2026-02-15T13:35:50.055898
Ben Arous,447787421,trunk_link,,asphalt,1,50,,yes,2026-02-15T13:35:50.055898
Ben Arous,447787422,trunk,,asphalt,1,50,,yes,2026-02-15T13:35:50.055898
Ben Arous,460792880,secondary,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,460792881,trunk,,,,,,yes,2026-02-15T13:35:50.055898
Ben Arous,460792883,trunk,,,,,,yes,2026-02-15T13:35:50.055898
Ben Arous,460792884,trunk,,,,,,yes,2026-02-15T13:35:50.055898
Ben Arous,460792885,secondary,,,,,,yes,2026-02-15T13:35:50.055898
Ben Arous,460792886,trunk,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,460792887,secondary,,,,,,yes,2026-02-15T13:35:50.055898
Ben Arous,461334528,footway,,ground,,,,,2026-02-15T13:35:50.055898
Ben Arous,462070023,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,462070024,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,462072136,residential,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,462389403,secondary,شارع باب الجديد,,,,,yes,2026-02-15T13:35:50.055898
Ben Arous,464610761,residential,نهج المجردة,,,,,,2026-02-15T13:35:50.055898
Ben Arous,464610762,residential,نهج الكندي,asphalt,2,50,,,2026-02-15T13:35:50.055898
Ben Arous,475816546,service,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,483321280,secondary,الطريق الجهوية الزهراء - السيجومي,,,,,,2026-02-15T13:35:50.055898
Ben Arous,485745487,secondary,Tunnel Bab Souika,paved,1,70,,yes,2026-02-15T13:35:50.055898
Ben Arous,485745488,residential,نهج باب سعدون,,,,,yes,2026-02-15T13:35:50.055898
Ben Arous,486595048,pedestrian,Rue du Riche,,,,,,2026-02-15T13:35:50.055898
Ben Arous,486595049,pedestrian,Rue du Riche,,,,,,2026-02-15T13:35:50.055898
Ben Arous,486595050,pedestrian,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,487838539,residential,نهج ابن بطوطة,asphalt,,,,,2026-02-15T13:35:50.055898
Ben Arous,487838540,residential,نهج ابن بطوطة,unpaved,,,,,2026-02-15T13:35:50.055898
Ben Arous,487922313,secondary,شارع البيئة,,,,,,2026-02-15T13:35:50.055898
Ben Arous,487922314,tertiary,شارع الطيب المهيري,,,,,,2026-02-15T13:35:50.055898
Ben Arous,487922315,secondary,شارع البيئة,,,,,yes,2026-02-15T13:35:50.055898
Ben Arous,488269492,trunk_link,,,,50,,yes,2026-02-15T13:35:50.055898
Ben Arous,488449990,tertiary,,,,,,,2026-02-15T13:35:50.055898
Ben Arous,488449991,tertiary,,asphalt,2,,,,2026-02-15T13:35:50.055898
Ben Arous,489732382,secondary,,,,,,yes,2026-02-15T13:35:50.055898
Ben Arous,489732384,trunk,الطريق الوطنية تونس - رأس جدير,,2,70,,yes,2026-02-15T13:35:50.055898
Ben Arous,494012055,unclassified,,asphalt,2,50,,,2026-02-15T13:35:50.055898
Ben Arous,495038615,residential,نهج نهج زكرية ابن محمد القزواني,,,,,,2026-02-15T13:35:50.055898
Ben Arous,495858786,trunk,,paved,2,70,,yes,2026-02-15T13:35:50.056901
Ben Arous,495858790,trunk_link,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,495858802,trunk_link,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,495858806,trunk_link,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,495858807,trunk,,,2,,,yes,2026-02-15T13:35:50.056901
Ben Arous,495858811,trunk_link,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,495858812,trunk,,,2,,,yes,2026-02-15T13:35:50.056901
Ben Arous,495858815,trunk,,paved,2,70,,yes,2026-02-15T13:35:50.056901
Ben Arous,495858818,residential,شارع لوي براي,asphalt,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,495858820,trunk_link,,,2,,,yes,2026-02-15T13:35:50.056901
Ben Arous,495858822,tertiary,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,495858824,tertiary,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,495858826,tertiary,,asphalt,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,495858828,tertiary,شارع آلان سافاري,asphalt,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,495858830,tertiary,شارع آلان سافاري,asphalt,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,495858832,tertiary,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,495858834,tertiary,,asphalt,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,495858835,trunk_link,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,495858837,trunk_link,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,497505407,residential,نهج عمار فرحات,,,,,no,2026-02-15T13:35:50.056901
Ben Arous,497700638,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,499553023,pedestrian,Rue du Liseur,paved,,,yes,no,2026-02-15T13:35:50.056901
Ben Arous,499553366,pedestrian,Impasse du Liseur,paved,,,,,2026-02-15T13:35:50.056901
Ben Arous,503753395,pedestrian,,paving_stones,,,yes,,2026-02-15T13:35:50.056901
Ben Arous,503753403,secondary,شارع جان جوريس,asphalt,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,503755160,footway,,asphalt,,,yes,no,2026-02-15T13:35:50.056901
Ben Arous,503755163,secondary,شارع الحرّيّة,asphalt,2,,,yes,2026-02-15T13:35:50.056901
Ben Arous,503755166,secondary,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,506545175,trunk_link,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,509490178,steps,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,512533123,residential,Ibn Awene,asphalt,2,30,,no,2026-02-15T13:35:50.056901
Ben Arous,512543703,residential,,asphalt,,30,,,2026-02-15T13:35:50.056901
Ben Arous,512543705,residential,,asphalt,2,30,,,2026-02-15T13:35:50.056901
Ben Arous,514822139,trunk,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,514822140,trunk,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,514827481,service,نهج هارون الرشيد,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521287716,trunk,,asphalt,2,80,,yes,2026-02-15T13:35:50.056901
Ben Arous,521287721,trunk,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521287728,trunk,الطريق الوطنية تونس - ساقية سيدي يوسف,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,521287731,trunk,الطريق الوطنية تونس - ساقية سيدي يوسف,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,521287733,trunk,الطريق الوطنية تونس - ساقية سيدي يوسف,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,521287736,trunk,الطريق الوطنية تونس - ساقية سيدي يوسف,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,521287752,trunk_link,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,521291373,trunk,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,521291374,trunk,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,521291376,trunk,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,521291378,trunk,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,521291379,trunk_link,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,521291380,trunk_link,,asphalt,,50,,yes,2026-02-15T13:35:50.056901
Ben Arous,521297224,trunk,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521297227,unclassified,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,521297228,unclassified,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,521297229,unclassified,شارع أريانة,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521299505,service,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521304282,residential,نهج هدي سيدي,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521373706,residential,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,521373707,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521373708,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521373709,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521373710,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521373711,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521373712,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521373713,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521373714,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521373715,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521373716,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521373717,residential,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,521373718,residential,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,521373719,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521373720,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521373721,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521373722,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521373723,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521373724,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521373725,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521373726,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521373727,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,521373728,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,525373959,trunk,,,2,,yes,yes,2026-02-15T13:35:50.056901
Ben Arous,525373960,trunk_link,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,525373962,trunk_link,,,,,yes,yes,2026-02-15T13:35:50.056901
Ben Arous,525373966,unclassified,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,525373973,primary,,,,,yes,yes,2026-02-15T13:35:50.056901
Ben Arous,525373974,primary,الطريق الوطنية تونس - حزوة,,,,yes,yes,2026-02-15T13:35:50.056901
Ben Arous,525373975,service,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,525373976,service,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,525373977,tertiary,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,526938868,trunk,شارع محمد البوعزيزي,,2,70,,yes,2026-02-15T13:35:50.056901
Ben Arous,526938869,trunk,شارع محمد البوعزيزي,asphalt,2,,,yes,2026-02-15T13:35:50.056901
Ben Arous,526938870,secondary,,asphalt,,50,,no,2026-02-15T13:35:50.056901
Ben Arous,527103065,residential,,,2,,,,2026-02-15T13:35:50.056901
Ben Arous,528803488,trunk,الطريق الوطنية تونس - ساقية سيدي يوسف,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,528803493,trunk,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,528803495,trunk,,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,532169935,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169937,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169938,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169939,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169940,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169941,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169942,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169943,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169945,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169947,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169949,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169951,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169953,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169955,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169957,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169959,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169961,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169963,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169964,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169965,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169966,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169967,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169968,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,532169969,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,539725468,residential,نهج الجلجلان,,,,,,2026-02-15T13:35:50.056901
Ben Arous,539725470,residential,نهج الحلبة,,,,,,2026-02-15T13:35:50.056901
Ben Arous,539725471,residential,نهج الشبت,,,,,,2026-02-15T13:35:50.056901
Ben Arous,539725472,residential,نهج السينوج,,,,,,2026-02-15T13:35:50.056901
Ben Arous,539725473,tertiary,شارع البحر الأبيض المتوسط,,,,,,2026-02-15T13:35:50.056901
Ben Arous,539725476,residential,نهج ألفرد نوبل,,,,,,2026-02-15T13:35:50.056901
Ben Arous,539725477,residential,نهج المروبية,,,,,,2026-02-15T13:35:50.056901
Ben Arous,539962622,residential,نهج البابونج,,,,,,2026-02-15T13:35:50.056901
Ben Arous,539962623,residential,نهج الحلبة,,,,,,2026-02-15T13:35:50.056901
Ben Arous,539965128,residential,نهج الببغاء,,1,,,,2026-02-15T13:35:50.056901
Ben Arous,539968117,residential,نهج شجرة الحكمة,,,,,,2026-02-15T13:35:50.056901
Ben Arous,539968406,tertiary,نهج عمر الزيان,,,,,,2026-02-15T13:35:50.056901
Ben Arous,539968407,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,539968886,residential,نهج تيودور مايمان,,,,,,2026-02-15T13:35:50.056901
Ben Arous,539968954,residential,نهج بشير القايد,,,,,,2026-02-15T13:35:50.056901
Ben Arous,539969064,residential,نهج العرفان,,1,,,,2026-02-15T13:35:50.056901
Ben Arous,539970527,residential,نهج زكرياء ابن محمد القزواني,,,,,,2026-02-15T13:35:50.056901
Ben Arous,539971053,residential,نهج الحمام,,1,,,,2026-02-15T13:35:50.056901
Ben Arous,539971054,residential,نهج الطاووس,,1,,,,2026-02-15T13:35:50.056901
Ben Arous,539971124,residential,نهج الخضيري,,1,,,,2026-02-15T13:35:50.056901
Ben Arous,539974612,residential,نهج الهدهد,,1,,,,2026-02-15T13:35:50.056901
Ben Arous,539974881,residential,نهج النسر,,1,,,,2026-02-15T13:35:50.056901
Ben Arous,539975725,residential,نهج عباس ابن فرناس,,,,,,2026-02-15T13:35:50.056901
Ben Arous,539976670,residential,نهج ألفرد نوبل,paved,,,,,2026-02-15T13:35:50.056901
Ben Arous,539976679,residential,نهج ألفرد نوبل,,,,,,2026-02-15T13:35:50.056901
Ben Arous,539979146,pedestrian,شارع البحر الأبيض المتوسط,,,,,,2026-02-15T13:35:50.056901
Ben Arous,539979147,pedestrian,شارع البحر الأبيض المتوسط,,,,,,2026-02-15T13:35:50.056901
Ben Arous,540012763,footway,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,541150116,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,542155806,residential,نهج ألفرد نوبل,,,,,,2026-02-15T13:35:50.056901
Ben Arous,542159718,secondary,الطريق الجهوية الزهراء - السيجومي,,,,,,2026-02-15T13:35:50.056901
Ben Arous,542159719,primary,الطريق الجهوية الزهراء - السيجومي,,,50,,yes,2026-02-15T13:35:50.056901
Ben Arous,542338200,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,544916843,residential,نهج الشابية,asphalt,,,yes,,2026-02-15T13:35:50.056901
Ben Arous,545228576,residential,نهج فنلندا,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,545291183,residential,نهج المختار عطية,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,545291184,residential,نهج عاصمة الجزائر,,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,545306712,residential,نهج القدس,asphalt,,,,no,2026-02-15T13:35:50.056901
Ben Arous,545332027,residential,,asphalt,,,,yes,2026-02-15T13:35:50.056901
Ben Arous,545340181,residential,نهج مارث,,,,,,2026-02-15T13:35:50.056901
Ben Arous,547956091,pedestrian,ساحة 14 جانفي 2011,paving_stones,,,,,2026-02-15T13:35:50.056901
Ben Arous,547960079,pedestrian,,paving_stones,,,,,2026-02-15T13:35:50.056901
Ben Arous,548171189,footway,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,548171190,residential,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,548183262,footway,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,548189464,pedestrian,,,,,no,,2026-02-15T13:35:50.056901
Ben Arous,548191731,footway,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,548202374,residential,نهج 2 مارس 1934,,,,,,2026-02-15T13:35:50.056901
Ben Arous,548202375,residential,نهج 25 جويلية 1957,,,,,no,2026-02-15T13:35:50.056901
Ben Arous,548232477,pedestrian,,,,,no,,2026-02-15T13:35:50.056901
Ben Arous,548232479,pedestrian,,,,,no,,2026-02-15T13:35:50.056901
Ben Arous,548233930,pedestrian,,,,,no,,2026-02-15T13:35:50.056901
Ben Arous,548366077,footway,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,548366078,footway,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,548366079,footway,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,548366080,footway,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,548425708,pedestrian,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,548433321,footway,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,548543463,footway,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,548543464,footway,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,548543465,service,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,548545565,footway,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,548545566,footway,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,548545567,footway,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,548545568,footway,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,548545569,pedestrian,,,,,,,2026-02-15T13:35:50.056901
Ben Arous,548592998,footway,,,,,,,2026-02-15T13:35:50.056901
