etat_score,etat_prob_renove,standing_score,standing_prob_luxe
1,0.734,3,0.4041
1,0.6665,2,0.3414
1,0.7031,2,0.3476
1,0.6907,3,0.3966
1,0.6503,3,0.3816
1,0.7062,3,0.3833
1,0.7016,3,0.3935
1,0.6075,2,0.3379
1,0.7382,2,0.3566
1,0.5466,3,0.3693
1,0.6817,3,0.3777
0,0.4729,1,0.3207
1,0.5292,3,0.3429
1,0.6709,2,0.3617
1,0.7067,3,0.4088
1,0.6354,2,0.3506
1,0.7219,2,0.3649
1,0.5545,3,0.3635
1,0.7352,2,0.3831
1,0.7136,2,0.35
1,0.6879,2,0.3582
1,0.5247,3,0.3659
1,0.6738,3,0.3782
1,0.7269,3,0.3783
1,0.7571,3,0.3948
1,0.6594,2,0.3457
1,0.587,2,0.3341
1,0.5343,3,0.3723
1,0.6676,3,0.4046
1,0.6471,2,0.3498
1,0.6351,2,0.3633
1,0.5881,2,0.3395
1,0.6174,2,0.338
1,0.6605,2,0.3622
1,0.7533,2,0.4072
1,0.573,2,0.3503
1,0.7062,3,0.3879
1,0.6535,2,0.3573
1,0.7283,2,0.3181
1,0.7044,2,0.3779
1,0.682,2,0.352
1,0.7694,2,0.3522
1,0.7662,2,0.3821
1,0.7435,3,0.3936
1,0.5888,3,0.3521
1,0.7396,3,0.3889
1,0.5609,3,0.37
1,0.663,2,0.3328
1,0.6007,3,0.3834
1,0.6389,3,0.3524
1,0.7212,2,0.3804
1,0.6537,2,0.3152
1,0.5853,3,0.3576
1,0.6532,2,0.3359
1,0.6275,3,0.367
1,0.753,2,0.3485
0,0.4729,1,0.3207
1,0.5576,2,0.3468
1,0.6597,2,0.3488
1,0.5181,2,0.3235
1,0.7383,2,0.3864
1,0.7187,2,0.3529
1,0.6751,2,0.3691
1,0.6887,3,0.3822
1,0.54,3,0.3518
1,0.5819,2,0.346
1,0.603,3,0.3907
1,0.7299,2,0.341
1,0.6865,3,0.3672
1,0.6614,2,0.3503
1,0.6348,2,0.3629
0,0.4729,1,0.3207
1,0.5611,2,0.3329
1,0.6076,2,0.3408
1,0.5805,2,0.333
1,0.6765,2,0.3455
1,0.7236,2,0.3639
1,0.6272,2,0.3473
1,0.6755,3,0.3931
1,0.6663,2,0.3717
1,0.6902,3,0.3725
1,0.6556,2,0.3647
1,0.6771,3,0.3619
1,0.7381,3,0.3982
0,0.4729,1,0.3207
1,0.705,2,0.3798
1,0.7729,2,0.3749
1,0.8502,2,0.4084
1,0.6925,3,0.4072
1,0.6256,2,0.3404
1,0.6997,2,0.3403
1,0.7014,2,0.3564
1,0.7379,3,0.4023
1,0.6873,2,0.38
1,0.7587,2,0.3828
0,0.4729,1,0.3207
1,0.6541,3,0.3888
1,0.7009,2,0.3584
1,0.6678,2,0.3418
1,0.717,2,0.3702
0,0.4729,1,0.3207
1,0.6664,3,0.3723
1,0.6088,2,0.3604
1,0.7574,2,0.3683
1,0.8019,3,0.4122
1,0.6683,2,0.3686
1,0.7293,2,0.3934
1,0.7051,2,0.3799
1,0.7239,2,0.3339
1,0.6683,2,0.3331
1,0.6066,3,0.3728
1,0.7254,2,0.3481
1,0.7679,3,0.3951
1,0.6448,2,0.3382
1,0.5924,2,0.3381
1,0.6819,2,0.3299
0,0.4729,1,0.3207
1,0.7128,3,0.3952
1,0.7642,2,0.3654
1,0.6134,2,0.3491
0,0.4729,1,0.3207
1,0.6309,3,0.3597
1,0.6982,2,0.3829
1,0.655,2,0.3552
1,0.5981,2,0.3537
1,0.6625,3,0.3744
1,0.7835,2,0.3586
1,0.7589,2,0.3749
1,0.6636,3,0.368
1,0.5261,3,0.3366
1,0.6664,2,0.3559
1,0.5573,2,0.3461
1,0.5612,2,0.3394
1,0.6203,2,0.3213
1,0.6965,2,0.3677
1,0.5065,2,0.3185
1,0.763,2,0.3691
1,0.7713,2,0.3932
1,0.7143,3,0.3867
1,0.5718,3,0.3532
1,0.6581,2,0.3495
1,0.7563,2,0.3527
1,0.6571,3,0.3907
1,0.5107,2,0.335
1,0.7034,2,0.355
1,0.5959,3,0.3651
1,0.7372,2,0.3643
0,0.4729,1,0.3207
1,0.6507,2,0.3773
1,0.61,2,0.3552
1,0.7661,2,0.3834
1,0.7078,2,0.3572
1,0.7127,3,0.4112
1,0.7101,3,0.392
1,0.7132,2,0.3566
1,0.6502,2,0.365
1,0.702,3,0.391
0,0.4803,3,0.3386
0,0.4729,1,0.3207
1,0.6562,2,0.3474
1,0.7003,2,0.3701
1,0.5722,2,0.3115
1,0.5524,3,0.3622
1,0.6337,2,0.3306
1,0.6857,2,0.3482
1,0.5432,2,0.3314
1,0.6989,2,0.3468
1,0.6373,2,0.3611
1,0.6531,2,0.3383
1,0.6,2,0.3542
1,0.6426,2,0.3371
1,0.5594,2,0.3407
1,0.5687,2,0.3166
1,0.634,3,0.374
1,0.6434,2,0.3276
0,0.4729,1,0.3207
1,0.7198,3,0.3866
1,0.7557,2,0.3577
1,0.6409,3,0.3776
1,0.6355,2,0.3784
1,0.7094,2,0.3597
1,0.7005,2,0.3408
1,0.6972,2,0.3764
1,0.6559,2,0.3623
1,0.7049,3,0.3844
1,0.6823,2,0.3562
1,0.692,3,0.3935
1,0.6575,3,0.3666
1,0.6628,2,0.3546
1,0.7109,2,0.3421
1,0.7326,2,0.3454
1,0.5834,2,0.3561
1,0.6593,3,0.371
1,0.6205,2,0.3541
1,0.6612,3,0.386
1,0.6312,3,0.3573
1,0.714,3,0.3889
1,0.7547,3,0.397
1,0.6897,2,0.3755
1,0.5516,3,0.3721
1,0.6166,2,0.3504
1,0.7636,2,0.3525
1,0.66,3,0.368
1,0.6813,2,0.3801
1,0.75,3,0.3997
1,0.6941,3,0.3897
1,0.6858,3,0.3972
1,0.619,3,0.3709
1,0.7211,3,0.3839
1,0.6844,2,0.3626
0,0.4729,1,0.3207
1,0.6038,3,0.342
1,0.6679,2,0.3663
1,0.7424,2,0.3782
1,0.6143,2,0.3346
1,0.7452,3,0.4093
1,0.7383,2,0.3482
1,0.6909,2,0.3428
1,0.6169,2,0.3641
1,0.7099,3,0.3996
1,0.5364,3,0.3558
1,0.6474,2,0.3566
1,0.769,3,0.3847
1,0.5991,3,0.3809
1,0.7542,2,0.3756
1,0.674,3,0.3924
1,0.5887,2,0.3427
1,0.6035,2,0.3716
1,0.6759,3,0.3642
1,0.7623,2,0.381
1,0.5594,2,0.333
1,0.5682,3,0.3869
0,0.4729,1,0.3207
1,0.6994,3,0.3699
1,0.6198,2,0.3307
1,0.7859,2,0.3556
1,0.7667,3,0.4441
1,0.6493,2,0.3655
1,0.7895,3,0.3931
1,0.7291,2,0.377
1,0.5533,2,0.3431
1,0.5431,3,0.3571
1,0.6931,2,0.3613
1,0.7399,3,0.3939
1,0.6565,2,0.3739
1,0.5889,2,0.3338
1,0.6707,2,0.3687
1,0.759,2,0.3804
1,0.5721,2,0.3366
1,0.5268,2,0.341
1,0.6877,2,0.3439
0,0.4729,1,0.3207
1,0.6467,2,0.3503
1,0.6678,2,0.3765
1,0.7058,3,0.3999
1,0.6978,2,0.3503
1,0.7028,2,0.3792
1,0.5415,3,0.3715
1,0.633,3,0.3815
1,0.6717,2,0.3348
1,0.7293,3,0.3914
1,0.8079,2,0.3834
1,0.6332,2,0.3362
1,0.554,2,0.343
1,0.6455,2,0.3647
1,0.5666,2,0.3427
1,0.6747,3,0.3987
1,0.603,3,0.3823
1,0.5411,2,0.3469
1,0.6318,3,0.3672
1,0.6221,2,0.3435
1,0.5522,2,0.3533
1,0.7609,3,0.3888
1,0.6781,3,0.3753
1,0.6541,3,0.3824
1,0.6896,2,0.3403
1,0.6594,3,0.3942
1,0.7121,3,0.3776
1,0.6905,2,0.3571
1,0.678,3,0.3888
1,0.824,2,0.3672
1,0.6421,3,0.3934
1,0.5107,3,0.3587
1,0.6492,2,0.3566
1,0.6563,3,0.3772
1,0.8083,2,0.3503
1,0.5961,3,0.3726
1,0.7026,2,0.348
1,0.6024,2,0.3594
1,0.6882,2,0.3722
1,0.6737,2,0.3717
1,0.7749,2,0.3651
1,0.6379,3,0.4018
1,0.7335,3,0.3955
1,0.6987,2,0.3594
1,0.5461,3,0.3363
1,0.659,2,0.348
1,0.7567,2,0.3682
1,0.5781,3,0.3534
1,0.7704,3,0.4148
1,0.6927,2,0.3844
1,0.7257,3,0.3774
1,0.6555,3,0.3445
1,0.5596,2,0.347
1,0.7099,2,0.337
1,0.6046,2,0.362
1,0.688,2,0.3501
1,0.6734,2,0.3708
1,0.6441,2,0.3493
1,0.5902,2,0.3459
1,0.6848,2,0.3753
1,0.6095,3,0.3702
1,0.7833,3,0.4073
1,0.7382,3,0.386
1,0.7895,2,0.3755
1,0.7586,3,0.4242
1,0.6688,2,0.3705
1,0.6593,2,0.3503
1,0.6511,2,0.3751
1,0.5837,3,0.3902
1,0.6773,2,0.346
1,0.6882,3,0.3662
1,0.7099,2,0.372
1,0.7429,3,0.4123
1,0.7097,2,0.3538
1,0.6126,2,0.347
1,0.668,2,0.3515
1,0.7262,2,0.3704
1,0.6909,3,0.3708
1,0.7049,2,0.3698
1,0.6449,2,0.3428
1,0.5481,3,0.3568
1,0.6425,3,0.3717
1,0.6323,2,0.3711
1,0.5907,3,0.4017
1,0.7344,3,0.4052
1,0.7203,2,0.3616
1,0.6637,3,0.4014
1,0.618,2,0.3323
1,0.6431,2,0.3475
1,0.6741,2,0.3554
1,0.8037,2,0.3957
1,0.6664,2,0.387
1,0.692,2,0.3861
1,0.6848,3,0.3913
1,0.7089,3,0.3828
1,0.6134,2,0.3534
1,0.719,2,0.3507
1,0.582,3,0.3599
1,0.5404,3,0.3612
1,0.6634,3,0.3805
1,0.6144,2,0.3463
1,0.7684,3,0.4247
1,0.6166,2,0.3483
0,0.4729,1,0.3207
1,0.741,2,0.3926
1,0.6657,2,0.3504
1,0.6518,2,0.358
1,0.5376,2,0.33
1,0.7026,2,0.3764
1,0.6353,2,0.3549
0,0.4729,1,0.3207
1,0.7205,2,0.3635
1,0.6627,3,0.3808
1,0.7185,2,0.3484
1,0.6205,3,0.3632
1,0.7031,3,0.3791
1,0.6469,2,0.3704
1,0.7,2,0.365
1,0.5784,2,0.3803
1,0.7302,3,0.4012
1,0.6931,2,0.354
1,0.5824,2,0.3611
0,0.4729,1,0.3207
1,0.6109,2,0.3755
1,0.6591,2,0.3579
0,0.4729,1,0.3207
1,0.6205,2,0.3206
1,0.6714,3,0.3729
0,0.4729,1,0.3207
1,0.5721,2,0.347
1,0.7365,2,0.3829
1,0.6822,3,0.4035
1,0.6626,3,0.3696
1,0.6517,2,0.3657
1,0.6445,3,0.3637
1,0.7162,3,0.3899
1,0.5565,3,0.3594
1,0.667,2,0.3475
1,0.766,3,0.3822
1,0.6199,3,0.3782
1,0.701,2,0.3472
1,0.6754,2,0.3545
1,0.5295,3,0.3631
1,0.6624,2,0.3509
1,0.5115,3,0.354
1,0.6972,3,0.3777
1,0.6682,2,0.339
1,0.6116,2,0.3562
1,0.6612,3,0.3606
1,0.7378,2,0.3758
1,0.7463,3,0.4103
1,0.6722,2,0.3495
1,0.5909,2,0.3456
1,0.6964,3,0.3745
1,0.6596,2,0.3486
1,0.7163,2,0.3249
1,0.6186,2,0.3408
1,0.6963,2,0.3478
1,0.7521,2,0.3705
1,0.6907,2,0.4028
1,0.7196,3,0.3961
1,0.6393,3,0.3932
1,0.5852,3,0.3526
1,0.6339,2,0.352
1,0.7217,3,0.3805
1,0.6323,3,0.3864
1,0.6624,2,0.3365
1,0.5616,3,0.3727
1,0.6699,3,0.3964
1,0.6261,2,0.3702
1,0.624,2,0.367
1,0.6725,3,0.3874
1,0.7482,2,0.3658
1,0.5787,2,0.3374
1,0.6954,3,0.386
1,0.793,2,0.3393
1,0.5119,3,0.3504
1,0.6779,2,0.3552
1,0.5787,2,0.3376
1,0.7529,2,0.3701
1,0.6332,2,0.3198
1,0.5745,2,0.351
1,0.644,3,0.3684
1,0.5696,3,0.3964
1,0.7231,3,0.3786
1,0.6314,3,0.3899
1,0.7873,3,0.4206
1,0.6472,2,0.3352
1,0.7124,3,0.392
1,0.7045,3,0.4042
1,0.718,3,0.4004
1,0.7957,2,0.3618
1,0.6963,2,0.3248
1,0.746,2,0.3548
1,0.7311,3,0.4358
1,0.7087,3,0.4109
1,0.6489,3,0.356
1,0.6175,2,0.3497
1,0.7286,2,0.3288
1,0.6329,3,0.392
1,0.6467,3,0.3852
1,0.7642,3,0.4192
1,0.7741,2,0.3662
1,0.6998,3,0.4236
1,0.6736,3,0.3753
1,0.6623,3,0.3959
1,0.7032,3,0.3884
0,0.4729,1,0.3207
1,0.7103,2,0.3739
1,0.585,2,0.3325
1,0.5927,3,0.3564
1,0.6914,2,0.3803
1,0.5984,2,0.3468
1,0.6748,2,0.3143
1,0.5445,3,0.3524
1,0.5672,2,0.3367
1,0.649,2,0.3428
1,0.681,2,0.3562
1,0.5606,3,0.3689
1,0.7445,2,0.3606
1,0.7201,2,0.3798
1,0.7588,2,0.3534
1,0.5924,3,0.3701
1,0.7736,3,0.3848
1,0.6133,3,0.3518
1,0.6764,2,0.3526
1,0.5806,2,0.3491
1,0.5869,3,0.3818
1,0.6045,3,0.3631
1,0.7532,3,0.3907
1,0.6548,2,0.3717
0,0.4729,1,0.3207
1,0.6816,2,0.3604
1,0.6829,2,0.3751
1,0.6652,2,0.3608
1,0.6446,2,0.3105
1,0.5719,3,0.3554
1,0.7507,3,0.4009
1,0.6164,2,0.352
1,0.763,2,0.4139
1,0.7048,2,0.3298
1,0.5953,2,0.3653
1,0.7406,3,0.3924
1,0.709,2,0.3322
1,0.6673,3,0.3603
1,0.7204,3,0.3838
1,0.5368,2,0.3358
1,0.5948,2,0.3529
1,0.5868,2,0.3489
1,0.5985,2,0.3592
1,0.5744,2,0.3423
1,0.6162,2,0.3428
1,0.7106,2,0.3599
1,0.5749,2,0.3317
1,0.6259,2,0.3556
1,0.5931,3,0.3604
1,0.7196,2,0.3584
1,0.5924,2,0.3431
1,0.5981,2,0.3599
1,0.6424,2,0.3506
1,0.6392,2,0.3457
0,0.4729,1,0.3207
1,0.6445,2,0.3384
1,0.634,3,0.3996
1,0.5558,2,0.3306
1,0.5577,2,0.3294
1,0.8114,2,0.4057
1,0.6235,3,0.3864
1,0.5628,2,0.3408
1,0.7042,3,0.3966
1,0.6566,3,0.3766
1,0.6466,2,0.3672
1,0.6179,2,0.3366
1,0.6705,2,0.3441
1,0.691,3,0.3845
1,0.7396,2,0.3555
1,0.6007,3,0.3709
1,0.6507,2,0.3524
1,0.7225,3,0.3957
1,0.5236,1,0.3161
1,0.6797,3,0.4178
0,0.4729,1,0.3207
1,0.5429,3,0.3624
1,0.6578,2,0.3517
0,0.4729,1,0.3207
1,0.7193,2,0.3681
1,0.6409,2,0.3497
1,0.6177,2,0.3263
1,0.7832,2,0.4063
1,0.7258,2,0.3851
1,0.5891,2,0.3498
1,0.7134,2,0.3879
1,0.6673,2,0.3291
1,0.6803,2,0.3692
1,0.6933,2,0.3574
1,0.6448,2,0.3355
1,0.6595,2,0.3583
1,0.7388,3,0.4114
1,0.7348,3,0.3895
1,0.691,2,0.3678
1,0.5758,3,0.3614
1,0.5805,2,0.3218
1,0.7093,2,0.3553
1,0.6871,3,0.3833
1,0.6168,2,0.3264
1,0.7183,3,0.4046
1,0.6157,2,0.3466
1,0.7312,3,0.372
1,0.726,3,0.4042
1,0.7042,2,0.3492
1,0.5848,3,0.3946
0,0.4729,1,0.3207
1,0.5598,2,0.3134
1,0.5761,2,0.3571
1,0.6857,2,0.3501
1,0.6146,3,0.3466
1,0.5832,2,0.353
1,0.6965,3,0.3703
1,0.6608,2,0.3641
1,0.5457,3,0.3835
1,0.6242,2,0.3447
1,0.7089,2,0.3443
1,0.7017,2,0.3002
1,0.7821,2,0.3789
1,0.7032,2,0.3694
1,0.6234,2,0.3739
1,0.6777,3,0.3861
1,0.5797,2,0.3571
1,0.6732,2,0.3783
1,0.6778,2,0.3679
1,0.5901,3,0.3684
1,0.6681,3,0.3847
1,0.7101,3,0.3831
1,0.7035,2,0.3538
1,0.7156,2,0.3627
1,0.7472,2,0.3816
1,0.6211,2,0.3319
1,0.6499,2,0.367
1,0.6117,2,0.3535
1,0.6601,2,0.3346
1,0.6178,2,0.338
1,0.5982,2,0.3418
0,0.4789,1,0.3202
1,0.617,2,0.3444
1,0.7804,2,0.3533
1,0.6545,3,0.3932
1,0.5425,3,0.3522
1,0.6331,3,0.3931
1,0.7202,3,0.3947
1,0.7965,2,0.3666
1,0.742,3,0.4093
1,0.7523,3,0.3871
1,0.6276,2,0.3397
1,0.6487,2,0.3621
1,0.6109,3,0.3736
0,0.4729,1,0.3207
1,0.6913,3,0.3975
1,0.7562,3,0.3934
1,0.6213,2,0.3466
1,0.66,2,0.3427
1,0.6887,2,0.3516
1,0.6775,2,0.3586
1,0.6432,2,0.3559
1,0.6158,2,0.3688
0,0.4729,1,0.3207
1,0.7435,3,0.4147
1,0.737,2,0.3681
1,0.6343,2,0.3436
1,0.5678,2,0.3147
1,0.5908,2,0.345
1,0.6605,2,0.3484
1,0.6568,2,0.3377
1,0.7317,2,0.3371
1,0.6401,2,0.334
1,0.6718,2,0.3668
1,0.6584,3,0.3844
1,0.5445,2,0.3362
1,0.6182,2,0.3496
1,0.7081,3,0.3745
1,0.7955,3,0.4001
1,0.6863,2,0.346
1,0.6297,2,0.3414
1,0.6133,2,0.3403
1,0.7271,2,0.3402
1,0.5986,2,0.3103
1,0.5661,2,0.3334
1,0.5258,2,0.3392
1,0.6051,2,0.3364
1,0.7103,2,0.3655
1,0.7551,3,0.3943
1,0.6415,2,0.3296
0,0.4729,1,0.3207
1,0.5728,2,0.3541
1,0.6271,2,0.3469
1,0.6909,2,0.3804
0,0.4729,1,0.3207
1,0.6443,2,0.3506
1,0.7013,3,0.3675
1,0.6353,3,0.3844
1,0.6566,3,0.3762
1,0.7225,2,0.3622
1,0.709,3,0.3925
1,0.7083,2,0.3452
1,0.6068,2,0.3233
1,0.6982,2,0.3559
1,0.732,2,0.335
1,0.6071,2,0.3551
1,0.7352,3,0.3738
1,0.6178,2,0.3467
1,0.7099,2,0.3662
1,0.6905,3,0.3806
1,0.7299,3,0.3762
1,0.5665,3,0.3553
1,0.6981,2,0.3458
1,0.613,3,0.3819
1,0.7833,2,0.3578
1,0.7207,2,0.3635
1,0.7113,3,0.4222
1,0.6485,3,0.3938
1,0.6323,2,0.3502
1,0.5079,2,0.3543
0,0.4729,1,0.3207
1,0.7781,2,0.3776
1,0.7024,2,0.3714
1,0.5055,3,0.3476
1,0.7043,2,0.339
1,0.7241,3,0.3799
1,0.5264,2,0.3466
1,0.53,3,0.3516
1,0.5386,3,0.3652
1,0.6888,2,0.3416
1,0.5601,2,0.3076
1,0.7616,2,0.368
1,0.5885,3,0.359
1,0.682,3,0.3604
1,0.6467,3,0.3794
1,0.6493,3,0.3905
1,0.697,3,0.3908
1,0.6144,2,0.3607
1,0.5481,2,0.3292
1,0.5888,2,0.3556
1,0.6061,3,0.3565
1,0.6829,3,0.3786
1,0.6654,2,0.3609
1,0.6895,3,0.3837
1,0.6406,2,0.3472
1,0.6996,2,0.3701
1,0.6246,2,0.3146
1,0.6661,3,0.3688
1,0.6217,2,0.363
1,0.6426,3,0.3627
1,0.6972,2,0.3782
1,0.6751,2,0.3584
1,0.7369,2,0.3786
1,0.6258,3,0.3731
1,0.6987,2,0.3474
1,0.7227,2,0.3674
1,0.6015,2,0.3676
1,0.7692,2,0.3828
1,0.6488,2,0.3472
1,0.7165,2,0.3687
1,0.6691,2,0.3739
1,0.6572,3,0.3682
1,0.5763,2,0.3568
1,0.6421,2,0.37
1,0.653,2,0.3567
1,0.6213,2,0.3593
1,0.6437,3,0.3671
1,0.7067,2,0.3762
1,0.7223,3,0.3832
1,0.7349,3,0.4043
1,0.6095,2,0.3687
1,0.5448,3,0.3516
1,0.7551,2,0.3669
1,0.5885,3,0.388
1,0.7119,2,0.3501
1,0.7191,2,0.358
1,0.7476,2,0.3672
1,0.6049,2,0.3481
1,0.7306,2,0.3302
1,0.6009,3,0.4004
1,0.6145,3,0.4036
1,0.5612,3,0.3553
1,0.752,2,0.3591
1,0.5531,3,0.3606
1,0.6435,3,0.4004
1,0.6498,3,0.3698
1,0.5198,3,0.3456
1,0.7264,2,0.3789
1,0.7359,2,0.3438
1,0.7378,2,0.3817
1,0.5506,3,0.3728
1,0.5865,2,0.341
1,0.5951,3,0.3702
1,0.6168,2,0.3459
1,0.6851,2,0.3537
1,0.6942,2,0.3852
1,0.5757,2,0.3416
1,0.7435,2,0.3593
1,0.7211,3,0.4223
1,0.666,2,0.3271
1,0.6024,2,0.3499
1,0.8007,2,0.3875
1,0.5458,3,0.3451
1,0.739,2,0.3583
1,0.5197,3,0.3412
1,0.532,3,0.3638
1,0.6215,3,0.3752
1,0.5866,3,0.3558
1,0.7304,2,0.3747
1,0.5766,3,0.3773
1,0.6468,3,0.3856
1,0.6865,2,0.3408
1,0.6525,2,0.3647
1,0.7982,2,0.3693
1,0.5756,3,0.3596
1,0.6547,3,0.4014
1,0.5909,2,0.3405
1,0.7188,2,0.38
1,0.6536,2,0.3675
1,0.6863,2,0.3555
0,0.4729,1,0.3207
1,0.715,2,0.3342
0,0.4729,1,0.3207
1,0.5575,2,0.3532
1,0.6988,2,0.369
1,0.5879,2,0.3441
1,0.6368,2,0.3149
1,0.6427,3,0.3693
1,0.7583,3,0.4096
1,0.6423,2,0.3603
1,0.5413,3,0.3813
1,0.7131,3,0.4207
1,0.654,3,0.3747
1,0.7742,2,0.3602
1,0.6901,2,0.3537
1,0.6776,2,0.3386
1,0.7841,3,0.4308
0,0.4729,1,0.3207
1,0.5697,3,0.3715
1,0.6467,2,0.3716
1,0.622,2,0.3551
1,0.5567,3,0.3622
1,0.6521,3,0.3864
1,0.6666,2,0.3526
1,0.596,2,0.3512
1,0.6181,2,0.34
1,0.5326,3,0.3481
1,0.6247,3,0.3758
1,0.5531,2,0.3284
1,0.754,3,0.384
1,0.754,2,0.3633
1,0.7857,2,0.3722
1,0.6466,2,0.3613
1,0.6875,2,0.3428
1,0.6958,3,0.4309
1,0.5969,3,0.3732
1,0.7263,2,0.3765
1,0.6173,2,0.3665
1,0.6663,2,0.3475
1,0.6964,2,0.3558
1,0.6917,2,0.3491
1,0.5911,3,0.3829
1,0.7177,2,0.3476
1,0.6346,2,0.3685
1,0.6946,3,0.3803
1,0.6477,3,0.3709
1,0.5903,2,0.3622
1,0.6856,2,0.3322
0,0.4729,1,0.3207
1,0.6989,2,0.3611
1,0.7072,2,0.3626
1,0.6485,2,0.3601
1,0.722,2,0.3274
1,0.5705,3,0.3998
1,0.7052,3,0.3897
1,0.7488,3,0.387
1,0.7511,3,0.4029
1,0.7258,2,0.3851
1,0.5506,2,0.3527
1,0.7209,2,0.3863
1,0.6126,3,0.3663
1,0.6658,2,0.3605
1,0.6492,3,0.3737
1,0.7704,2,0.3929
1,0.7314,3,0.3809
1,0.6998,3,0.3773
1,0.5677,2,0.3462
0,0.4729,1,0.3207
1,0.5228,3,0.3585
1,0.683,3,0.3885
1,0.5538,2,0.3269
1,0.7042,3,0.3939
1,0.6594,2,0.3518
1,0.6078,2,0.3617
1,0.5893,3,0.3438
1,0.7105,3,0.3833
1,0.631,3,0.3732
1,0.6188,3,0.365
1,0.6144,3,0.3591
1,0.7023,2,0.3466
1,0.7328,2,0.3729
1,0.6408,2,0.3383
1,0.6623,2,0.3372
1,0.7052,2,0.3568
0,0.4729,1,0.3207
1,0.6364,2,0.3564
1,0.703,2,0.3693
1,0.5756,2,0.3433
1,0.6481,2,0.3265
1,0.6128,2,0.3176
1,0.6661,2,0.3561
1,0.6822,2,0.3819
1,0.7125,3,0.3844
1,0.7253,3,0.3728
1,0.702,2,0.3725
1,0.8057,3,0.402
1,0.8101,2,0.4136
0,0.4729,1,0.3207
1,0.7911,2,0.3689
1,0.6771,2,0.3622
1,0.6373,2,0.3603
1,0.5647,2,0.344
0,0.4729,1,0.3207
1,0.7091,2,0.3491
1,0.5822,2,0.3537
1,0.7001,3,0.4045
1,0.5018,3,0.3495
1,0.663,3,0.3676
1,0.6589,2,0.3546
1,0.7236,3,0.3883
1,0.6343,2,0.3373
1,0.7137,2,0.3597
1,0.7304,2,0.345
1,0.6519,2,0.3416
1,0.6119,2,0.3213
1,0.7016,2,0.3364
1,0.5818,2,0.3217
1,0.6922,3,0.3876
1,0.6856,2,0.3673
1,0.696,2,0.3644
1,0.7112,2,0.3305
1,0.6726,2,0.3382
1,0.6321,3,0.3944
1,0.5504,3,0.3691
1,0.5443,3,0.3706
1,0.6696,3,0.3691
1,0.5326,2,0.3483
1,0.6062,3,0.356
1,0.6865,2,0.368
1,0.605,2,0.3416
0,0.4729,1,0.3207
0,0.4877,3,0.3355
1,0.7268,3,0.4129
1,0.7103,2,0.3661
1,0.7155,3,0.3745
1,0.6671,2,0.3445
0,0.4729,1,0.3207
1,0.6665,2,0.3642
1,0.5284,3,0.3748
1,0.6268,3,0.3722
1,0.6379,3,0.3922
1,0.6262,2,0.3417
1,0.7831,3,0.4087
1,0.6498,2,0.3671
1,0.6198,2,0.3514
1,0.7104,3,0.3708
1,0.6759,2,0.3276
1,0.6384,2,0.3606
1,0.6696,2,0.3574
1,0.6836,2,0.3516
1,0.7653,3,0.3923
1,0.6399,3,0.3712
1,0.6998,2,0.3559
1,0.5903,2,0.3545
1,0.5788,3,0.3841
1,0.5573,2,0.339
1,0.6799,2,0.3694
1,0.6942,2,0.3635
1,0.6859,2,0.3247
1,0.7444,2,0.3571
1,0.7742,2,0.3418
1,0.7096,2,0.3597
1,0.6648,3,0.3792
1,0.7189,2,0.3601
1,0.7135,2,0.3638
1,0.6959,2,0.3993
1,0.6502,3,0.4055
1,0.6677,3,0.3672
1,0.5494,2,0.3495
1,0.6552,3,0.3868
1,0.7127,2,0.3659
1,0.7039,3,0.3633
1,0.7466,3,0.4199
1,0.6121,2,0.3471
1,0.8412,2,0.3513
1,0.712,2,0.3611
1,0.7197,2,0.3561
1,0.7137,3,0.3917
1,0.7499,2,0.3684
1,0.727,3,0.4016
1,0.6463,2,0.3567
1,0.7891,2,0.3323
1,0.7242,3,0.4055
1,0.6839,3,0.3747
1,0.6847,3,0.3975
1,0.7005,2,0.3686
1,0.7493,2,0.3838
1,0.6328,2,0.3502
0,0.4729,1,0.3207
1,0.7049,3,0.3761
1,0.7709,3,0.4404
1,0.67,2,0.3154
1,0.7852,2,0.3907
1,0.7583,3,0.3776
1,0.6557,2,0.3551
1,0.6633,2,0.354
1,0.7002,3,0.3899
1,0.7901,2,0.3891
1,0.6044,3,0.4111
1,0.6703,3,0.3843
1,0.7451,3,0.3901
1,0.6465,3,0.3926
0,0.491,2,0.3346
1,0.7511,2,0.3867
1,0.6137,3,0.3954
1,0.5996,3,0.395
1,0.6545,2,0.3711
1,0.7312,3,0.417
1,0.7631,2,0.3711
1,0.7603,3,0.381
1,0.6203,3,0.3749
1,0.5486,2,0.3127
1,0.6949,2,0.3822
1,0.763,2,0.3422
1,0.7306,3,0.3806
1,0.6405,2,0.3287
1,0.561,3,0.3574
1,0.7061,3,0.3726
1,0.7355,2,0.3874
1,0.6909,2,0.354
1,0.5123,2,0.3345
1,0.6492,3,0.3828
1,0.6396,2,0.3494
1,0.654,2,0.3523
0,0.4998,3,0.3473
1,0.6185,3,0.3861
1,0.6004,3,0.3715
1,0.572,3,0.3677
1,0.6275,3,0.3587
1,0.7175,2,0.3451
1,0.7021,2,0.3747
1,0.5856,3,0.3678
1,0.6527,3,0.3604
1,0.6598,3,0.3629
1,0.7132,2,0.3504
1,0.6352,2,0.3816
1,0.7269,3,0.404
1,0.6274,2,0.3615
