etat_score,etat_prob_renove,standing_score,standing_prob_luxe
1,0.7288,2,0.3541
1,0.7378,3,0.4188
1,0.6796,2,0.3441
1,0.6796,2,0.3441
1,0.6976,3,0.3607
1,0.677,2,0.3431
1,0.7446,2,0.3584
1,0.6211,2,0.3507
1,0.6258,3,0.3476
1,0.6798,3,0.3848
1,0.645,2,0.3418
1,0.7111,2,0.3702
1,0.6197,2,0.322
1,0.7117,2,0.3694
0,0.4729,1,0.3207
1,0.6697,2,0.3634
1,0.6731,2,0.3655
1,0.6564,2,0.3815
1,0.6502,3,0.3706
1,0.6874,2,0.3789
1,0.5995,2,0.3189
0,0.4729,2,0.3553
1,0.7696,2,0.3795
1,0.7023,2,0.3607
1,0.7001,2,0.3674
1,0.6174,3,0.3789
1,0.6872,2,0.3452
1,0.6748,3,0.4113
1,0.6237,2,0.3832
1,0.6592,3,0.3757
1,0.7312,2,0.3518
1,0.6117,2,0.3567
1,0.7043,3,0.3999
1,0.7695,2,0.3637
1,0.644,3,0.3865
1,0.6909,2,0.3564
0,0.4729,1,0.3207
1,0.684,2,0.3503
1,0.6592,3,0.3808
1,0.5932,2,0.3273
1,0.704,3,0.3993
1,0.6776,2,0.3427
1,0.5479,2,0.3661
1,0.5825,2,0.3277
1,0.7296,2,0.3631
0,0.4729,1,0.3207
1,0.5853,3,0.3727
1,0.5847,2,0.3705
1,0.716,3,0.3918
1,0.6363,2,0.3528
1,0.723,2,0.3551
1,0.6868,2,0.3616
1,0.6636,3,0.3851
1,0.7127,2,0.3451
1,0.6235,2,0.3489
0,0.4729,1,0.3207
1,0.6645,2,0.367
1,0.7168,2,0.3468
1,0.7824,3,0.3938
1,0.6695,2,0.3453
1,0.6328,3,0.3818
0,0.4729,1,0.3207
1,0.6171,2,0.3336
1,0.6884,2,0.3656
1,0.5945,2,0.3455
1,0.634,2,0.3339
1,0.6642,3,0.3668
1,0.5901,3,0.3589
1,0.6903,3,0.3693
1,0.6728,2,0.3385
1,0.7585,2,0.3741
1,0.5624,3,0.3571
1,0.5406,3,0.3659
0,0.4729,1,0.3207
1,0.5234,2,0.3168
1,0.545,3,0.3588
1,0.7397,2,0.3247
1,0.6397,3,0.3694
1,0.8221,2,0.3864
1,0.548,3,0.3697
1,0.7032,2,0.3566
1,0.6714,2,0.3673
1,0.6401,2,0.3484
1,0.7373,3,0.4129
0,0.4729,1,0.3207
1,0.5705,1,0.3348
1,0.6123,2,0.352
1,0.7197,2,0.3671
1,0.8223,2,0.3717
1,0.7042,2,0.3688
1,0.761,2,0.3583
1,0.6164,2,0.3478
1,0.6885,2,0.3645
1,0.658,3,0.3918
1,0.6894,3,0.3826
1,0.5158,2,0.3144
1,0.5256,1,0.295
0,0.4992,1,0.2885
1,0.5138,2,0.3159
1,0.6785,2,0.3646
1,0.6506,2,0.3489
1,0.6473,3,0.3609
1,0.683,3,0.4054
1,0.672,3,0.3732
1,0.6597,2,0.3503
0,0.4729,1,0.3207
1,0.6175,2,0.3652
1,0.6755,3,0.4241
1,0.7209,2,0.3793
1,0.6657,2,0.3537
1,0.6565,2,0.3473
1,0.6157,3,0.3471
1,0.7089,2,0.3298
1,0.6768,3,0.3845
1,0.5622,2,0.3467
1,0.7409,2,0.338
1,0.7635,2,0.3515
1,0.7492,3,0.3799
1,0.6639,2,0.3298
1,0.6625,2,0.3536
1,0.6749,2,0.3463
1,0.7534,3,0.3888
1,0.5075,2,0.3059
1,0.6816,2,0.3617
0,0.4729,1,0.3207
1,0.5825,2,0.3566
0,0.4825,2,0.3069
1,0.6091,2,0.3535
1,0.5137,2,0.3438
1,0.615,2,0.3465
0,0.4927,2,0.3519
1,0.7235,3,0.3783
1,0.7447,2,0.3607
1,0.685,3,0.372
1,0.711,2,0.3504
1,0.6857,2,0.3538
1,0.5787,2,0.3273
1,0.6548,2,0.3266
1,0.7392,3,0.4101
1,0.6446,2,0.3713
1,0.5892,2,0.3394
1,0.6915,3,0.4018
1,0.6148,3,0.3979
1,0.5097,2,0.3296
1,0.5635,3,0.387
1,0.626,3,0.3672
1,0.5703,3,0.361
0,0.4729,1,0.3207
1,0.5687,3,0.3937
1,0.7233,3,0.4113
1,0.713,2,0.3495
1,0.6268,2,0.3384
1,0.589,3,0.3686
0,0.4729,1,0.3207
1,0.5369,2,0.353
1,0.6321,2,0.3354
1,0.6224,3,0.402
1,0.5687,2,0.349
1,0.5141,2,0.3493
1,0.5312,3,0.3615
0,0.4729,1,0.3207
1,0.5169,2,0.3375
1,0.6801,2,0.3213
1,0.7512,3,0.4301
1,0.6059,3,0.3626
1,0.5951,3,0.3681
1,0.5675,2,0.3201
1,0.5375,1,0.3307
1,0.5927,3,0.3692
0,0.4729,1,0.3207
1,0.7601,2,0.3214
1,0.5306,2,0.3384
1,0.5679,2,0.3351
0,0.4729,1,0.3207
1,0.6874,3,0.4081
1,0.6882,2,0.3649
1,0.6754,3,0.3869
1,0.6047,2,0.3372
1,0.5653,2,0.3592
0,0.4902,2,0.3331
1,0.5838,2,0.326
1,0.5853,3,0.3791
0,0.4729,1,0.3207
1,0.534,2,0.3296
1,0.5687,3,0.3546
1,0.6709,2,0.3749
1,0.5077,1,0.3403
1,0.5516,3,0.3453
1,0.665,2,0.333
1,0.5288,2,0.3486
1,0.626,3,0.38
1,0.7175,2,0.3425
1,0.6373,2,0.3519
1,0.6338,3,0.3934
1,0.5612,3,0.3838
1,0.557,3,0.3922
1,0.5332,3,0.3718
0,0.4729,1,0.3207
1,0.6734,2,0.3427
1,0.6166,3,0.3688
1,0.5822,2,0.3242
1,0.5101,2,0.3517
1,0.5658,3,0.4019
1,0.6402,3,0.3829
1,0.5836,3,0.379
1,0.5553,3,0.3664
1,0.5726,2,0.3405
1,0.5378,3,0.3708
1,0.7194,2,0.3652
1,0.5406,3,0.3654
1,0.7856,2,0.3894
1,0.727,2,0.3593
1,0.594,3,0.3802
1,0.5259,2,0.3322
1,0.6686,3,0.3969
0,0.4729,1,0.3207
1,0.5843,3,0.3839
1,0.5572,3,0.34
1,0.6302,3,0.3865
0,0.4729,1,0.3207
0,0.4907,2,0.324
1,0.578,2,0.3516
1,0.6626,2,0.3814
1,0.6781,3,0.3794
1,0.7333,3,0.3771
1,0.7181,2,0.3767
1,0.7036,2,0.3699
1,0.6032,2,0.3233
1,0.5336,3,0.3624
1,0.6674,3,0.3988
1,0.7101,3,0.3955
1,0.5899,3,0.3825
1,0.6487,3,0.3756
1,0.6236,3,0.398
1,0.5473,2,0.3474
0,0.4729,1,0.3207
1,0.5768,3,0.3986
1,0.5046,2,0.3376
1,0.727,2,0.3499
0,0.4977,1,0.3355
1,0.6034,3,0.3926
1,0.6161,3,0.372
1,0.5534,3,0.3637
1,0.5856,3,0.3588
1,0.8066,2,0.388
1,0.6974,3,0.3993
1,0.6059,3,0.3693
1,0.5146,1,0.3197
1,0.6135,2,0.3591
0,0.4729,1,0.3207
0,0.4779,3,0.3547
1,0.6104,3,0.3723
0,0.494,3,0.3664
0,0.4729,1,0.3207
1,0.5904,2,0.3468
1,0.5638,2,0.3209
1,0.714,3,0.3825
1,0.659,2,0.3737
1,0.5716,2,0.3271
1,0.6707,3,0.3868
0,0.4729,1,0.3207
1,0.5524,3,0.3451
1,0.6724,3,0.4276
0,0.4769,1,0.3256
1,0.5836,3,0.3699
0,0.4764,1,0.3222
1,0.519,2,0.3313
1,0.5526,2,0.344
1,0.5424,3,0.3686
1,0.5151,2,0.334
1,0.6008,3,0.3607
1,0.5555,3,0.3577
1,0.5033,3,0.3514
1,0.6476,2,0.3452
1,0.5233,3,0.3449
1,0.6239,2,0.3519
1,0.6232,3,0.3692
1,0.5897,3,0.3518
1,0.6427,2,0.3686
1,0.7326,2,0.3789
1,0.5271,2,0.346
1,0.7161,2,0.3768
1,0.6044,3,0.3756
1,0.6031,3,0.3726
1,0.7741,3,0.3943
0,0.4729,1,0.3207
1,0.5486,2,0.3457
1,0.6657,2,0.3455
1,0.7053,3,0.3569
1,0.6368,3,0.4013
1,0.6659,3,0.3773
1,0.5572,3,0.395
1,0.567,3,0.3681
1,0.533,3,0.3502
1,0.6009,2,0.3331
1,0.5202,2,0.3403
1,0.7243,2,0.3703
1,0.6467,2,0.3409
1,0.5564,3,0.3604
1,0.5183,2,0.3363
1,0.5905,3,0.3678
1,0.5291,2,0.3273
1,0.7117,2,0.3543
1,0.6257,2,0.3288
1,0.5427,3,0.3575
1,0.5865,2,0.3717
1,0.6733,2,0.3797
0,0.4729,1,0.3207
1,0.6327,3,0.3866
1,0.681,2,0.3678
1,0.5283,3,0.3946
1,0.5576,2,0.3281
1,0.5778,3,0.3763
1,0.5725,3,0.3583
1,0.5797,3,0.3829
1,0.5322,3,0.3589
1,0.6003,2,0.3498
1,0.5785,2,0.3253
1,0.5386,3,0.3519
1,0.6843,3,0.3877
1,0.5342,2,0.3457
1,0.5457,3,0.3699
1,0.5267,3,0.3586
1,0.7242,3,0.3756
1,0.7494,3,0.396
1,0.6305,3,0.3717
0,0.4729,1,0.3207
1,0.5782,3,0.3623
1,0.6668,2,0.3646
1,0.6401,2,0.3518
1,0.5874,2,0.3369
1,0.6561,2,0.3306
1,0.5124,2,0.3421
1,0.6899,3,0.3899
1,0.5322,2,0.3579
0,0.4935,2,0.3297
1,0.5397,3,0.3658
1,0.5479,3,0.3535
1,0.6516,3,0.3871
1,0.5739,3,0.3652
1,0.6441,3,0.3861
1,0.6352,3,0.3784
1,0.631,3,0.3605
1,0.5326,3,0.3611
1,0.6753,2,0.3604
1,0.6779,3,0.4029
1,0.5128,3,0.3697
1,0.6817,2,0.3244
1,0.543,3,0.3617
1,0.587,3,0.3806
1,0.6163,2,0.337
1,0.5417,2,0.3398
1,0.5771,3,0.3821
1,0.615,2,0.3569
1,0.6136,2,0.3551
1,0.5651,3,0.3672
1,0.5589,2,0.3512
0,0.4729,1,0.3207
1,0.5226,2,0.3487
0,0.4729,3,0.3699
1,0.6406,2,0.3552
1,0.581,3,0.3731
1,0.5634,2,0.3445
1,0.6563,2,0.3428
1,0.57,2,0.3298
1,0.6135,3,0.3891
1,0.688,2,0.3665
1,0.611,3,0.3831
1,0.5383,2,0.3383
1,0.7483,3,0.433
1,0.6124,3,0.4009
1,0.5544,2,0.3548
1,0.6458,3,0.3872
1,0.6202,2,0.3371
1,0.6724,2,0.3609
1,0.5657,3,0.3614
1,0.5923,3,0.3937
1,0.5396,2,0.3501
1,0.6013,3,0.3736
1,0.5975,3,0.3619
1,0.5542,3,0.3576
1,0.5566,3,0.3833
1,0.5455,3,0.3621
1,0.6515,3,0.3933
1,0.6193,2,0.3495
1,0.6871,2,0.3191
1,0.731,3,0.3903
1,0.5421,3,0.3431
1,0.6423,3,0.3757
1,0.5108,2,0.3363
1,0.5636,3,0.355
1,0.6995,3,0.3876
1,0.5298,3,0.3844
1,0.5587,3,0.341
0,0.4837,2,0.3257
0,0.4729,1,0.3207
1,0.6805,3,0.3805
1,0.563,3,0.3697
1,0.5893,3,0.3599
1,0.5614,3,0.3634
1,0.6349,2,0.3513
0,0.4973,3,0.3478
1,0.5358,3,0.3606
1,0.6466,2,0.3338
1,0.5442,3,0.3704
1,0.6071,3,0.3653
1,0.5728,2,0.3665
1,0.6136,2,0.3402
1,0.6724,3,0.394
1,0.557,3,0.3487
1,0.6313,3,0.3799
1,0.5442,3,0.3624
1,0.5821,3,0.3849
1,0.602,2,0.3468
0,0.4803,3,0.3551
0,0.4772,3,0.3468
0,0.4729,1,0.3207
1,0.5097,2,0.339
1,0.5291,2,0.3441
1,0.6555,3,0.3885
1,0.6643,3,0.3793
1,0.5899,3,0.3839
1,0.6184,3,0.3829
1,0.6736,2,0.3601
1,0.5495,3,0.3795
1,0.5644,3,0.3687
1,0.6851,2,0.3553
1,0.6851,2,0.3497
1,0.6124,3,0.3903
1,0.6044,2,0.362
0,0.4729,1,0.3207
1,0.6753,2,0.3658
1,0.6236,3,0.3866
1,0.5341,3,0.3469
1,0.6433,3,0.3667
1,0.5911,2,0.3617
1,0.6641,3,0.3811
1,0.6164,3,0.3825
1,0.7246,2,0.3715
1,0.6489,2,0.3446
1,0.7098,2,0.3541
1,0.5439,2,0.344
1,0.6926,2,0.3621
1,0.5884,3,0.3831
1,0.5539,3,0.3542
1,0.5569,3,0.3658
1,0.5663,3,0.3699
1,0.733,2,0.3737
1,0.5985,2,0.3568
1,0.5718,3,0.3784
1,0.6409,2,0.3836
0,0.4729,1,0.3207
1,0.5745,3,0.3787
1,0.6207,2,0.3479
1,0.7162,2,0.3844
1,0.689,2,0.3491
1,0.5673,2,0.3505
1,0.5076,2,0.3182
1,0.6215,3,0.374
1,0.5006,1,0.3379
1,0.5408,3,0.3616
1,0.5939,2,0.3633
1,0.7336,3,0.4055
1,0.7333,2,0.3739
1,0.5584,3,0.3536
1,0.7307,3,0.4259
0,0.4729,1,0.3207
1,0.661,2,0.3729
1,0.5463,2,0.3222
1,0.5535,3,0.3594
0,0.4729,1,0.3207
1,0.6148,2,0.3643
1,0.661,3,0.3866
1,0.7097,3,0.3847
1,0.6157,3,0.3564
0,0.4986,2,0.3298
1,0.5744,3,0.3722
1,0.6165,2,0.3604
1,0.613,3,0.385
1,0.7014,3,0.386
1,0.6152,2,0.3601
1,0.6589,3,0.3782
1,0.6094,3,0.3797
1,0.5713,2,0.3248
1,0.5708,2,0.3591
1,0.5774,3,0.3498
1,0.5113,1,0.3306
1,0.6024,2,0.329
0,0.494,2,0.3387
1,0.5784,3,0.3554
1,0.5068,2,0.3423
1,0.5333,1,0.3225
1,0.5524,3,0.3683
0,0.4729,1,0.3207
1,0.5098,2,0.3354
1,0.5368,3,0.3491
1,0.5719,2,0.3568
1,0.5365,2,0.348
1,0.6132,3,0.3632
1,0.6141,2,0.3712
1,0.5912,2,0.3467
1,0.5877,2,0.3572
1,0.5281,1,0.3335
1,0.6109,2,0.3504
1,0.5686,2,0.3388
1,0.5338,3,0.3619
1,0.5932,2,0.3222
1,0.6338,2,0.3197
1,0.5514,3,0.3542
1,0.7423,2,0.3823
1,0.5704,3,0.3654
1,0.508,3,0.3433
1,0.5651,3,0.3627
1,0.6034,3,0.3707
1,0.5678,3,0.3836
1,0.5697,3,0.3497
1,0.5073,2,0.3404
0,0.4729,1,0.3207
1,0.765,2,0.3244
1,0.5015,3,0.3419
1,0.539,3,0.3515
1,0.621,3,0.4039
1,0.6101,3,0.3993
1,0.5468,3,0.3686
0,0.4946,1,0.328
1,0.6,3,0.3769
1,0.6775,3,0.3709
1,0.6613,2,0.354
1,0.5096,2,0.3338
1,0.6318,3,0.3633
1,0.5192,3,0.3604
1,0.6934,2,0.3309
1,0.5208,2,0.3432
1,0.6625,2,0.3626
1,0.5651,3,0.401
0,0.4729,1,0.3207
1,0.6596,2,0.3745
1,0.5726,3,0.367
1,0.7267,2,0.386
1,0.5862,3,0.3663
1,0.5341,2,0.3486
1,0.7169,3,0.3754
1,0.7446,2,0.3434
1,0.522,3,0.3404
1,0.6642,2,0.3606
1,0.6423,2,0.3698
1,0.5198,3,0.3699
0,0.4729,3,0.3859
1,0.6822,2,0.3809
1,0.6592,2,0.3633
1,0.7422,3,0.3875
1,0.5918,3,0.3783
1,0.5428,3,0.364
1,0.5956,3,0.3658
1,0.6572,2,0.3429
1,0.5021,3,0.353
1,0.6437,2,0.3639
1,0.6724,3,0.3633
1,0.5601,3,0.3692
1,0.6817,2,0.3734
0,0.4729,1,0.3207
1,0.5439,3,0.3392
1,0.5031,2,0.3278
0,0.4873,2,0.3293
1,0.6121,2,0.3685
1,0.5306,2,0.3181
1,0.5722,3,0.3674
1,0.7892,3,0.3866
1,0.5101,3,0.3653
0,0.4729,1,0.3207
1,0.5592,2,0.3406
1,0.5468,2,0.3515
1,0.5267,2,0.3379
1,0.6869,2,0.354
1,0.6393,2,0.3453
1,0.5776,3,0.3821
1,0.5752,3,0.4108
1,0.5469,3,0.371
1,0.5079,3,0.3603
1,0.5717,3,0.3718
1,0.5187,3,0.358
1,0.6566,2,0.3794
1,0.5961,3,0.3773
1,0.7031,3,0.4032
1,0.5747,3,0.355
1,0.653,3,0.4418
1,0.6751,2,0.3667
1,0.727,2,0.3402
1,0.5493,3,0.3611
1,0.5553,3,0.3711
1,0.5794,2,0.3423
0,0.481,3,0.3538
1,0.6152,2,0.3287
1,0.5084,3,0.3467
1,0.5676,2,0.3499
1,0.5429,2,0.336
1,0.5851,3,0.3678
1,0.5914,3,0.3695
1,0.5395,3,0.3758
1,0.7026,3,0.3947
0,0.4729,2,0.3394
1,0.7351,2,0.3807
0,0.4729,1,0.3207
1,0.5916,3,0.3579
0,0.4996,2,0.3153
1,0.7645,2,0.4035
1,0.5615,2,0.3439
1,0.7201,2,0.3847
1,0.7793,2,0.3872
1,0.6485,2,0.3745
1,0.5475,3,0.3706
1,0.5201,2,0.3338
1,0.5296,3,0.3634
1,0.6629,3,0.4182
1,0.729,3,0.4341
1,0.7047,3,0.3988
1,0.5308,2,0.315
1,0.554,2,0.3567
1,0.5222,3,0.3695
1,0.6097,2,0.3588
1,0.6918,2,0.3645
1,0.5095,2,0.349
1,0.5534,3,0.3595
1,0.581,3,0.378
1,0.5854,3,0.389
1,0.5856,3,0.3719
1,0.5573,3,0.3882
1,0.7369,3,0.3929
1,0.5755,2,0.3559
1,0.6839,2,0.3591
1,0.5353,1,0.3419
1,0.5131,3,0.3736
1,0.6351,3,0.3523
1,0.5783,2,0.3491
1,0.5159,2,0.3415
1,0.5206,2,0.3364
0,0.4729,2,0.3508
1,0.6912,2,0.375
1,0.5988,2,0.3294
1,0.5915,2,0.3359
1,0.5794,2,0.3134
1,0.579,3,0.3593
0,0.4729,1,0.3207
1,0.5362,1,0.3295
1,0.6671,2,0.3554
1,0.6056,2,0.3611
1,0.5515,3,0.3616
1,0.6818,2,0.3691
1,0.5958,2,0.3551
1,0.5091,3,0.3465
1,0.6204,2,0.3616
1,0.685,2,0.3399
1,0.6955,2,0.3471
1,0.5213,2,0.3114
1,0.6,3,0.3741
1,0.6879,2,0.3635
1,0.7025,2,0.3856
1,0.5452,2,0.3322
1,0.6193,2,0.3677
1,0.6888,3,0.3924
1,0.5558,2,0.3405
1,0.5644,2,0.3349
1,0.6277,3,0.3749
1,0.5692,2,0.3535
1,0.5158,2,0.3499
0,0.4729,2,0.3441
1,0.551,3,0.3681
1,0.639,2,0.3661
1,0.7538,3,0.4232
1,0.5708,3,0.3721
1,0.6375,2,0.3589
1,0.5147,2,0.3576
1,0.5123,3,0.3688
1,0.596,3,0.4026
1,0.5695,3,0.3633
1,0.567,3,0.3656
1,0.6137,2,0.353
1,0.7086,3,0.3816
1,0.5473,2,0.3322
1,0.5651,2,0.316
1,0.6422,3,0.3719
0,0.4692,3,0.3413
1,0.5315,2,0.3346
1,0.5124,3,0.3648
1,0.6956,3,0.3919
1,0.5953,2,0.3346
1,0.6003,2,0.3373
1,0.5137,2,0.3419
1,0.5623,2,0.34
1,0.5375,2,0.3413
1,0.5432,3,0.3778
1,0.6223,3,0.3499
1,0.595,3,0.3782
1,0.6591,3,0.3952
1,0.6017,3,0.3888
1,0.7049,2,0.3218
0,0.4729,1,0.3207
1,0.6944,2,0.3524
1,0.5676,3,0.3513
1,0.6579,3,0.366
1,0.6516,3,0.3898
1,0.6081,3,0.3763
1,0.5067,3,0.3742
1,0.6574,3,0.4025
1,0.6211,3,0.3883
1,0.6488,2,0.3701
1,0.5356,3,0.3615
1,0.5893,2,0.3402
1,0.5242,3,0.3473
1,0.6819,3,0.3851
1,0.5624,3,0.3647
1,0.5529,3,0.3849
1,0.6022,2,0.3544
0,0.4729,1,0.3207
1,0.67,3,0.4082
1,0.6107,3,0.4044
1,0.5277,3,0.3577
1,0.7004,2,0.3616
1,0.5811,2,0.3537
1,0.7298,2,0.3803
0,0.4992,2,0.3173
1,0.6471,3,0.4039
1,0.5194,3,0.3391
0,0.4729,1,0.3207
0,0.4729,1,0.3207
1,0.5674,3,0.3604
1,0.5537,3,0.3839
1,0.6211,2,0.3404
1,0.5231,2,0.3225
1,0.5363,3,0.3747
1,0.5392,3,0.3533
1,0.6955,2,0.3902
1,0.581,3,0.3989
0,0.5,3,0.3581
1,0.6651,2,0.3763
1,0.5207,3,0.3513
1,0.6943,2,0.3819
1,0.6917,3,0.381
1,0.558,3,0.3478
1,0.5335,3,0.3601
1,0.5196,2,0.3223
1,0.6024,3,0.3661
0,0.4729,1,0.3207
1,0.6326,3,0.381
1,0.5038,3,0.3452
1,0.6496,3,0.3816
1,0.5225,2,0.3352
1,0.5627,3,0.3586
1,0.7408,2,0.3757
1,0.5219,3,0.3557
1,0.6702,2,0.3569
1,0.5686,2,0.3232
1,0.6074,2,0.3636
1,0.6313,3,0.3783
1,0.6714,3,0.3803
1,0.7264,2,0.3727
1,0.5596,2,0.3296
1,0.5216,3,0.3457
1,0.6218,2,0.3481
1,0.6203,3,0.3673
0,0.4729,1,0.3207
1,0.6655,3,0.3859
1,0.662,2,0.3634
1,0.5449,2,0.348
1,0.7951,2,0.3636
1,0.5559,3,0.3403
1,0.5231,3,0.3493
1,0.5354,3,0.3518
1,0.5611,2,0.3451
1,0.5214,3,0.3426
1,0.5569,3,0.371
1,0.67,2,0.3702
1,0.5309,2,0.3423
1,0.6098,3,0.3782
1,0.6286,3,0.3652
1,0.5334,3,0.3662
1,0.5819,2,0.3384
1,0.7003,3,0.4031
1,0.5194,3,0.3601
1,0.5926,3,0.3776
1,0.6155,2,0.3464
1,0.6205,2,0.3546
1,0.6459,2,0.366
1,0.5965,2,0.3455
1,0.6061,2,0.3376
1,0.5751,2,0.3494
1,0.6289,2,0.3284
1,0.6353,2,0.3734
0,0.4729,1,0.3207
1,0.6332,3,0.3767
1,0.7572,2,0.382
1,0.5942,2,0.3464
1,0.6764,2,0.3671
1,0.523,2,0.3489
1,0.6327,3,0.3925
1,0.6612,3,0.3787
1,0.5313,3,0.3433
1,0.5051,3,0.3396
1,0.6337,2,0.3363
1,0.6361,2,0.362
1,0.5996,3,0.3762
1,0.5734,2,0.3085
1,0.529,3,0.4059
1,0.6915,3,0.3929
1,0.5536,3,0.3553
0,0.4729,1,0.3207
0,0.4859,3,0.341
1,0.5597,3,0.3732
1,0.5811,3,0.3825
1,0.6921,2,0.3783
1,0.5925,2,0.366
1,0.5594,2,0.3469
1,0.5986,3,0.3869
1,0.5482,1,0.3231
1,0.6365,3,0.3753
1,0.5461,3,0.3627
1,0.5821,2,0.359
1,0.5155,2,0.3326
1,0.5525,3,0.3635
1,0.6487,3,0.3763
1,0.5315,2,0.3325
1,0.5064,2,0.3289
1,0.6632,2,0.3602
1,0.6978,2,0.3749
1,0.6577,2,0.3456
1,0.568,3,0.3681
1,0.5503,3,0.3625
0,0.4807,1,0.3251
1,0.6381,3,0.3602
1,0.6022,3,0.364
1,0.5815,2,0.3531
1,0.5899,2,0.3545
1,0.5371,1,0.334
1,0.5614,2,0.3447
1,0.5843,2,0.3524
1,0.6569,2,0.3713
1,0.5115,3,0.3599
1,0.7364,2,0.3812
1,0.5261,3,0.3379
1,0.5807,3,0.3658
1,0.7563,3,0.3998
0,0.4958,3,0.3379
1,0.5599,2,0.3461
1,0.5416,2,0.3414
1,0.5171,2,0.3381
1,0.5443,2,0.3433
0,0.4729,1,0.3207
1,0.6673,2,0.3777
1,0.5786,2,0.351
1,0.5286,2,0.3277
1,0.5982,2,0.3486
1,0.6177,2,0.364
1,0.5651,2,0.3168
1,0.6022,3,0.3719
1,0.5881,3,0.361
1,0.6024,3,0.386
1,0.5554,3,0.3673
1,0.544,3,0.3618
1,0.5333,3,0.3603
1,0.7605,3,0.4104
1,0.609,2,0.357
0,0.4729,1,0.3207
1,0.5337,2,0.3525
1,0.6141,2,0.3364
1,0.5292,2,0.3393
1,0.6005,3,0.3741
1,0.5651,2,0.316
1,0.567,3,0.3845
1,0.6168,3,0.3686
1,0.5924,3,0.384
1,0.5355,3,0.339
1,0.5944,2,0.3303
1,0.6017,3,0.3694
1,0.5889,2,0.3426
1,0.5644,2,0.3623
1,0.608,2,0.3389
1,0.5629,3,0.3933
1,0.5594,3,0.365
1,0.5859,3,0.3759
0,0.4729,1,0.3207
1,0.6651,2,0.3245
1,0.6673,3,0.3776
1,0.5373,3,0.347
1,0.6365,3,0.3581
1,0.5625,3,0.3602
1,0.7059,2,0.3847
1,0.6811,2,0.3488
1,0.5856,2,0.3713
1,0.5073,3,0.363
1,0.5985,2,0.3159
1,0.543,3,0.3521
1,0.8045,3,0.4191
1,0.7597,2,0.3832
1,0.6554,3,0.3892
1,0.5154,3,0.3466
1,0.5046,1,0.3458
1,0.5133,1,0.3354
1,0.7393,3,0.4191
0,0.4729,1,0.3207
1,0.685,3,0.3634
1,0.5855,3,0.3819
1,0.5666,2,0.3406
0,0.4872,2,0.3282
1,0.5337,3,0.3528
0,0.4996,2,0.3153
1,0.5764,2,0.3355
1,0.7464,3,0.4032
1,0.562,2,0.3618
1,0.5406,3,0.3627
1,0.5324,2,0.3552
0,0.4994,2,0.3206
1,0.5988,2,0.3461
1,0.5028,2,0.324
0,0.4819,1,0.3319
1,0.5105,2,0.3469
1,0.5907,2,0.342
1,0.5589,2,0.3548
1,0.6184,3,0.3632
1,0.6354,2,0.3479
0,0.4729,1,0.3207
1,0.5679,3,0.369
0,0.4769,3,0.3507
1,0.6575,3,0.3703
1,0.5014,1,0.3232
1,0.5734,2,0.3394
1,0.7175,3,0.3945
0,0.4932,3,0.3468
1,0.5252,3,0.3675
1,0.5842,2,0.3548
1,0.5672,3,0.3798
1,0.5927,2,0.3368
0,0.4729,1,0.3207
1,0.6025,2,0.3395
1,0.5043,1,0.3293
1,0.5916,2,0.3412
0,0.4976,3,0.347
1,0.6743,2,0.3488
1,0.6554,2,0.3624
1,0.5453,3,0.3693
1,0.5195,3,0.3395
0,0.4994,2,0.3444
1,0.6165,3,0.3676
1,0.6097,3,0.373
1,0.573,3,0.3585
1,0.6611,3,0.4016
1,0.5628,2,0.3382
1,0.6554,3,0.3858
1,0.6523,3,0.3895
1,0.5464,3,0.3536
1,0.5899,3,0.3927
1,0.6763,2,0.3643
1,0.7591,2,0.3725
1,0.6027,3,0.3846
0,0.4729,1,0.3207
1,0.7112,3,0.3966
1,0.5125,3,0.3591
1,0.5567,3,0.3648
1,0.5445,3,0.384
1,0.6285,3,0.3777
1,0.6611,3,0.3956
1,0.7197,2,0.3743
1,0.6142,2,0.351
1,0.5878,2,0.3612
1,0.5534,3,0.3557
1,0.5392,3,0.3621
1,0.5835,2,0.3509
1,0.5824,3,0.374
1,0.5738,3,0.3744
1,0.5276,3,0.3515
0,0.4619,2,0.3294
1,0.5128,3,0.354
1,0.5917,3,0.3755
1,0.726,3,0.4039
1,0.5207,2,0.3377
1,0.6477,3,0.3852
1,0.5393,2,0.3412
1,0.622,3,0.4037
1,0.5127,2,0.343
0,0.4729,1,0.3207
1,0.6484,2,0.3612
0,0.4987,2,0.3492
1,0.5336,3,0.3552
1,0.5672,3,0.3713
0,0.4956,3,0.3508
1,0.5251,3,0.3563
1,0.5496,2,0.3718
1,0.5451,3,0.3558
1,0.5662,3,0.4001
1,0.6426,2,0.3882
1,0.542,3,0.3538
1,0.5489,3,0.3578
1,0.547,3,0.3549
1,0.7151,2,0.3618
1,0.5674,3,0.3925
0,0.4729,1,0.3207
1,0.6412,2,0.3643
1,0.6953,3,0.4246
1,0.56,3,0.379
1,0.5176,3,0.3517
1,0.7329,3,0.4267
0,0.4729,1,0.3207
1,0.63,2,0.3562
1,0.7425,2,0.3397
1,0.5789,3,0.3699
1,0.5631,3,0.3537
1,0.6044,3,0.3842
1,0.555,3,0.3555
1,0.6866,3,0.3918
1,0.5882,2,0.3429
1,0.6403,3,0.3914
1,0.7598,2,0.3493
