id_annonce,url,titre,prix,prix_tnd,ville,quartier,gouvernorat,surface_m2,nb_pieces,nb_chambres,nb_sdb,capacite,nuits_min,equipements,image_url,categorie,type_bien,source,titre_detail,agence,agence_url,images,nb_images,telephones
8053568,https://www.mubawab.tn/fr/a/8053568/a-vendre-un-terrain-%C3%A0-la-soukra,A vendre un Terrain à La Soukra,Prix à consulter,,La Soukra,La Soukra,Ariana,6700,,,,,,,,vente,Terrain,Mubawab.tn,A vendre un Terrain à La Soukra,,https://www.mubawab.tn/fr/b/6686/moataz-immobili%C3%A8re,https://www.mubawab-media.com/ad/8/053/568F/h/8bf22f14d8f1b75b76a73458f35eb3a5-2_79394366.avif,1.0,
,https://www.mubawab.tn/fr/p/4547/r%C3%A9sidence-marbella-%E2%80%93-aouina-ain-zaghouan,RÉSIDENCE MARBELLA – Aouina / Ain Zaghouan,À partir de 240 000 TND,240000,La Marsa,Ain Zaghouan,Tunis,,,,,,,,,vente,Terrain,Mubawab.tn,RÉSIDENCE MARBELLA – Aouina / Ain Zaghouan,À partir de 240 000 TND,,https://www.mubawab-media.com/promotion/4/547F/pictures/h/MARBELLA_81612983.avif | https://www.mubawab-media.com/promotion/4/547F/pictures/h/1010_81618564.avif | https://www.mubawab-media.com/promotion/4/547F/pictures/h/Rendu%20Marbella_Hall%20d%27accueil_05_81612984.avif | https://www.mubawab-media.com/promotion/4/547F/pictures/h/Rendu%20Marbella_Hall%20d%27accueil_02%20_81612985.avif,4.0,
8288567,https://www.mubawab.tn/fr/a/8288567/a-vendre-terrain-avec-acc%C3%A8s-facile-%C3%A0-l-autoroute,A vendre: Terrain avec accès facile à l'autoroute,150 000 TND,150000,Hammamet,Hammamet,Nabeul,225,,,,,,,,vente,Terrain,Mubawab.tn,A vendre: Terrain avec accès facile à l'autoroute,,https://www.mubawab.tn/fr/b/10322/tecnocasa-hammamet-centre,https://www.mubawab-media.com/ad/8/288/567F/h/WhatsApp%20Image%202026-01-19%20at%2010.18.28_81807195.avif,1.0,
8221452,https://www.mubawab.tn/fr/a/8221452/a-vendre-dans-un-lotissement-approuv%C3%A9-%C3%A0-sidi-salah,A vendre dans un lotissement approuvé à sidi salah,270 000 TND,270000,La Soukra,La Soukra,Ariana,262,,,,,,,,vente,Terrain,Mubawab.tn,A vendre dans un lotissement approuvé à sidi salah,,https://www.mubawab.tn/fr/b/8894/agence-immobiliere-la-mediterannee-la-soukra,https://www.mubawab-media.com/ad/8/221/452F/h/AdobeStock_199469788-1240x720_81629891.avif,1.0,
8285431,https://www.mubawab.tn/fr/a/8285431/%C3%A0-vendre-terrain-%C3%A0-akouda-600m%C2%B2,À VENDRE Terrain à Akouda 600m²,420 000 TND,420000,Akouda,Akouda,Sousse,600,,,,,,,,vente,Terrain,Mubawab.tn,À VENDRE Terrain à Akouda 600m²,,https://www.mubawab.tn/fr/b/13761/immobiliere-ezzayatine,https://www.mubawab-media.com/ad/8/285/431F/h/Capture%20d%E2%80%99%C3%A9cran%202026-01-12%20031817_81774527.avif,1.0,
8289697,https://www.mubawab.tn/fr/a/8289697/a-vendre-terrain%E2%80%93-boumhal-belair,A VENDRE Terrain– Boumhal Belair,805 000 TND,805000,Boumhel Bassatine,Cité Plein Air,,700,,,,,,,,vente,Terrain,Mubawab.tn,A VENDRE Terrain– Boumhal Belair,,https://www.mubawab.tn/fr/b/14508/vinci-boumhal,https://www.mubawab-media.com/ad/8/289/697F/h/boumhel%20%2810%29_81818897.avif,1.0,
8291027,https://www.mubawab.tn/fr/a/8291027/terrain-de-642m%C2%B2-%C3%A0-la-soukra,Terrain de 642m² à La Soukra,398 000 TND,398000,La Soukra,La Soukra,Ariana,642,,,,,,,,vente,Terrain,Mubawab.tn,Terrain de 642m² à La Soukra,,https://www.mubawab.tn/fr/b/8390/new-key-la-soukra,https://www.mubawab-media.com/ad/8/291/027F/h/thumb_1264468_property_xlarge_81833194.avif,1.0,
8291026,https://www.mubawab.tn/fr/a/8291026/terrain-de-1976m%C2%B2-%C3%A0-la-soukra,Terrain de 1976m² à La Soukra,1 225 000 TND,1225000,La Soukra,La Soukra,Ariana,1967,,,,,,,,vente,Terrain,Mubawab.tn,Terrain de 1976m² à La Soukra,,https://www.mubawab.tn/fr/b/8390/new-key-la-soukra,https://www.mubawab-media.com/ad/8/291/026F/h/thumb_1264533_property_xlarge_81833193.avif,1.0,
8291025,https://www.mubawab.tn/fr/a/8291025/terrain-de-640m%C2%B2-%C3%A0-la-soukra,Terrain de 640m² à La Soukra,397 000 TND,397000,La Soukra,La Soukra,Ariana,640,,,,,,,,vente,Terrain,Mubawab.tn,Terrain de 640m² à La Soukra,,https://www.mubawab.tn/fr/b/8390/new-key-la-soukra,https://www.mubawab-media.com/ad/8/291/025F/h/thumb_1264535_property_xlarge_81833192.avif,1.0,
8291024,https://www.mubawab.tn/fr/a/8291024/terrain-de-685m%C2%B2-%C3%A0-la-soukra,Terrain de 685m² à La Soukra,425 000 TND,425000,La Soukra,La Soukra,Ariana,685,,,,,,,,vente,Terrain,Mubawab.tn,Terrain de 685m² à La Soukra,,https://www.mubawab.tn/fr/b/8390/new-key-la-soukra,https://www.mubawab-media.com/ad/8/291/024F/h/thumb_1264536_property_xlarge_81833190.avif,1.0,
8290929,https://www.mubawab.tn/fr/a/8290929/terrain-strat%C3%A9gique-midoun-centre-r2-titre-indivi,Terrain Stratégique Midoun Centre R2 Titre Indivi,Prix à consulter,,Midoun,Midoune,,817,,,,,,,https://www.mubawab-media.com/ad/8/290/929F/h/djerba5_81832891.avif,vente,Terrain,Mubawab.tn,Terrain Stratégique Midoun Centre R2 Titre Indivi,,,https://www.mubawab-media.com/ad/8/290/929F/h/djerba5_81832891.avif | https://www.mubawab-media.com/ad/8/290/929F/h/djerba22_81832835.avif | https://www.mubawab-media.com/ad/8/290/929F/h/djerba6_81832192.avif | https://www.mubawab-media.com/ad/8/290/929F/h/djerba7_81832193.avif,4.0,
8290878,https://www.mubawab.tn/fr/a/8290878/terrain-tghazwissen-87269-m%C2%B2,Terrain Tghazwissen 87269 m²,Prix à consulter,,Houmt Souk,Houmt Souk,Médenine,87269,,,,,,,https://www.mubawab-media.com/ad/8/290/878F/h/WhatsApp%20Image%202026-01-14%20at%2013.52.30_81831461.avif,vente,Terrain,Mubawab.tn,Terrain Tghazwissen 87269 m²,,https://www.mubawab.tn/fr/b/13192/houch-raycen-immo,https://www.mubawab-media.com/ad/8/290/878F/h/WhatsApp%20Image%202026-01-14%20at%2013.52.30_81831461.avif | https://www.mubawab-media.com/ad/8/290/878F/h/WhatsApp%20Image%202026-01-14%20at%2013.52.50_81831462.avif | https://www.mubawab-media.com/ad/8/290/878F/h/WhatsApp%20Image%202026-01-14%20at%2013.53.08_81831463.avif | https://www.mubawab-media.com/ad/8/290/878F/h/WhatsApp%20Image%202026-01-14%20at%2013.53.20_81831464.avif,4.0,
8290867,https://www.mubawab.tn/fr/a/8290867/terrain-nabil-taguermasse-400m%C2%B2,Terrain NABIL Taguermasse 400m²,170 000 TND,170000,Djerba,Djerba,Médenine,400,,,,,,,https://www.mubawab-media.com/ad/8/290/867F/h/WhatsApp%20Image%202026-01-20%20at%2008.46.27_81831308.avif,vente,Terrain,Mubawab.tn,Terrain NABIL Taguermasse 400m²,,https://www.mubawab.tn/fr/b/13192/houch-raycen-immo,https://www.mubawab-media.com/ad/8/290/867F/h/WhatsApp%20Image%202026-01-20%20at%2008.46.27_81831308.avif | https://www.mubawab-media.com/ad/8/290/867F/h/WhatsApp%20Image%202026-01-20%20at%2008.46.28%20%281%29_81831309.avif | https://www.mubawab-media.com/ad/8/290/867F/h/WhatsApp%20Image%202026-01-20%20at%2008.46.28%20%282%29_81831310.avif | https://www.mubawab-media.com/ad/8/290/867F/h/WhatsApp%20Image%202026-01-20%20at%2008.46.28_81831311.avif,4.0,
8290825,https://www.mubawab.tn/fr/a/8290825/2-lots-des-terrains-titr%C3%A9es-riad,2 Lots Des Terrains Titrées Riad,257 140 TND,257140,Midoun,Midoune,,559,,,,,,,https://www.mubawab-media.com/ad/8/290/825F/h/WhatsApp%20Image%202026-01-23%20at%2011.29.27_81831010.avif,vente,Terrain,Mubawab.tn,2 Lots Des Terrains Titrées Riad,,https://www.mubawab.tn/fr/b/13192/houch-raycen-immo,https://www.mubawab-media.com/ad/8/290/825F/h/WhatsApp%20Image%202026-01-23%20at%2011.29.27_81831010.avif,1.0,
8290815,https://www.mubawab.tn/fr/a/8290815/terrains-%C3%A0-b%C3%A2tir-%C3%A0-vendre-%E2%80%93-ghar-el-melh,Terrains à bâtir à vendre – Ghar El Melh,Prix à consulter,,Ghar El Melh,Ghar El Melh,,147,,,,,,,https://www.mubawab-media.com/ad/8/290/815F/h/619277565_2404092583362276_468777976647755577_n_81830858.avif,vente,Terrain,Mubawab.tn,Terrains à bâtir à vendre – Ghar El Melh,,,https://www.mubawab-media.com/ad/8/290/815F/h/619277565_2404092583362276_468777976647755577_n_81830858.avif | https://www.mubawab-media.com/ad/8/290/815F/h/620098243_2130242611052139_5015786176083271347_n_81830859.avif | https://www.mubawab-media.com/ad/8/290/815F/h/617393630_2760275274320551_3821208666755391542_n_81830860.avif,3.0,
8290676,https://www.mubawab.tn/fr/a/8290676/a-vendre-un-terrain-%C3%A0-nabeul,A vendre un terrain à Nabeul,Prix à consulter,,Nabeul,Nabeul,Nabeul,964,,,,,,,,vente,Terrain,Mubawab.tn,A vendre un terrain à Nabeul,,https://www.mubawab.tn/fr/b/9192/immoteam-nabeul,https://www.mubawab-media.com/ad/8/290/676F/h/WhatsApp%20Image%202026-01-10%20at%208.56.37%20AM%20%285%29_81830545.avif,1.0,
8268729,https://www.mubawab.tn/fr/a/8268729/terrain-1576-m%C2%B2-%C3%A0-raoued-%E2%80%93-id%C3%A9al-investissement,Terrain 1576 m² à Raoued – Idéal Investissement,330 000 TND,330000,Raoued,Raoued,Ariana,1576,,,,,,,,vente,Terrain,Mubawab.tn,Terrain 1576 m² à Raoued – Idéal Investissement,,https://www.mubawab.tn/fr/b/14083/r%C3%A9sid-art,https://www.mubawab-media.com/ad/8/268/729F/h/940%2C03%20m_81595294.avif,1.0,
8217691,https://www.mubawab.tn/fr/a/8217691/des-lots-de-terrain-sis-%C3%A0-naasane-ben-arous,Des lots de terrain sis à Naasane Ben Arous,200 000 TND,200000,Ben Arous,Ben Arous,Ben Arous,,,,,,,,,vente,Terrain,Mubawab.tn,Des lots de terrain sis à Naasane Ben Arous,,https://www.mubawab.tn/fr/b/13400/sari-immobiliere,https://www.mubawab-media.com/ad/8/217/691F/h/terrain-a-vendre-2_81045000.avif,1.0,
8217679,https://www.mubawab.tn/fr/a/8217679/vente-terrain-%C3%A0-soukra-rue-yakout-el-hamaoui,Vente Terrain à Soukra rue Yakout El Hamaoui,2 500 000 TND,2500000,La Soukra,La Soukra,Ariana,2468,,,,,,,,vente,Terrain,Mubawab.tn,Vente Terrain à Soukra rue Yakout El Hamaoui,,https://www.mubawab.tn/fr/b/13400/sari-immobiliere,https://www.mubawab-media.com/ad/8/217/679F/h/terrain-a-vendre-2_81044920.avif | https://www.mubawab-media.com/ad/8/217/679F/h/1758274380930_81068625.avif,2.0,
8217697,https://www.mubawab.tn/fr/a/8217697/terrain-%C3%A0-usage-d%E2%80%99habitation-kalaa-sghira,Terrain à usage d’habitation Kalaa Sghira,2 500 000 TND,2500000,Kalâa Sghira,Kalaa Essghira,,,,,,,,,https://www.mubawab-media.com/ad/8/217/697F/h/terrain%20kalaa%20sghira%20%282%29_81045342.avif,vente,Terrain,Mubawab.tn,Terrain à usage d’habitation Kalaa Sghira,,https://www.mubawab.tn/fr/b/13400/sari-immobiliere,https://www.mubawab-media.com/ad/8/217/697F/h/terrain%20kalaa%20sghira%20%282%29_81045342.avif | https://www.mubawab-media.com/ad/8/217/697F/h/terrain%20kalaa%20sghira%20%283%29_81045343.avif | https://www.mubawab-media.com/ad/8/217/697F/h/terrain%20kalaa%20sghira_81045344.avif | https://www.mubawab-media.com/ad/8/217/697F/h/IMG_20250614_102741_81068059.avif,4.0,
8217688,https://www.mubawab.tn/fr/a/8217688/des-lots-de-terrain-sis-%C3%A0-chotrana,Des lots de terrain sis à Chotrana,Prix à consulter,,La Soukra,Chotrana 1,Ariana,,,,,,,,,vente,Terrain,Mubawab.tn,Des lots de terrain sis à Chotrana,,https://www.mubawab.tn/fr/b/13400/sari-immobiliere,https://www.mubawab-media.com/ad/8/217/688F/h/1758277262528_81069084.avif | https://www.mubawab-media.com/ad/8/217/688F/h/terrain-a-vendre-2_81044943.avif,2.0,
8217719,https://www.mubawab.tn/fr/a/8217719/terrain-abritant-une-ancienne-usine-%E2%80%93-nabeul,Terrain abritant une ancienne usine – Nabeul,2 506 000 TND,2506000,Nabeul,Nabeul,Nabeul,1926,,,,,,,https://www.mubawab-media.com/ad/8/217/719F/h/terrain-de-300m2-a-dire-dawa-269180-1-835x467_81045306.avif,vente,Terrain,Mubawab.tn,Terrain abritant une ancienne usine – Nabeul,,https://www.mubawab.tn/fr/b/13400/sari-immobiliere,https://www.mubawab-media.com/ad/8/217/719F/h/terrain-de-300m2-a-dire-dawa-269180-1-835x467_81045306.avif | https://www.mubawab-media.com/ad/8/217/719F/h/IMG_20250613_082603_81068260.avif | https://www.mubawab-media.com/ad/8/217/719F/h/IMG_20250613_081458_81068262.avif | https://www.mubawab-media.com/ad/8/217/719F/h/IMG_20250613_081158%20%281%29_81068263.avif,4.0,
8217705,https://www.mubawab.tn/fr/a/8217705/des-terrains-sis-dans-la-zone-industrielle-mhamdia,Des terrains sis dans la zone industrielle Mhamdia,Prix à consulter,,Mohamadia,Mohamadia,,,,,,,,,,vente,Terrain,Mubawab.tn,Des terrains sis dans la zone industrielle Mhamdia,,https://www.mubawab.tn/fr/b/13400/sari-immobiliere,https://www.mubawab-media.com/ad/8/217/705F/h/terrain-de-300m2-a-dire-dawa-269180-1-835x467_81045147.avif,1.0,
8217716,https://www.mubawab.tn/fr/a/8217716/terrain-nu-%C3%A0-usage-commercial-%E2%80%93-nabeul,Terrain nu à usage commercial – Nabeul,3 060 000 TND,3060000,Nabeul,Nabeul,Nabeul,528,,,,,,,,vente,Terrain,Mubawab.tn,Terrain nu à usage commercial – Nabeul,,https://www.mubawab.tn/fr/b/13400/sari-immobiliere,https://www.mubawab-media.com/ad/8/217/716F/h/terrain-de-300m2-a-dire-dawa-269180-1-835x467_81045253.avif,1.0,
8217758,https://www.mubawab.tn/fr/a/8217758/terrain-et-d%C3%A9p%C3%B4t-%E2%80%93-sfax-route-el-ain,"Terrain et dépôt – Sfax, Route El Ain",6 250 000 TND,6250000,El Ain,El Ain,,7050,,,,,,,https://www.mubawab-media.com/ad/8/217/758F/h/route%20Ain%20Sfax_81069186.avif,vente,Terrain,Mubawab.tn,"Terrain et dépôt – Sfax, Route El Ain",,https://www.mubawab.tn/fr/b/13400/sari-immobiliere,https://www.mubawab-media.com/ad/8/217/758F/h/route%20Ain%20Sfax_81069186.avif | https://www.mubawab-media.com/ad/8/217/758F/h/route%20Ain%20Sfax%20%282%29_81069187.avif | https://www.mubawab-media.com/ad/8/217/758F/h/route%20Ain%20Sfax%20%283%29_81069188.avif | https://www.mubawab-media.com/ad/8/217/758F/h/route%20Ain%20Sfax%20%284%29_81069189.avif,4.0,
8229630,https://www.mubawab.tn/fr/a/8229630/a-vendre-terrain-d-habitation-individuelle,A vendre terrain d'habitation individuelle,195 000 TND,195000,Kélibia,Kélibia,,365,,,,,,,,vente,Terrain,Mubawab.tn,A vendre terrain d'habitation individuelle,,https://www.mubawab.tn/fr/b/10433/tecnocasa-k%C3%A9libia,https://www.mubawab-media.com/ad/8/229/630F/h/WhatsApp%20Image%202025-09-18%20at%202.11.48%20PM_81172849.avif | https://www.mubawab-media.com/ad/8/229/630F/h/WhatsApp%20Image%202025-09-18%20at%202.10.27%20PM%20%281%29_81172851.avif,2.0,
7603863,https://www.mubawab.tn/fr/a/7603863/terrain-d%E2%80%99habitation-253-m%C2%B2-%C3%A0-jinen-el-mansourah-k,Terrain d’habitation 253 m² à jinen el mansourah k,100 000 TND,100000,Kélibia,Kélibia,,253,,,,,,,https://www.mubawab-media.com/ad/7/603/863F/h/index_37689057.avif,vente,Terrain,Mubawab.tn,Terrain d’habitation 253 m² à jinen el mansourah k,,https://www.mubawab.tn/fr/b/7219/agence-aspis-immo,https://www.mubawab-media.com/ad/7/603/863F/h/index_37689057.avif | https://www.mubawab-media.com/ad/7/603/863F/h/index1_37689058.avif | https://www.mubawab-media.com/ad/7/603/863F/h/index2_37689059.avif | https://www.mubawab-media.com/ad/7/603/863F/h/index3_37689060.avif,4.0,
8289983,https://www.mubawab.tn/fr/a/8289983/terrain-%C3%A0-vendre,Terrain à vendre,Prix à consulter,,Borj El Amri,Borj El Amri,,8000,,,,,,,https://www.mubawab-media.com/ad/8/289/983F/h/IMG_3308_81821938.avif,vente,Terrain,Mubawab.tn,,,,https://www.mubawab-media.com/ad/8/289/983F/h/IMG_3308_81821938.avif | https://www.mubawab-media.com/ad/8/289/983F/h/IMG_3521_81828000.avif | https://www.mubawab-media.com/ad/8/289/983F/h/IMG_3515_81828001.avif | https://www.mubawab-media.com/ad/8/289/983F/h/IMG_3513_81828002.avif,4.0,
8255458,https://www.mubawab.tn/fr/a/8255458/terrain-vue-sur-mer-%C3%A0-el-haouaria-argoub,"Terrain vue sur mer à EL HAOUARIA, ARGOUB",97 000 TND,97000,El Haouaria,El Haouaria,,406,,,,,,,https://www.mubawab-media.com/ad/8/255/458F/h/2_81441497.avif,vente,Terrain,Mubawab.tn,"Terrain vue sur mer à EL HAOUARIA, ARGOUB",,,https://www.mubawab-media.com/ad/8/255/458F/h/2_81441497.avif | https://www.mubawab-media.com/ad/8/255/458F/h/20251119_162702_81441499.avif | https://www.mubawab-media.com/ad/8/255/458F/h/20251119_162807_81441500.avif | https://www.mubawab-media.com/ad/8/255/458F/h/20251119_162904_81441501.avif,4.0,
8290395,https://www.mubawab.tn/fr/a/8290395/titre-individuel,Titre individuel,165 000 TND,165000,Aghir,Aghir,,528,,,,,,,https://www.mubawab-media.com/ad/8/290/395F/h/IMG_20251217_125627_525_81826508.avif,vente,Terrain,Mubawab.tn,Titre individuel,,,https://www.mubawab-media.com/ad/8/290/395F/h/IMG_20251217_125627_525_81826508.avif | https://www.mubawab-media.com/ad/8/290/395F/h/IMG_20251217_125543_737_81826509.avif,2.0,
7488919,https://www.mubawab.tn/fr/a/7488919/terrain-en-vente-%C3%A0-borj-louzir,Terrain en vente à Borj Louzir,300 000 TND,300000,La Soukra,Borj Louzir,Ariana,411,,,,,,,https://www.mubawab-media.com/ad/7/488/919F/h/photo_0_28269223.avif,vente,Terrain,Mubawab.tn,Terrain en vente à Borj Louzir,,,https://www.mubawab-media.com/ad/7/488/919F/h/photo_0_28269223.avif | https://www.mubawab-media.com/ad/7/488/919F/h/photo_2_28269225.avif | https://www.mubawab-media.com/ad/7/488/919F/h/photo_1_28269224.avif | https://www.mubawab-media.com/ad/7/488/919F/h/photo_30_41959637.avif,4.0,
8290253,https://www.mubawab.tn/fr/a/8290253/a-vendre-un-terrain-%C3%A0-afh-mrezga,A vendre un terrain à AFH Mrezga,Prix à consulter,,Nabeul,Nabeul,Nabeul,281,,,,,,,,vente,Terrain,Mubawab.tn,A vendre un terrain à AFH Mrezga,,https://www.mubawab.tn/fr/b/9192/immoteam-nabeul,https://www.mubawab-media.com/ad/8/290/253F/h/b0f18361-da16-4675-8621-3f5cd01eba0e_81825116.avif,1.0,
8221972,https://www.mubawab.tn/fr/a/8221972/terrain-en-vente-%C3%A0-bou-mhel-surface-de-320-m%C2%B2,Terrain en vente à Bou Mhel. Surface de 320 m²,280 000 TND,280000,Boumhel Bassatine,Bou Mhel,,320,,,,,,,,vente,Terrain,Mubawab.tn,Terrain en vente à Bou Mhel. Surface de 320 m²,,,https://www.mubawab-media.com/ad/8/221/972F/h/photo_0_81090928.avif,1.0,
8281707,https://www.mubawab.tn/fr/a/8281707/terrain-de-2000m%C2%B2-%C3%A0-mornaguia,Terrain de 2000m² à Mornaguia,295 000 TND,295000,Mornaguia,Mornaguia,,2000,,,,,,,,vente,Terrain,Mubawab.tn,Terrain de 2000m² à Mornaguia,,https://www.mubawab.tn/fr/b/8390/new-key-la-soukra,https://www.mubawab-media.com/ad/8/281/707F/h/thumb_1234634_property_xlarge_81738587.avif,1.0,
,https://www.mubawab.tn/fr/p/4427/r%C3%A9sidence-omrane-16-%C3%A9l%C3%A9gance-%C3%A0-riadh-el-ghazela,Résidence Omrane 16- Élégance à Riadh El Ghazela,À partir de 369 000 TND,369000,Raoued,Cité el Ghazela,Ariana,,,,,,,,,vente,Terrain,Mubawab.tn,Résidence Omrane 16- Élégance à Riadh El Ghazela,À partir de 369 000 TND,,https://www.mubawab-media.com/promotion/4/427F/pictures/h/O16%20project%20nuit%2001_80564332.avif | https://www.mubawab-media.com/promotion/4/427F/pictures/h/Copy%20of%20O16%20project%2002_80500310.avif | https://www.mubawab-media.com/promotion/4/427F/pictures/h/Copy%20of%20O16%20project%20nuit%2002_80500311.avif | https://www.mubawab-media.com/promotion/4/427F/pictures/h/8_80500312.avif,4.0,
8290183,https://www.mubawab.tn/fr/a/8290183/terrain-%C3%A0-la-vente-surface-totale-289-m%C2%B2,Terrain à la vente. Surface totale 289 m²,130 500 TND,130500,Menzel Jemil,Menzel Jemil,,289,,,,,,,https://www.mubawab-media.com/ad/8/290/183F/h/photo_0_81824426.avif,vente,Terrain,Mubawab.tn,Terrain à la vente. Surface totale 289 m²,,,https://www.mubawab-media.com/ad/8/290/183F/h/photo_0_81824426.avif | https://www.mubawab-media.com/ad/8/290/183F/h/photo_1_81824427.avif | https://www.mubawab-media.com/ad/8/290/183F/h/photo_2_81824428.avif | https://www.mubawab-media.com/ad/8/290/183F/h/photo_3_81824429.avif,4.0,
8290166,https://www.mubawab.tn/fr/a/8290166/achat-de-terrain-surface-de-300-m%C2%B2,Achat de terrain. Surface de 300 m²,195 000 TND,195000,Menzel Jemil,Menzel Jemil,,300,,,,,,,https://www.mubawab-media.com/ad/8/290/166F/h/photo_00_81824202.avif,vente,Terrain,Mubawab.tn,Achat de terrain. Surface de 300 m²,,,https://www.mubawab-media.com/ad/8/290/166F/h/photo_00_81824202.avif | https://www.mubawab-media.com/ad/8/290/166F/h/photo_01_81824203.avif | https://www.mubawab-media.com/ad/8/290/166F/h/photo_20_81824204.avif | https://www.mubawab-media.com/ad/8/290/166F/h/photo_21_81824205.avif,4.0,
8290133,https://www.mubawab.tn/fr/a/8290133/%C3%A0-vendre-terrain-industriel-au-z-i-borj-ghorbel,À VENDRE Terrain industriel au Z. I Borj Ghorbel,Prix à consulter,,Ben Arous,Ben Arous,Ben Arous,23000,,,,,,,,vente,Terrain,Mubawab.tn,À VENDRE Terrain industriel au Z. I Borj Ghorbel,,https://www.mubawab.tn/fr/b/6563/re-max-consultants,https://www.mubawab-media.com/ad/8/290/133F/h/616471962_1590625578961234_7302153384924897389_n_81947670.avif | https://www.mubawab-media.com/ad/8/290/133F/h/WhatsApp%20Image%202026-01-19%20at%2012.22.48_81823778.avif,2.0,
8238823,https://www.mubawab.tn/fr/a/8238823/terrain-%C3%A0-vendre-%C3%A0-yasmine-hammamet,Terrain à vendre à Yasmine Hammamet,460 000 TND,460000,Hammamet,Yasmine Hammamet,Nabeul,354,,,,,,,,vente,Terrain,Mubawab.tn,Terrain à vendre à Yasmine Hammamet,,https://www.mubawab.tn/fr/b/12938/bee-immobilier,https://www.mubawab-media.com/ad/8/238/823F/h/WhatsApp%20Image%202025-10-21%20%C3%A0%2015.06.48_212680c5_81270531.avif | https://www.mubawab-media.com/ad/8/238/823F/h/WhatsApp%20Image%202025-10-21%20%C3%A0%2015.06.48_cb774c25_81270532.avif,2.0,
8285437,https://www.mubawab.tn/fr/a/8285437/%C3%A0-vendre-%E2%80%93-terrain-%C3%A0-sidi-mahersi-nabeul,À vendre – Terrain à Sidi Mahersi Nabeul,780 300 TND,780300,Nabeul,Sidi El Mahrsi,Nabeul,459,,,,,,,https://www.mubawab-media.com/ad/8/285/437F/h/1_81774836.avif,vente,Terrain,Mubawab.tn,À vendre – Terrain à Sidi Mahersi Nabeul,,https://www.mubawab.tn/fr/b/12938/bee-immobilier,https://www.mubawab-media.com/ad/8/285/437F/h/1_81774836.avif | https://www.mubawab-media.com/ad/8/285/437F/h/9_81776214.avif | https://www.mubawab-media.com/ad/8/285/437F/h/8_81774838.avif | https://www.mubawab-media.com/ad/8/285/437F/h/3_81774837.avif,4.0,
8290021,https://www.mubawab.tn/fr/a/8290021/%C3%A0-vendre-%E2%80%93-terrain-%C3%A0-fort-potentiel-%C3%A0-hammamet,À vendre – Terrain à fort potentiel à Hammamet,300 000 TND,300000,Hammamet,Hammamet,Nabeul,500,,,,,,,,vente,Terrain,Mubawab.tn,À vendre – Terrain à fort potentiel à Hammamet,,https://www.mubawab.tn/fr/b/7625/l-id%C3%A9ale-immobili%C3%A8re,https://www.mubawab-media.com/ad/8/290/021F/h/1769074190sanstitre1plandetravail1_81822391.avif,1.0,
8288997,https://www.mubawab.tn/fr/a/8288997/%C3%A0-vendre-terrain-583m2-sahloul-3-sousse,À Vendre Terrain 583m2 sahloul 3 sousse,1 300 000 TND,1300000,Sahloul,Sahloul,,583,,,,,,,,vente,Terrain,Mubawab.tn,À Vendre Terrain 583m2 sahloul 3 sousse,,https://www.mubawab.tn/fr/b/9043/the-one-immo,https://www.mubawab-media.com/ad/8/288/997F/h/Screenshot_20260120_122459_Gallery_81811908.avif,1.0,
8289980,https://www.mubawab.tn/fr/a/8289980/offre-sp%C3%A9ciale-%C3%A0-kelibia-hammam-leghzaz,Offre spéciale à kelibia Hammam leghzaz,19 800 TND,19800,Kélibia,Kélibia,,150,,,,,,,,vente,Terrain,Mubawab.tn,Offre spéciale à kelibia Hammam leghzaz,,,https://www.mubawab-media.com/ad/8/289/980F/h/photo_0_81821911.avif,1.0,
7789521,https://www.mubawab.tn/fr/a/7789521/vente-jardins-menzah2-terrain-400m%C2%B2,Vente jardins menzah2 terrain 400m²,729 000 TND,729000,Ariana Ville,Les Jardins d'El Menzah 2,,400,,,,,,,https://www.mubawab-media.com/ad/7/789/521F/h/080_57662694.avif,vente,Terrain,Mubawab.tn,Vente jardins menzah2 terrain 400m²,,https://www.mubawab.tn/fr/b/8117/immobiliere-ennasr-homing,https://www.mubawab-media.com/ad/7/789/521F/h/080_57662694.avif,1.0,
8277486,https://www.mubawab.tn/fr/a/8277486/%C3%A0-vendre-%E2%80%93-terrain-zenith-vocation-commerciale-a,À Vendre – Terrain ZENITH Vocation Commerciale A,996 000 TND,996000,Nabeul,Neapolis,Nabeul,664,,,,,,,https://www.mubawab-media.com/ad/8/277/486F/h/thumb_1232342_property_large_81689031.avif,vente,Terrain,Mubawab.tn,À Vendre – Terrain ZENITH Vocation Commerciale A,,https://www.mubawab.tn/fr/b/8884/sana-immobilier,https://www.mubawab-media.com/ad/8/277/486F/h/thumb_1232342_property_large_81689031.avif | https://www.mubawab-media.com/ad/8/277/486F/h/thumb_1232343_property_large_81689032.avif | https://www.mubawab-media.com/ad/8/277/486F/h/thumb_1232344_property_large_81689033.avif,3.0,
