id_annonce,url,titre,prix,prix_tnd,ville,quartier,gouvernorat,surface_m2,nb_pieces,nb_chambres,nb_sdb,capacite,nuits_min,equipements,image_url,categorie,type_bien,source,titre_detail,agence,agence_url,images,nb_images,telephones
8208658,https://www.mubawab.tn/fr/a/8208658/a-vendre-s2-ths-%C3%A0-chotrana-1,A Vendre S2 THS à Chotrana 1,475 000 TND,475000,La Soukra,Chotrana 1,Ariana,125,3,2,,,,Terrasse | Garage | Ascenseur | Concierge | 11,https://www.mubawab-media.com/ad/8/208/658F/h/thumb_1153501_property_xlarge_80949736.avif,vente,Appartement,Mubawab.tn,A Vendre S2 THS à Chotrana 1,,https://www.mubawab.tn/fr/b/8008/darcom-tunisia,https://www.mubawab-media.com/ad/8/208/658F/h/thumb_1153501_property_xlarge_80949736.avif | https://www.mubawab-media.com/ad/8/208/658F/h/thumb_1153490_property_xlarge_80949737.avif | https://www.mubawab-media.com/ad/8/208/658F/h/thumb_1153498_property_xlarge_80949738.avif | https://www.mubawab-media.com/ad/8/208/658F/h/thumb_1153496_property_xlarge_80949739.avif,4.0,
7996323,https://www.mubawab.tn/fr/a/7996323/a-vendre-s3-superficie-214-m%C2%B2-%C3%A0-chotrana-1,A vendre s3 superficie 214 m² à chotrana 1,635 000 TND,635000,La Soukra,Chotrana 1,Ariana,214,4,3,,,,Terrasse | Garage | Ascenseur | Piscine | Concierge | 11,https://www.mubawab-media.com/ad/7/996/323F/h/thumb_238943_property_xlarge_78821643.avif,vente,Appartement,Mubawab.tn,A vendre s3 superficie 214 m² à chotrana 1,,https://www.mubawab.tn/fr/b/8008/darcom-tunisia,https://www.mubawab-media.com/ad/7/996/323F/h/thumb_238943_property_xlarge_78821643.avif | https://www.mubawab-media.com/ad/7/996/323F/h/thumb_901244_property_xlarge_78820312.avif | https://www.mubawab-media.com/ad/7/996/323F/h/thumb_901236_property_xlarge_78820313.avif | https://www.mubawab-media.com/ad/7/996/323F/h/thumb_901228_property_xlarge_78820317.avif,4.0,
8093751,https://www.mubawab.tn/fr/a/8093751/r%C3%A9sidence-%C3%A0-chotrana-soukra,Résidence à chotrana soukra,530 000 TND,530000,La Soukra,Chotrana 1,Ariana,104,3,2,1,,,Jardin | Garage | Ascenseur | Piscine | Concierge | 10,https://www.mubawab-media.com/ad/8/093/751F/h/thumb_1015631_property_xlarge_79786133.avif,vente,Appartement,Mubawab.tn,Résidence à chotrana soukra,,https://www.mubawab.tn/fr/b/8008/darcom-tunisia,https://www.mubawab-media.com/ad/8/093/751F/h/thumb_1015631_property_xlarge_79786133.avif | https://www.mubawab-media.com/ad/8/093/751F/h/thumb_1015630_property_xlarge_79786134.avif | https://www.mubawab-media.com/ad/8/093/751F/h/thumb_1015637_property_xlarge_79786135.avif | https://www.mubawab-media.com/ad/8/093/751F/h/thumb_1015632_property_xlarge_79786136.avif,4.0,
7928114,https://www.mubawab.tn/fr/pa/7928114/s2-%C3%A0-vendre-avec-une-place-de-parking-%C3%A0-ezzahra,S2 à vendre avec une place de parking à Ezzahra,287 000 TND,287000,Ezzahra,Ezzahra,,116,3,2,1,,,Garage | Ascenseur | Climatisation | Chauffage central | Sécurité | 2,https://www.mubawab-media.com/ad/7/928/114F/h/DSC_6827-HDR_21207779_76256906.avif,vente,Appartement,Mubawab.tn,S2 à vendre avec une place de parking à Ezzahra,,https://www.mubawab.tn/fr/b/6582/l-immobili%C3%A8re-l-avenue,https://www.mubawab-media.com/ad/7/928/114F/h/DSC_6827-HDR_21207779_76256906.avif | https://www.mubawab-media.com/ad/7/928/114F/h/WhatsApp%20Image%202024-06-03%20at%2012.06.29%20%282%29_76256780_76256892.avif | https://www.mubawab-media.com/ad/7/928/114F/h/WhatsApp%20Image%202024-06-03%20at%2012.06.29_76256782_76256894.avif | https://www.mubawab-media.com/ad/7/928/114F/h/WhatsApp%20Image%202024-06-03%20at%2012.06.29%20%281%29_76256783_76256895.avif,4.0,
8112479,https://www.mubawab.tn/fr/pa/8112479/appartement-t%C3%A9moin-les-jardins-de-monastir,Appartement Témoin Les Jardins de Monastir,Prix à consulter,,Monastir Ville,Cité El Agba,,,2,,,,,Jardin | Terrasse | Garage | Ascenseur | Vue sur mer | 11,https://www.mubawab-media.com/ad/8/112/479F/h/01_79969048.avif,vente,Appartement,Mubawab.tn,Appartement Témoin Les Jardins de Monastir,,https://www.mubawab.tn/fr/b/6738/r%C3%A9sidence-les-jardins-de-monastir,https://www.mubawab-media.com/ad/8/112/479F/h/01_79969048.avif | https://www.mubawab-media.com/ad/8/112/479F/h/02_79969049.avif | https://www.mubawab-media.com/ad/8/112/479F/h/03_79969050.avif | https://www.mubawab-media.com/ad/8/112/479F/h/04_79969051.avif,4.0,
8111784,https://www.mubawab.tn/fr/pa/8111784/appartement-%C3%A0-l-achat-%C3%A0-bou-mhel-3-belles-chambres,Appartement à l'achat à Bou Mhel. 3 belles chambres,407 000 TND,407000,Boumhel Bassatine,Bou Mhel,,129,4,3,1,,,Jardin | Garage | Concierge | Chambre rangement | 8,https://www.mubawab-media.com/ad/8/111/784F/h/02%20%281%29_79962345_79962352.avif,vente,Appartement,Mubawab.tn,Appartement à l'achat à Bou Mhel. 3 belles chambres,,https://www.mubawab.tn/fr/b/11875/priba-hedi-3,https://www.mubawab-media.com/ad/8/111/784F/h/02%20%281%29_79962345_79962352.avif | https://www.mubawab-media.com/ad/8/111/784F/h/A.0.2_81439314.avif | https://www.mubawab-media.com/ad/8/111/784F/h/01%20%281%29_79962344_79962351.avif | https://www.mubawab-media.com/ad/8/111/784F/h/03%20%281%29_79962346_79962353.avif,4.0,
8293596,https://www.mubawab.tn/fr/a/8293596/apt-centre-ville-tunis,APT Centre Ville Tunis,160 000 TND,160000,Tunis,Montfleury,Tunis,70,2,2,1,,,Terrasse | Ascenseur | Concierge | Chambre rangement | Façade extérieure,https://www.mubawab-media.com/ad/8/293/596F/h/Salon_81859863.avif,vente,Appartement,Mubawab.tn,APT Centre Ville Tunis,,,https://www.mubawab-media.com/ad/8/293/596F/h/Salon_81859863.avif | https://www.mubawab-media.com/ad/8/293/596F/h/Chambre1_81859864.avif | https://www.mubawab-media.com/ad/8/293/596F/h/Salon1_81859865.avif | https://www.mubawab-media.com/ad/8/293/596F/h/20250928_100257_81859866.avif,4.0,
,https://www.mubawab.tn/fr/p/4547/r%C3%A9sidence-marbella-%E2%80%93-aouina-ain-zaghouan,RÉSIDENCE MARBELLA – Aouina / Ain Zaghouan,À partir de 240 000 TND,240000,La Marsa,Ain Zaghouan,Tunis,,,,,,,,,vente,Appartement,Mubawab.tn,RÉSIDENCE MARBELLA – Aouina / Ain Zaghouan,À partir de 240 000 TND,,https://www.mubawab-media.com/promotion/4/547F/pictures/h/MARBELLA_81612983.avif | https://www.mubawab-media.com/promotion/4/547F/pictures/h/1010_81618564.avif | https://www.mubawab-media.com/promotion/4/547F/pictures/h/Rendu%20Marbella_Hall%20d%27accueil_05_81612984.avif | https://www.mubawab-media.com/promotion/4/547F/pictures/h/Rendu%20Marbella_Hall%20d%27accueil_02%20_81612985.avif,4.0,
8230106,https://www.mubawab.tn/fr/a/8230106/grand-s3-haut-standing-sahloul-4,Grand S3 haut standing Sahloul 4,447 000 TND,447000,Sahloul,Sahloul,,167,4,3,,,,Terrasse | Garage | Ascenseur | Concierge | Chambre rangement | Façade extérieure | Antenne parabolique | Climatisation | Chauffage central | Sécurité | Double vitrage | Cuisine équipée | Four,https://www.mubawab-media.com/ad/8/230/106F/h/photo_01_81181225.avif,vente,Appartement,Mubawab.tn,Grand S3 haut standing Sahloul 4,,,https://www.mubawab-media.com/ad/8/230/106F/h/photo_01_81181225.avif | https://www.mubawab-media.com/ad/8/230/106F/h/photo_00_81181224.avif | https://www.mubawab-media.com/ad/8/230/106F/h/photo_02_81181226.avif | https://www.mubawab-media.com/ad/8/230/106F/h/photo_03_81181227.avif,4.0,
8295686,https://www.mubawab.tn/fr/a/8295686/s2-en-vente,S2 en vente,420 000 TND,420000,Le Kram,Les Jardins de Carthage,Tunis,120,,,,,,Garage | Ascenseur | Climatisation | Chauffage central | Cuisine équipée,https://www.mubawab-media.com/ad/8/295/686F/h/gallery_81885559.avif,vente,Appartement,Mubawab.tn,S2 en vente,,https://www.mubawab.tn/fr/b/14640/tecnocsa-les-jardins-de-carthage-2,https://www.mubawab-media.com/ad/8/295/686F/h/gallery_81885559.avif | https://www.mubawab-media.com/ad/8/295/686F/h/gallery_81885560.avif | https://www.mubawab-media.com/ad/8/295/686F/h/gallery_81885561.avif | https://www.mubawab-media.com/ad/8/295/686F/h/gallery_81885562.avif,4.0,
8294488,https://www.mubawab.tn/fr/a/8294488/s3-en-vente,S3 en vente,940 000 TND,940000,Le Kram,Les Jardins de Carthage,Tunis,175,,,,,,Terrasse | Garage | Climatisation | Chauffage central | Cuisine équipée | Four | Machine à laver,https://www.mubawab-media.com/ad/8/294/488F/h/gallery_81869506.avif,vente,Appartement,Mubawab.tn,S3 en vente,,https://www.mubawab.tn/fr/b/14640/tecnocsa-les-jardins-de-carthage-2,https://www.mubawab-media.com/ad/8/294/488F/h/gallery_81869506.avif | https://www.mubawab-media.com/ad/8/294/488F/h/gallery_81869507.avif | https://www.mubawab-media.com/ad/8/294/488F/h/gallery_81869508.avif | https://www.mubawab-media.com/ad/8/294/488F/h/gallery_81869509.avif,4.0,
8294540,https://www.mubawab.tn/fr/a/8294540/s2-en-vente,S2 en vente,675 000 TND,675000,Le Kram,Les Jardins de Carthage,Tunis,158,,,,,,Jardin | Garage | Four,https://www.mubawab-media.com/ad/8/294/540F/h/gallery_81869974.avif,vente,Appartement,Mubawab.tn,S2 en vente,,https://www.mubawab.tn/fr/b/14640/tecnocsa-les-jardins-de-carthage-2,https://www.mubawab-media.com/ad/8/294/540F/h/gallery_81869974.avif | https://www.mubawab-media.com/ad/8/294/540F/h/gallery_81869976.avif | https://www.mubawab-media.com/ad/8/294/540F/h/gallery_81869977.avif | https://www.mubawab-media.com/ad/8/294/540F/h/gallery_81869978.avif,4.0,
8106947,https://www.mubawab.tn/fr/pa/8106947/s1-%E2%80%93-r%C3%A9sidence-l%E2%80%99ultime-projet-diar-rached,S1 – Résidence L’ULTIME Projet Diar Rached,Prix à consulter,,Le Kram,Les Jardins de Carthage,Tunis,63,2,1,1,,,Terrasse | Ascenseur | Piscine | Meublé | Façade extérieure | Salon européen | Antenne parabolique | Climatisation | Chauffage central | Sécurité | Double vitrage | Porte blindée | Cuisine équipée | Four,https://www.mubawab-media.com/ad/8/106/947F/h/P6_79913906_79913929.avif,vente,Appartement,Mubawab.tn,S1 – Résidence L’ULTIME Projet Diar Rached,,https://www.mubawab.tn/fr/b/9623/diar-rached,https://www.mubawab-media.com/ad/8/106/947F/h/P6_79913906_79913929.avif | https://www.mubawab-media.com/ad/8/106/947F/h/1-F-A-F_79913903_79913919.avif | https://www.mubawab-media.com/ad/8/106/947F/h/6-1-F_79913904_79913920.avif | https://www.mubawab-media.com/ad/8/106/947F/h/P5_79913907_79913930.avif,4.0,
8286528,https://www.mubawab.tn/fr/a/8286528/appartement-s3-meubl%C3%A9-aux-berges-du-lac-2,Appartement S3 meublé aux berges du lac 2,Prix à consulter,,La Marsa,Les Berges Du Lac 2,Tunis,160,,3,,,,Terrasse | Garage | Meublé | Sécurité | Cuisine équipée,https://www.mubawab-media.com/ad/8/286/528F/h/thumb_1239100_property_xlarge_81785676.avif,vente,Appartement,Mubawab.tn,Appartement S3 meublé aux berges du lac 2,,https://www.mubawab.tn/fr/b/6603/newkey-les-berges-du-lac-2,https://www.mubawab-media.com/ad/8/286/528F/h/thumb_1239100_property_xlarge_81785676.avif | https://www.mubawab-media.com/ad/8/286/528F/h/thumb_1239105_property_xlarge_81785677.avif | https://www.mubawab-media.com/ad/8/286/528F/h/thumb_1239102_property_xlarge_81785678.avif | https://www.mubawab-media.com/ad/8/286/528F/h/thumb_1239112_property_xlarge_81785679.avif,4.0,
8276593,https://www.mubawab.tn/fr/pa/8276593/appartement-en-vente-%C3%A0-la-manouba-2-chambres,Appartement en vente à La Manouba. 2 chambres,Prix à consulter,,La Manouba,La Manouba,,120,,2,1,,,,https://www.mubawab-media.com/ad/8/276/593F/h/IMAGE-1_81678817_81678826.avif,vente,Appartement,Mubawab.tn,Appartement en vente à La Manouba. 2 chambres,,https://www.mubawab.tn/fr/b/14392/hestia-immobiliere,https://www.mubawab-media.com/ad/8/276/593F/h/IMAGE-1_81678817_81678826.avif | https://www.mubawab-media.com/ad/8/276/593F/h/Emplacement-Projet_1_81678818_81678827.avif | https://www.mubawab-media.com/ad/8/276/593F/h/IMAGE-3_81678819_81678828.avif | https://www.mubawab-media.com/ad/8/276/593F/h/IMAGE-2_81678820_81678829.avif,4.0,
8257516,https://www.mubawab.tn/fr/pa/8257516/appartement-de-tr%C3%A8s-haut-standing-a01-%C3%A0-vendre,Appartement de très haut standing A01 à Vendre,686 653 TND,686653,La Soukra,Chotrana 1,Ariana,106,3,2,,,,Jardin | Garage | Ascenseur | Concierge | Chambre rangement | 10,https://www.mubawab-media.com/ad/8/257/516F/h/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.33.43_1faa8bf4_81462034.avif,vente,Appartement,Mubawab.tn,Appartement de très haut standing A01 à Vendre,,https://www.mubawab.tn/fr/b/13975/my-house-2,https://www.mubawab-media.com/ad/8/257/516F/h/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.33.43_1faa8bf4_81462034.avif | https://www.mubawab-media.com/ad/8/257/516F/h/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.33.43_41e372a0_81462035.avif | https://www.mubawab-media.com/ad/8/257/516F/h/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.33.43_cd29713e_81462036.avif | https://www.mubawab-media.com/ad/8/257/516F/h/WhatsApp%20Image%202025-11-13%20%C3%A0%2011.33.43_e154bac4_81462037.avif,4.0,
8180401,https://www.mubawab.tn/fr/a/8180401/a-vendre-s2-direct-promoteur-%C3%A0-la-soukra,A vendre S2 direct promoteur à la soukra,367 000 TND,367000,La Soukra,La Soukra,Ariana,109,3,2,,,,Terrasse | Garage | Ascenseur | Concierge | Antenne parabolique | 7,https://www.mubawab-media.com/ad/8/180/401F/h/e4ee229c-3ddd-4485-99e4-4f5d8869b7af_6636d6a0-d58f-432a-aed7-42aced5760e6_80666392.avif,vente,Appartement,Mubawab.tn,A vendre S2 direct promoteur à la soukra,,https://www.mubawab.tn/fr/b/8894/agence-immobiliere-la-mediterannee-la-soukra,https://www.mubawab-media.com/ad/8/180/401F/h/e4ee229c-3ddd-4485-99e4-4f5d8869b7af_6636d6a0-d58f-432a-aed7-42aced5760e6_80666392.avif | https://www.mubawab-media.com/ad/8/180/401F/h/4bbdf039-ce16-4405-a596-500503586917_150693cb-102c-441f-9fb8-92ab3a087cba_80666393.avif | https://www.mubawab-media.com/ad/8/180/401F/h/65d7db96-a94e-4075-a825-f72857f0f741_3d5ef522-238c-4fb6-9c61-856e4b4f0e98_80666394.avif | https://www.mubawab-media.com/ad/8/180/401F/h/83e1e4aa-297f-44db-8522-af558be1f5f8_48ef633f-5bde-400b-89aa-c9b0e1af72c4_80666395.avif,4.0,
8192096,https://www.mubawab.tn/fr/a/8192096/a-vendre-s3-%C3%A0-la-nouvelle-soukra,A vendre s3 à la nouvelle soukra,430 000 TND,430000,La Soukra,La Soukra,Ariana,136,4,3,,,,Terrasse | Garage | Ascenseur | Concierge | Chambre rangement | 8,https://www.mubawab-media.com/ad/8/192/096F/h/e0a1c722-ed89-4176-989e-3a449d759690_81976609.avif,vente,Appartement,Mubawab.tn,A vendre s3 à la nouvelle soukra,,https://www.mubawab.tn/fr/b/8894/agence-immobiliere-la-mediterannee-la-soukra,https://www.mubawab-media.com/ad/8/192/096F/h/e0a1c722-ed89-4176-989e-3a449d759690_81976609.avif | https://www.mubawab-media.com/ad/8/192/096F/h/5f699f95-fa1d-4dfa-9389-e354473ca279_81976610.avif | https://www.mubawab-media.com/ad/8/192/096F/h/7c0b3794-9628-465d-91d1-9334ce91f723_81976611.avif | https://www.mubawab-media.com/ad/8/192/096F/h/7f5da5b8-3c87-41c9-8bce-9142443f7a17_81976612.avif,4.0,
8167195,https://www.mubawab.tn/fr/a/8167195/a-vendre-duplex-avec-vue-lac,A vendre duplex avec vue Lac,1 300 000 TND,1300000,La Marsa,Les Berges Du Lac 2,Tunis,243,2,2,1,,,Terrasse | Garage | Climatisation | Chauffage central | Cuisine équipée | Four,https://www.mubawab-media.com/ad/8/167/195F/h/thumb_1019275_property_large_80531986.avif,vente,Appartement,Mubawab.tn,A vendre duplex avec vue Lac,,https://www.mubawab.tn/fr/b/6558/le-carre9,https://www.mubawab-media.com/ad/8/167/195F/h/thumb_1019275_property_large_80531986.avif | https://www.mubawab-media.com/ad/8/167/195F/h/thumb_1019287_property_large_80531987.avif,2.0,
8204503,https://www.mubawab.tn/fr/a/8204503/a-vendre-un-appartement-s3-avec-vu-lac,A vendre un appartement S3 avec vu lac,1 200 000 TND,1200000,La Marsa,Les Berges Du Lac 2,Tunis,297,4,3,,,,Terrasse | Garage | Ascenseur | Vue sur mer | Concierge | 7,https://www.mubawab-media.com/ad/8/204/503F/h/thumb_1150624_property_large_80906258.avif,vente,Appartement,Mubawab.tn,A vendre un appartement S3 avec vu lac,,https://www.mubawab.tn/fr/b/6558/le-carre9,https://www.mubawab-media.com/ad/8/204/503F/h/thumb_1150624_property_large_80906258.avif | https://www.mubawab-media.com/ad/8/204/503F/h/thumb_1150623_property_large_80906259.avif | https://www.mubawab-media.com/ad/8/204/503F/h/thumb_1150626_property_large_80906260.avif | https://www.mubawab-media.com/ad/8/204/503F/h/thumb_1143711_property_xlarge_81282248.avif,4.0,
8283546,https://www.mubawab.tn/fr/a/8283546/un-appartement-s2-a-vendre-%C3%A0-soukra-parc,Un appartement s2 a vendre à soukra parc,395 000 TND,395000,La Soukra,La Soukra,Ariana,110,3,2,1,,,Terrasse | Garage | Ascenseur | Concierge | Façade extérieure | 9,https://www.mubawab-media.com/ad/8/283/546F/h/WhatsApp%20Image%202026-01-07%20at%2011.02.03%20%285%29_81754905.avif,vente,Appartement,Mubawab.tn,Un appartement s2 a vendre à soukra parc,,https://www.mubawab.tn/fr/b/14507/vinci-la-soukra,https://www.mubawab-media.com/ad/8/283/546F/h/WhatsApp%20Image%202026-01-07%20at%2011.02.03%20%285%29_81754905.avif | https://www.mubawab-media.com/ad/8/283/546F/h/WhatsApp%20Image%202026-01-07%20at%2011.02.03_81754906.avif | https://www.mubawab-media.com/ad/8/283/546F/h/WhatsApp%20Image%202026-01-07%20at%2011.02.02_81754907.avif | https://www.mubawab-media.com/ad/8/283/546F/h/WhatsApp%20Image%202026-01-07%20at%2011.02.02%20%282%29_81754908.avif,4.0,
8290691,https://www.mubawab.tn/fr/a/8290691/projet-sur-plan-%C3%A0-soukra,Projet sur plan à SOUKRA,345 000 TND,345000,La Soukra,La Soukra,Ariana,100,2,1,1,,,Terrasse | Garage | Ascenseur | Vue sur les montagnes | Piscine | 15,https://www.mubawab-media.com/ad/8/290/691F/h/WhatsApp%20Image%202026-01-23%20at%2012.00.21%20%288%29_81829679.avif,vente,Appartement,Mubawab.tn,Projet sur plan à SOUKRA,,https://www.mubawab.tn/fr/b/14507/vinci-la-soukra,https://www.mubawab-media.com/ad/8/290/691F/h/WhatsApp%20Image%202026-01-23%20at%2012.00.21%20%288%29_81829679.avif | https://www.mubawab-media.com/ad/8/290/691F/h/WhatsApp%20Image%202026-01-23%20at%2012.00.21%20%2811%29_81829680.avif | https://www.mubawab-media.com/ad/8/290/691F/h/WhatsApp%20Image%202026-01-23%20at%2012.00.21%20%2810%29_81829681.avif | https://www.mubawab-media.com/ad/8/290/691F/h/WhatsApp%20Image%202026-01-23%20at%2012.00.21%20%289%29_81829682.avif,4.0,
8002411,https://www.mubawab.tn/fr/pa/8002411/superbe-appartement-s1-%C3%A0-vendre-%C3%A0-nlle-medina-3-surface-de-73-m%C2%B2,Superbe appartement S1 à vendre à Nlle Medina 3. Surface de...,Prix à consulter,,Nouvelle Medina,Nouvelle Medina,,73,1,1,1,,,Garage | Ascenseur | Climatisation | Chauffage central | Sécurité | 1,https://www.mubawab-media.com/ad/8/002/411F/h/Drawing1-Model_81787316.avif,vente,Appartement,Mubawab.tn,Superbe appartement S1 à vendre à Nlle Medina 3. Surface de 73 m²,,https://www.mubawab.tn/fr/b/10662/promotion-sim,https://www.mubawab-media.com/ad/8/002/411F/h/Drawing1-Model_81787316.avif | https://www.mubawab-media.com/ad/8/002/411F/h/WhatsApp%20Image%202024-09-20%20%C3%A0%2009.06.49_18f42b73_78865328_78883004.avif,2.0,
7907095,https://www.mubawab.tn/fr/pa/7907095/vente-d-un-bel-s1-aux-jardins-de-carthage-superficie-52m%C2%B2,Vente d'un bel S1 aux Jardins de Carthage. Superficie 52m²,306 000 TND,306000,Le Kram,Les Jardins de Carthage,Tunis,52,3,1,1,,,Garage | Ascenseur | Concierge | Chambre rangement | 9,https://www.mubawab-media.com/ad/7/907/095F/h/Capture%20d%27%C3%A9cran%202025-12-19%20104524_81739768.avif,vente,Appartement,Mubawab.tn,Vente d'un bel S1 aux Jardins de Carthage. Superficie 52m²,,https://www.mubawab.tn/fr/b/9850/r%C3%A9sidence-le-palais,https://www.mubawab-media.com/ad/7/907/095F/h/Capture%20d%27%C3%A9cran%202025-12-19%20104524_81739768.avif | https://www.mubawab-media.com/ad/7/907/095F/h/Capture%20d%27%C3%A9cran%202025-12-19%20104546_81739769.avif | https://www.mubawab-media.com/ad/7/907/095F/h/Capture%20d%27%C3%A9cran%202025-12-19%20104501_81739770.avif | https://www.mubawab-media.com/ad/7/907/095F/h/Cam01%20Finale8K%20%281%29_81739771.avif,4.0,
8304711,https://www.mubawab.tn/fr/a/8304711/r%C3%A9sidence-neuf-%C3%A0-la-soukra,Résidence Neuf à La Soukra,312 000 TND,312000,La Soukra,La Soukra,Ariana,79,2,1,1,,,Jardin | Terrasse | Garage | Ascenseur | Concierge | 11,https://www.mubawab-media.com/ad/8/304/711F/h/thumb_1279280_property_xlarge_81979983.avif,vente,Appartement,Mubawab.tn,Résidence Neuf à La Soukra,,https://www.mubawab.tn/fr/b/8008/darcom-tunisia,https://www.mubawab-media.com/ad/8/304/711F/h/thumb_1279280_property_xlarge_81979983.avif | https://www.mubawab-media.com/ad/8/304/711F/h/thumb_1279281_property_xlarge_81979984.avif | https://www.mubawab-media.com/ad/8/304/711F/h/thumb_1279283_property_xlarge_81979985.avif | https://www.mubawab-media.com/ad/8/304/711F/h/thumb_1279286_property_xlarge_81979986.avif,4.0,
8303397,https://www.mubawab.tn/fr/a/8303397/appartement-%C3%A0-vendre-%C3%A0-sousse-tunisie-%E2%80%93-p-priv%C3%A9e,Appartement à vendre à Sousse Tunisie – P. Privée,47 000 EUR,,Sousse Riadh,Sousse Riadh,,118,6,3,,,,Jardin | Terrasse | Garage | Sécurité,https://www.mubawab-media.com/ad/8/303/397F/h/IMG-20260123-WA0010_81967724.avif,vente,Appartement,Mubawab.tn,Appartement à vendre à Sousse Tunisie – P. Privée,,,https://www.mubawab-media.com/ad/8/303/397F/h/IMG-20260123-WA0010_81967724.avif | https://www.mubawab-media.com/ad/8/303/397F/h/IMG-20260107-WA0032_81967726.avif | https://www.mubawab-media.com/ad/8/303/397F/h/IMG-20260114-WA0001%281%29_81967727.avif | https://www.mubawab-media.com/ad/8/303/397F/h/IMG-20260108-WA0000%281%29_81967728.avif,4.0,
8137326,https://www.mubawab.tn/fr/a/8137326/appartement-haut-standing,Appartement haut standing,80 000 EUR,,Menzel Jemil,Menzel Jemil,,120,3,2,1,,,Jardin | Terrasse | Garage | Ascenseur | Vue sur mer | 12,https://www.mubawab-media.com/ad/8/137/326F/h/20250427_120856_80221928.avif,vente,Appartement,Mubawab.tn,Appartement haut standing,,,https://www.mubawab-media.com/ad/8/137/326F/h/20250427_120856_80221928.avif,1.0,
8290307,https://www.mubawab.tn/fr/a/8290307/appartement-s2-%C3%A0-vendre-hammamet-2-min-plage,Appartement S2 à vendre Hammamet 2 min plage,450 000 TND,450000,Hammamet,Hammamet,Nabeul,75,5,2,1,,,Terrasse | Concierge | Antenne parabolique | Climatisation | Chauffage central | Sécurité | Porte blindée | Cuisine équipée,https://www.mubawab-media.com/ad/8/290/307F/h/2_81825534.avif,vente,Appartement,Mubawab.tn,Appartement S2 à vendre Hammamet 2 min plage,,https://www.mubawab.tn/fr/b/7165/agence-immobili%C3%A8re-click-dar,https://www.mubawab-media.com/ad/8/290/307F/h/2_81825534.avif | https://www.mubawab-media.com/ad/8/290/307F/h/1_81825533.avif | https://www.mubawab-media.com/ad/8/290/307F/h/3_81825535.avif | https://www.mubawab-media.com/ad/8/290/307F/h/4_81825536.avif,4.0,
8304709,https://www.mubawab.tn/fr/pa/8304709/appartement-%C3%A0-vendre-%C3%A0-cit%C3%A9-el-ghazela,Appartement à vendre à Cité el Ghazela,199 097 TND,199097,Raoued,Cité el Ghazela,Ariana,53,2,1,1,,,Climatisation | Chauffage central | Double vitrage,https://www.mubawab-media.com/ad/8/304/709F/h/salon%2002_81979948_81979964.avif,vente,Appartement,Mubawab.tn,Appartement à vendre à Cité el Ghazela,,https://www.mubawab.tn/fr/b/14613/omrane-17,https://www.mubawab-media.com/ad/8/304/709F/h/salon%2002_81979948_81979964.avif | https://www.mubawab-media.com/ad/8/304/709F/h/SDB%2001_81979949_81979965.avif | https://www.mubawab-media.com/ad/8/304/709F/h/salon%2003_81979950_81979966.avif | https://www.mubawab-media.com/ad/8/304/709F/h/salon%2003%20s%20a_81979951_81979967.avif,4.0,
8304608,https://www.mubawab.tn/fr/a/8304608/exclusivit%C3%A9-fonci%C3%A8re-immeuble-traversant,Exclusivité foncière: immeuble traversant,6 300 000 TND,6300000,Sousse Ville,Sousse Ville,,1005,3,3,1,,,Jardin | Garage,https://www.mubawab-media.com/ad/8/304/608F/h/WhatsApp%20Image%202026-02-06%20at%2018.34.33_81979107.avif,vente,Appartement,Mubawab.tn,Exclusivité foncière: immeuble traversant,,,https://www.mubawab-media.com/ad/8/304/608F/h/WhatsApp%20Image%202026-02-06%20at%2018.34.33_81979107.avif | https://www.mubawab-media.com/ad/8/304/608F/h/WhatsApp%20Image%202026-02-06%20at%2018.34.33%20%281%29_81979108.avif,2.0,
8304676,https://www.mubawab.tn/fr/a/8304676/appartement-s3-%C3%A0-ariana-ennkilet,Appartement S3 À Ariana Ennkilet,145 000 TND,145000,Raoued,Cité Ennkhilet,Ariana,90,4,3,,,,Terrasse,https://www.mubawab-media.com/ad/8/304/676F/h/WhatsApp%20Image%202026-02-17%20at%2007.11.39%20%281%29_81979674.avif,vente,Appartement,Mubawab.tn,Appartement S3 À Ariana Ennkilet,,https://www.mubawab.tn/fr/b/7295/agence-immobiliere-jouini,https://www.mubawab-media.com/ad/8/304/676F/h/WhatsApp%20Image%202026-02-17%20at%2007.11.39%20%281%29_81979674.avif | https://www.mubawab-media.com/ad/8/304/676F/h/WhatsApp%20Image%202026-02-17%20at%2007.11.39%20%282%29_81979675.avif | https://www.mubawab-media.com/ad/8/304/676F/h/WhatsApp%20Image%202026-02-17%20at%2007.12.10%20%282%29_81979676.avif | https://www.mubawab-media.com/ad/8/304/676F/h/WhatsApp%20Image%202026-02-17%20at%2007.12.11%20%281%29_81979677.avif,4.0,
